Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\apache\xerces\readers\StreamingCharReader.java-->StreamingCharReader,7,4,42,9.523809,,,4,57.142857,18.666666,55.445545,19,0.452381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,42,9.523809,,,4,57.142857,18.666666,55.445545,19,0.452381,0,0,7,2.333333,0.003885,7,0,2.333333,0,0.095238,21,0.00517,0.731084,9.580491,0.341296,90300,87901,0.332226,0.341293,8.5,1,0.028239,0.003322,0,0,0.384316,5.857143,0.836735,0.190383,0.019489,0.143707,xerces,1.3.0,org.apache.xerces.readers.StreamingCharReader,34,2,0,14,74,0,1,14,21,0.672727273,2890,1,2,0.179487179,0.160839161,1,3,83.55882353,2,1.0588,0,0
org\apache\xml\serialize\OutputFormat.java-->OutputFormat,12,18,132,13.636364,,,2,16.666666,13.666667,51.898735,57,0.431818,17,12.878788,10,16,90,17.777779,,,2,20,13,54.166668,37,0.411111,0,0,2,1,2,50,,,1,50,1.333333,57.142857,0.5,0.25,0,0,12,4,0.006659,2,10,0.666667,3.333333,0.136364,66,0.001706,0.241256,3.070969,0.1094,85219,89401,0.352034,0.335567,3.5,13.033333,0.011628,0.0433,48,0.053512,3.743102,9,0.75,0.22015,0.057588,0.569643,xerces,1.3.0,org.apache.xml.serialize.OutputFormat,46,1,0,13,61,833,11,2,46,0.903703704,579,1,1,0,0.220496894,0,0,11.19565217,12,1.6522,0,0
org\apache\xerces\validators\dtd\DTDGrammar.java-->DTDGrammar,8,19,56,33.92857,,,1,12.5,23,45.394737,18.5,0.330357,0.5,0.892857,2,0,2,0,,,2,100,10.666667,82.051285,1,0.5,0,0,6,8,30,26.666666,,,1,16.666666,19,50.442478,11,0.366667,0,0,8,2.666667,0.00444,6,2,2,0.666667,0.339286,28,0.009187,1.299243,176.864212,6.300622,87315,68444,0.343584,0.438315,21.884949,5.916667,0.072707,0.019657,1,0.001115,0.047412,3.625,0.453125,0.233587,0.013466,0.357357,xerces,1.3.0,org.apache.xerces.validators.dtd.DTDGrammar,41,2,0,11,75,280,2,9,35,0.903947368,1225,1,10,0.487179487,0.306620209,1,7,28.41463415,3,1.1951,0,0
javax\xml\parsers\SAXParser.java-->SAXParser,5,2,20,10,,,3,60,7.333333,78.571426,9,0.45,6,30,2,0,2,0,,,2,100,2.333333,87.5,1,0.5,0,0,3,2,6,33.333332,,,1,33.333332,5,75,2,0.333333,0,0,5,1.666667,0.002775,3,2,1,0.666667,0.1,10,0.000582,0.082328,5.141286,0.183153,89401,88803,0.335567,0.337826,4.833333,3.5,0.016058,0.011628,13,0.014493,0.357122,4.2,0.84,0.282948,0.061533,0.161905,xerces,1.3.0,javax.xml.parsers.SAXParser,17,1,1,0,37,136,0,0,16,2,254,0,0,0,0.308823529,0,0,13.94117647,1,0.9412,0,0
org\apache\xerces\framework\Version.java-->Version,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90300,90300,0.332226,0.332226,1,1,0.003322,0.003322,0,0,0,0,0,0,,0,xerces,1.3.0,org.apache.xerces.framework.Version,3,1,0,0,5,1,0,0,2,0.5,14,0,0,0,0.5,0,0,3.333333333,1,0.3333,5,1
org\apache\xerces\dom\DocumentFragmentImpl.java-->DocumentFragmentImpl,1,0,0,,0,0,1,100,9.666667,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,9.666667,100,0,,0,,1,0.333333,0.000555,1,0,0.333333,0,,0,0.011996,1.696498,-4.443486,-0.158295,90300,77200,0.332226,0.388601,15.73333,1,0.05227,0.003322,0,0,0,1,1,1,1,0,xerces,1.3.0,org.apache.xerces.dom.DocumentFragmentImpl,4,4,0,2,6,6,1,2,4,1.333333333,16,0,0,0.975308642,0.625,2,5,2.75,1,0.5,0,0
org\apache\xerces\validators\common\CMNode.java-->CMNode,7,14,42,33.333332,,,1,14.285714,8.666667,41.26984,14,0.333333,0.166667,0.396825,6,9,30,30,,,1,16.666666,8.666667,46.42857,10.5,0.35,0,0,1,0,0,,0,0,1,100,2.333333,100,0,,0,,7,2.333333,0.003885,1,6,0.333333,2,0.333333,21,0.002604,0.368311,1.439221,0.051271,83726,89701,0.358312,0.334444,2.5,13.5,0.008306,0.04485,2.833333,0.003159,0.01398,3,0.428571,0.349132,0.03965,0.533097,xerces,1.3.0,org.apache.xerces.validators.common.CMNode,9,1,4,8,11,20,6,2,0,0.825,77,1,3,0,0.518518519,0,0,7,1,0.8889,0,0
org\apache\html\dom\HTMLTitleElementImpl.java-->HTMLTitleElementImpl,3,3,6,50,,,1,33.333332,25.666666,53.846153,1.5,0.25,0,0,1,0,0,,0,0,1,100,19.666666,100,0,,0,,3,3,6,50,,,1,33.333332,25.666666,53.846153,1.5,0.25,0,0,3,1,0.001665,3,1,1,0.333333,0.5,3,0.053796,7.607918,-119.070518,-4.241776,73854,74798,0.406207,0.40108,21.333336,29,0.070875,0.096346,0,0,0.008339,1.875,0.625,0.404584,0.20376,0.040699,xerces,1.3.0,org.apache.html.dom.HTMLTitleElementImpl,3,4,0,2,14,3,1,2,3,2,60,0,0,0.979166667,0.666666667,0,0,19,3,1.6667,0,0
org\apache\wml\dom\WMLSmallElementImpl.java-->WMLSmallElementImpl,3,3,6,50,,,1,33.333332,33,57.894737,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,33,57.894737,1.5,0.25,0,0,3,1,0.001665,3,0,1,0,0.5,3,0.04874,6.892865,27.822969,0.991167,90300,76618,0.332226,0.391553,16.733332,1,0.055592,0.003322,0,0,0.007654,2,0.666667,0.36564,0.00039,0.047227,xerces,1.3.0,org.apache.wml.dom.WMLSmallElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0,0
org\apache\html\dom\HTMLButtonElementImpl.java-->HTMLButtonElementImpl,3,3,6,50,,,1,33.333332,35.333332,50.236965,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,35.333332,50.236965,1.5,0.25,0,0,3,1,0.001665,3,0,1,0,0.5,3,0.072235,10.215635,-101.018478,-3.598688,90300,74525,0.332226,0.402549,20.233337,1,0.06722,0.003322,0,0,0.003173,2,0.666667,0.354794,0.000171,0.031641,xerces,1.3.0,org.apache.html.dom.HTMLButtonElementImpl,12,4,0,3,22,66,0,3,12,2,97,0,0,0.895238095,0.316666667,1,1,7.083333333,3,1.25,0,0
