Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
xalan\extensions\ObjectFactory.java-->ObjectFactory,3,1,6,16.666666,,,2,66.666664,3.044497,81.25,2.5,0.416667,2,33.333332,2,1,2,50,,,1,50,2.9274,80.645164,0.5,0.25,0,0,1,0,0,,0,0,1,100,0.117096,,0,,0,,3,0.351288,0.000486,1,2,0.117096,0.234192,0.166667,3,0.00005,0.007067,0.908976,0.085384,339713,729316,0.251389,0.117096,2,74.454742,0.002339,0.087082,461,0.063284,0.186695,2.333333,0.777778,0.362965,0.001543,0.043056,xalan,2.7.0,org.apache.xalan.extensions.ObjectFactory,13,1,0,4,49,64,2,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1,1
xml\dtm\ref\ExtendedType.java-->ExtendedType,2,1,2,50,,,1,50,2.224824,79.166664,0.5,0.25,0,0,2,1,2,50,,,1,50,2.224824,79.166664,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.234192,0.000324,0,2,0,0.234192,0.5,1,0.000025,0.003567,-0.003472,-0.000326,336912,730170,0.253479,0.116959,1,89.644844,0.00117,0.104848,0,0,0,1,0.5,0.587461,0.00012,0.083916,xalan,2.7.0,org.apache.xml.dtm.ref.ExtendedType,9,1,0,8,12,0,8,0,7,0.40625,117,1,0,0,0.5,1,2,11.55555556,4,1.1111,1,1
xml\utils\res\XResourceBundle.java-->XResourceBundle,2,1,2,50,,,1,50,4.566745,95.121948,0.5,0.25,0,0,1,0,0,,0,0,1,100,2.459016,100,0,,0,,1,0,0,,0,0,1,100,2.34192,100,0,,0,,2,0.234192,0.000324,1,1,0.117096,0.117096,0.5,1,0.000024,0.003367,1.095702,0.102924,340108,729316,0.251097,0.117096,2,65.159584,0.002339,0.07621,0,0,0,1.25,0.625,0.548869,0.000013,0.047727,xalan,2.7.0,org.apache.xml.utils.res.XResourceBundle,4,3,18,20,16,6,19,1,3,1.333333333,425,0,0,0.926829268,0.416666667,0,0,100.75,3,1.25,1,1
xalan\xsltc\compiler\util\FilterGenerator.java-->FilterGenerator,3,3,6,50,,,1,33.333332,9.484777,68.644066,1.5,0.25,0.5,8.333333,1,0,0,,0,0,1,100,2.693208,100,0,,0,,2,2,2,100,1,1,1,50,8.430913,75.789474,0,0,0,0,3,0.351288,0.000486,2,1,0.234192,0.117096,0.5,3,0.017843,2.523389,-144.695374,-13.591864,599207,378462,0.142522,0.22565,74.799911,37.820255,0.087485,0.044234,5.645417,0.000775,0.000858,2,0.666667,0.363333,0.001343,0.043647,xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.FilterGenerator,4,4,0,6,6,2,2,4,3,0.666666667,29,1,0,0.975903614,0.466666667,0,0,5.75,1,0.5,1,1
xalan\lib\PipeDocument.java-->PipeDocument,9,19,72,26.388889,,,2,22.222221,25.87822,56.09137,26.5,0.368056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,72,26.388889,,,2,22.222221,25.87822,56.09137,26.5,0.368056,0,0,9,1.053864,0.001457,9,0,1.053864,0,0.263889,36,0.000753,0.106458,236.005127,22.168983,730170,518028,0.116959,0.164856,95.299995,1,0.111462,0.00117,0,0,0.493507,6.722222,0.746914,0.146209,0.009228,0.141349,xalan,2.7.0,org.apache.xalan.lib.PipeDocument,3,1,0,10,46,3,0,10,3,2,267,0,0,0,0.466666667,0,0,88,1,0.6667,1,1
xalan\xsltc\compiler\Variable.java-->Variable,12,54,132,40.909092,,,1,8.333333,17.564404,24.509804,39,0.295455,7.15,5.416667,5,6,20,30,,,2,40,10.655738,57.232704,7,0.35,4.5,22.5,10,44,90,48.888889,,,1,10,17.564404,25.380711,23,0.255556,2.9,3.222222,12,1.405152,0.001942,10,5,1.17096,0.58548,0.409091,66,0.083954,11.872949,369.597412,34.717888,598907,378350,0.142593,0.225717,86.666611,66.03331,0.101364,0.077232,184.595612,0.02534,0.006984,6.133333,0.511111,0.137672,0.069462,0.231897,xalan,2.7.0,org.apache.xalan.xsltc.compiler.Variable,6,4,0,35,46,3,11,28,5,2,274,0,0,0.938271605,0.4,2,13,44.66666667,8,3.6667,2,1
xpath\objects\XNodeSet.java-->XNodeSet,31,52,930,5.591398,,,9,29.032259,22.716627,43.693695,439,0.472043,213.816666,22.991039,19,20,342,5.847953,,,6,31.578947,14.988291,47.940075,161,0.47076,0,0,12,4,132,3.030303,,,9,75,17.213116,83.05085,64,0.484848,0,0,31,3.629977,0.005018,12,19,1.405152,2.224824,0.055914,465,0.000396,0.055989,-18.14031,-1.703998,339719,520278,0.251384,0.164143,62.737411,129.445068,0.073377,0.151398,4109.355469,0.564114,1.586065,28.290323,0.912591,0.053575,0.050657,0.238949,xalan,2.7.0,org.apache.xpath.objects.XNodeSet,33,4,3,46,76,472,27,20,31,0.977678571,611,0,6,0.801470588,0.173611111,3,30,17.3030303,2,1.1515,2,1
xalan\xsltc\compiler\SyntaxTreeNode.java-->SyntaxTreeNode,86,526,7310,7.195622,,,1,1.162791,20.140514,11.977715,3392,0.464022,916.818481,12.541976,81,380,6480,5.864198,,,1,1.234568,19.203747,13.758389,3050,0.470679,771.825806,11.910892,12,45,132,34.090908,,,1,8.333333,18.852459,29.487179,43.5,0.329545,19.933332,15.10101,86,10.070257,0.01392,12,81,1.405152,9.484777,0.071956,3655,0.281752,39.845783,91.393707,8.585007,598758,378347,0.142629,0.225719,87.833267,114.25,0.102729,0.133626,6696.416504,0.919254,1.671695,75.790321,0.881283,0.052699,0.221157,0.69658,xalan,2.7.0,org.apache.xalan.xsltc.compiler.SyntaxTreeNode,57,1,5,100,125,1198,74,46,10,0.910714286,1198,0.916666667,7,0,0.150297619,0,0,19.80701754,18,2.1579,3,1
xalan\xsltc\compiler\util\RealType.java-->RealType,12,57,132,43.18182,,,1,8.333333,17.915691,36.515514,37.5,0.284091,7.583333,5.744949,7,24,42,57.142857,,,1,14.285714,1.873536,20,9,0.214286,6,14.285714,9,28,72,38.888889,,,1,11.111111,17.798595,39.480518,22,0.305556,4.5,6.25,12,1.405152,0.001942,9,7,1.053864,0.819672,0.431818,66,0.055324,7.823967,102.080414,9.588856,599116,378389,0.142543,0.225694,83.977325,45.838093,0.098219,0.053612,154.583328,0.021221,0.004782,6.5,0.541667,0.226737,0.064513,0.584289,xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.RealType,28,3,0,42,61,370,13,34,26,1,533,0,0,0.564516129,0.181547619,1,3,18,10,1.8214,2,1
xpath\operations\Or.java-->Or,2,2,2,100,1,1,1,50,15.690866,71.657753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,100,1,1,1,50,15.690866,71.657753,0,0,0,0,2,0.234192,0.000324,2,0,0.234192,0,1,1,0.000095,0.013475,-35.957619,-3.377655,730170,519455,0.116959,0.164403,55.470734,1,0.064878,0.00117,0,0,0,1,0.5,0.521993,0.000042,0.021749,xalan,2.7.0,org.apache.xpath.operations.Or,3,3,0,6,7,1,1,5,3,1.5,43,0,0,0.953488372,0.833333333,1,6,13,1,0.6667,1,1
