"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",4811,11.7341463414634,24.7736956264252,613.735994990757,0,4,7,10,300,7.29514543887948,67.682822198509,2.4907539279118e-36,0
"Ties",7937,19.3585365853659,56.951622225682,3243.4872741368,0,3,7,12,695,7.44435192026678,70.0417899185414,7.71598863826469e-37,0
"Pairs",302660,738.19512195122,5508.57090976841,30344353.4679468,0,12,42,90,89700,12.5204254193385,182.257970264438,7.22146614605444e-40,0
"Density",7771.8675,19.3812157107232,14.0714162556092,198.004755438623,0,11.111111,16.666666,23.333334,66.666664,1.43358260789498,5.49424485644484,1.25200495829674e-17,NA
"nWeakComp",882,2.15121951219512,3.7944188812087,14.3976146460731,0,1,1,2,51,8.91555078563474,98.011953832098,6.97907956648908e-37,0
"pWeakComp",12128.747208,29.5823102634146,24.2756408591909,589.306739124419,0,14.285714,25,33.333332,100,1.54559789631752,5.03999259381015,1.54913542885369e-20,6.43929354282591e-15
"X2StepReach",8554.027341,20.8634813195122,13.3584554855202,178.448332958624,0,7.009878,23.6322185,33.738602,58.282673,-0.214909700364482,1.62310389794811,1.99618641477449e-16,1.36378945914117e-08
"ReachEffic",22725.592888,55.8368375626536,20.6830883135294,427.790142185255,0,41.407524,50.78125,71.470589,100,0.132880128505027,2.95246658612134,8.22410905122562e-11,NA
"Broker",147361.5,359.418292682927,2732.45303246066,7466299.57460343,0,5,14.75,38.375,44670,12.6058535755837,184.636960359076,6.78680143376852e-40,0
"nBroker",157.140639,0.391871917705736,0.0909311925726574,0.00826848178268571,0,0.375,0.416667,0.44281,0.5,-2.28121918825013,9.43116403390328,2.67916997031637e-23,NA
"EgoBetween",12946.790285,31.5775372804878,205.395175611055,42187.1781642962,0,0.5,3.1666665,11.1666665,3279.378662,12.0272703218171,169.810759328495,1.14541083038896e-39,0
"nEgoBetween",4226.815289,10.5406865062344,8.44315734596862,71.2869059687839,0,2.5,10,16.346153,50,0.976765752765994,5.84996919247904,8.88039713461093e-16,NA
"Size2",3056,7.45365853658537,23.1314738912568,535.065084381895,0,2,3,5,300,8.73704984624248,91.6719122288589,9.44279887945175e-38,0
"Ties2",3399,8.29024390243903,37.3707539958601,1396.57325421909,0,0,0,3,407,8.20422067466907,76.0049019154964,2.93818108251416e-38,0
"Pairs2",238564,581.863414634146,5385.46014823187,29003181.0081937,0,2,6,20,89700,13.2990829865785,199.819922352857,2.97651623729456e-40,0
"Density2",3991.890659,11.308472121813,15.3507224728179,235.644680437477,0,0,4.432384,16.666666,100,1.73852278607499,6.72687246814268,1.86856385113357e-22,NA
"nWeakComp2",1059,2.58292682926829,4.05092294950166,16.4099767427992,0,1,2,3,51,7.55411845968992,74.5964707545621,2.44267133853867e-35,0
"pWeakComp2",27027.579134,65.9209247170732,36.6713834975333,1344.79036762315,0,33.333332,77.5,100,100,-0.451021283612302,1.62311853450311,8.62645560872162e-22,0
"X2StepReach2",3126.747757,7.62621404146341,6.3560427411918,40.3992793278569,0,2.279635,7.066869,11.075228,58.282673,1.95909106516021,13.1849943365559,1.89834623666876e-18,4.13047655986043e-05
"ReachEffic2",29143.840238,71.782857729064,25.0295153494784,626.476638629776,0,60.8510305,76.966293,89.94444475,100,-1.22293605135563,4.24039797688317,1.91046034141463e-17,NA
"Broker2",117582.5,286.786585365854,2676.85857677234,7165571.84003966,0,1,3,9.5,44670,13.3410845884469,201.047306338679,2.89709918994798e-40,0
"nBroker2",146.540545,0.41512902266289,0.12680000201207,0.0160782405102608,0,0.397727,0.458333,0.5,0.5,-2.14213974470625,7.20511639670453,2.63932949790924e-25,NA
"EgoBetween2",1362.683328,3.32361787317073,40.6925523697409,1655.88381836411,0,0,0,0,789.5,17.9746690815764,342.901435825663,1.11855433651029e-40,0
"nEgoBetween2",473.359228,1.34096098583569,7.54842761014257,56.9787593855627,0,0,0,0,78.571426,7.74758302452176,68.8695161953187,1.47739088375101e-36,NA
"Size3",1829,4.4609756097561,8.45408649754432,71.4715785079611,0,1,4,5,130,9.75819058985907,128.688470614672,6.39499230599013e-36,0
"Ties3",1940,4.73170731707317,21.4555028137287,460.338600989922,0,0,2,3,404,16.0447403268878,294.591951496354,3.38933073598684e-39,0
"Pairs3",35562,86.7365853658537,865.133071369125,748455.231176576,0,0,12,20,16770,17.8094230691369,339.780798632693,1.61552977584293e-40,0
"Density3",6587.169889,19.2045769358601,16.7267833458732,279.785281099782,0,6.0714285,15,25,66.666664,0.865583441252274,3.22102429587564,6.94748476532209e-15,NA
"nWeakComp3",591,1.44146341463415,0.987817136041515,0.97578269425726,0,1,1,2,5,0.902007589804014,3.72110575988963,9.27178298049862e-20,0
"pWeakComp3",18989.079902,46.3148290292683,34.0490229941425,1159.33596685565,0,25,40,66.666664,100,0.494610679939331,1.99863396437416,5.22305996224818e-18,9.28201959737862e-12
"X2StepReach3",7439.589706,18.1453407463415,13.444425723413,180.75258303237,0,2.08966575,18.541034,32.294834,37.841946,-0.188052148821339,1.38573280163008,1.27807210801547e-19,3.27810034672638e-09
"ReachEffic3",24567.490659,60.3623849115479,30.2519557160457,915.180824645591,0,47.407406,50.928383,88.397438,100,-0.43682454544763,2.57394156410435,1.28670263663998e-16,NA
"Broker3",16811,41.0024390243902,422.164522262491,178222.883857117,0,0,4.5,8.5,8183,17.8179299909343,339.952087527539,1.52588620968543e-40,0
"nBroker3",114.564147,0.334006259475219,0.153932507465245,0.0236952168545377,0,0.25,0.375,0.434615,0.5,-1.25350441073288,3.36770477580268,1.55424211160551e-20,NA
"EgoBetween3",1761.333336,4.29593496585366,68.4259889105653,4682.1159583888,0,0,0,0,1381,19.9428836863406,401.625776799009,5.92926522093221e-41,0
"nEgoBetween3",390.83519,1.13946119533528,4.60087002600076,21.1680049961523,0,0,0,0,47.619049,6.28270513425782,52.8294190823445,1.37724483810217e-34,NA
"Degree",4811,11.7341463414634,24.7736956264252,613.735994990757,0,4,7,10,300,7.29514543887948,67.682822198509,2.4907539279118e-36,0
"OutDegree",1829,4.4609756097561,8.45408649754432,71.4715785079611,0,1,4,5,130,9.75819058985907,128.688470614672,6.39499230599013e-36,0
"InDegree",3056,7.45365853658537,23.1314738912568,535.065084381895,0,2,3,5,300,8.73704984624248,91.6719122288589,9.44279887945175e-38,0
"Clus.Coef",77.71866,0.198261887755102,0.139182502200218,0.0193717689187137,0,0.11215275,0.166667,0.233333,0.666667,1.4817427430878,5.58994019821102,8.58757920964591e-18,NA
"Eigenvec",12.149284,0.0296324,0.0379384637899883,0.00143932703474425,0,0.00412625,0.016859,0.052563,0.335671,4.47881530668148,32.9258875636342,1.08228399731725e-29,0
"Power",1829,4.4609756097561,8.45408649754432,71.4715785079611,0,1,4,5,130,9.75819058985907,128.688470614672,6.39499230599013e-36,0
"inCloseness",35.778383,0.0872643487804878,0.0123520105474816,0.000152572164565096,0.07593,0.081826,0.082565,0.09386,0.232753,5.18380567455914,54.3269053561184,6.00197175837413e-29,3.38618022510673e-13
"outCloseness",32.187495,0.0785060853658537,0.00537057439662305,2.88430693496631e-05,0.07593,0.076161,0.076336,0.076687,0.097587,2.54940855776703,8.63509760061183,2.5483833795583e-32,0
"OutdwReach",6846.620816,16.6990751609756,27.1501769345197,737.132107575727,1,4.166667,6.166667,9.83333375,187.333115,2.64748193255404,10.653011403519,2.44772229379268e-30,0
"IndwReach",23019.67887,56.1455582195122,51.9527004471058,2699.08308374671,1,28.400003,46.149996,84.0284005,555.317261,3.56132016831927,28.4332248949174,1.77059810432566e-25,3.15268784412126e-08
"Betweenness",121459.937709,296.243750509756,1654.00365565935,2735728.0929345,0,0.115403,3.640369,49.51898875,23449.63281,10.3636364317807,125.913255283146,4.90030578146621e-39,0
"Betweenness2",118.393565,0.288764792682927,1.74541737502171,3.04648181302767,0,0.003748,0.042448,0.1192565,32.604179,15.9268625784218,289.179210562512,1.24619394680857e-39,0
"EffSize",4039.753213,9.85305661707317,24.3293418002901,591.916872435341,0,3,4.845238,7.666667,297.958344,7.49800971128006,70.9339778160529,8.25883606752663e-37,0
"Efficiency",302.115795,0.736867792682927,0.171492736863254,0.0294097587968493,0,0.666667,0.755051,0.82716,1,-1.67269470215103,8.5934120031652,4.38978690758294e-18,1.88973428441042e-05
"Constraint",92.319355,0.225169158536585,0.171800372808832,0.0295153680972535,0,0.124219,0.171732,0.28582,1,2.33045895015857,10.2786432951225,4.39182443134238e-23,1.81055170855871e-12
"Hierarchy",24.62639,0.0614124438902743,0.165418198438768,0.0273631803747275,0,0.001653,0.011294,0.033565,1,4.52139122327711,24.4800850007656,1.12632907176433e-34,NA
"Indirects",53.151267,0.129637236585366,0.130561535431478,0.0170463145342251,0,0.0231135,0.077864,0.2078685,0.571446,1.16154747882977,3.54072002910309,6.88080291401197e-19,7.49551309908725e-10
"wmc",5895,14.3780487804878,14.8770348972024,221.326167332578,1,6,10,17,134,3.55505884993266,20.8876363073615,8.7898935354365e-28,1.11022302462516e-16
"dit",794,1.93658536585366,0.845455591815164,0.714795157731528,1,1,2,2,6,1.45714335390022,6.93742361835527,1.68704285605722e-23,1.11022302462516e-16
"noc",326,0.795121951219512,7.22715441840954,52.2317609875365,0,0,0,0,134,16.1634152707252,287.973602178189,2.81706760987319e-40,0
"cbo",4295,10.4756097560976,20.237843469772,409.570308306995,0,5,6,9,214,6.89533679002422,56.6929150074766,2.66600321090773e-36,0
"rfc",13328,32.5073170731707,37.6355083222193,1416.43148667183,2,15,22,39,390,5.04779583724845,38.2031076326388,8.88643666312451e-31,8.88178419700125e-16
"lcom",44270,107.975609756098,457.94770672332,209716.102093148,0,3,28,55,7059,10.7239789509253,143.15050914922,2.00614890254028e-38,0
"ca",2152,5.24878048780488,18.2328476780363,332.436734450474,0,1,2,4,212,8.69370496569783,84.7942398629822,2.45066504119303e-38,0
"ce",2287,5.5780487804878,9.31071922656634,86.6894925159521,0,2,4,6,133,8.20009065463718,95.619161109959,5.97202222995473e-35,0
"npm",5053,12.3243902439024,12.9397566040491,167.437300972032,0,5,9,15,101,3.28558013820577,17.787282884559,4.23927787367744e-27,0
