"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",3515,10.014245014245,19.8853089185336,395.425510785511,0,4,6,8,204,6.94326670604557,59.0001627631905,6.78488172167033e-34,0
"Ties",4482,12.7692307692308,35.0854592466659,1230.98945054945,0,2,4,9,387,7.07618728248207,63.8524783145596,5.41271674441195e-34,0
"Pairs",170084,484.569800569801,3355.75916300827,11261119.560114,0,12,30,56,41412,10.3586157493035,117.453565228128,2.58244594831884e-37,0
"Density",5389.72166,15.8056353665689,11.6950697114383,136.774655555403,0,8.928572,14.285714,20,50,1.28047797554819,4.91223659885049,1.57418238828752e-15,NA
"nWeakComp",823,2.34472934472934,3.63683054685483,13.2265364265364,0,1,2,3,42,7.99069620188198,79.3053269000173,1.30299576860766e-33,0
"pWeakComp",12678.150888,36.120088,27.4345425078552,752.654122615315,0,16.666666,28.571428,50,100,1.02801606700784,3.18235585278819,9.08945789041291e-16,2.81602167029327e-07
"X2StepReach",10698.728085,30.4807067948718,19.2061366695238,368.875685768426,0,8.1081085,38.155804,47.058823,68.839424,-0.336973867705931,1.47905931042199,1.88351709710097e-17,2.17519779965869e-10
"ReachEffic",19107.278188,54.5922233942857,21.7749598650628,474.148877125094,0,39.5730275,47.9835945,67.832079,100,0.350809837595593,2.94872833921182,2.42408010453851e-12,NA
"Broker",82801,235.900284900285,1664.34174376193,2770033.44002849,0,5.5,13,26,20611.5,10.3999138649894,118.274960989718,2.42187001566183e-37,0
"nBroker",139.051385,0.407775322580645,0.0881500536472179,0.0077704319580074,0,0.4,0.425,0.455357,0.5,-2.82704843853699,12.9122734226895,4.51659134746333e-24,NA
"EgoBetween",6569.14164,18.7155032478632,92.2670217587745,8513.20330423416,0,1,3,8,910.75,8.07413347947841,71.2029718557931,1.5813353218876e-36,0
"nEgoBetween",4188.27439,12.2823295894428,10.1960167104387,103.958756759544,0,5,11.666667,16.964285,53.333332,1.23172084152638,5.81290417426719,2.0111346954051e-15,NA
"Size2",2149,6.12250712250712,18.025357709447,324.913520553521,0,2,3,5,204,8.77490486358643,88.3877792395214,1.48056455493686e-35,0
"Ties2",1780,5.07122507122507,23.6454296020677,559.106341066341,0,0,0,2,338,10.1908506762862,127.17992817093,4.22536081566599e-36,0
