Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
xml\sax\SAXParseException.java-->SAXParseException,3,1,6,16.666666,,,2,66.666664,17.543859,74.074074,2.5,0.416667,1,16.666666,2,0,2,0,,,2,100,17.543859,95.238098,1,0.5,0,0,1,0,0,,0,0,1,100,5.263158,100,0,,0,,3,2.631579,0.004967,1,2,0.877193,1.754386,0.166667,3,0.026634,3.766622,0.999986,0.032257,12430,12996,0.917136,0.877193,2,5,0.017391,0.043478,1,0.007763,0.907488,2.5,0.833333,0.384846,0.007752,0.072222,xerces,init,org.xml.sax.SAXParseException,8,4,0,0,14,0,0,0,8,0.428571429,98,1,0,0.833333333,0.45,0,0,10.75,1,0.5,2,1
apache\xerces\utils\UTF8DataChunk.java-->UTF8DataChunk,4,2,12,16.666666,,,2,50,32.456139,78.723404,5,0.416667,1.5,12.5,1,0,0,,0,0,1,100,3.508772,100,0,,0,,3,1,6,16.666666,,,2,66.666664,31.578947,83.720932,2.5,0.416667,0,0,4,3.508772,0.006623,3,1,2.631579,0.877193,0.166667,6,0.038399,5.430443,3.410061,0.11,11991,12655,0.950713,0.90083,4.5,4.833333,0.03913,0.042029,2.3,0.017854,0.4946,3,0.75,0.326151,0.040648,0.126786,xerces,init,org.apache.xerces.utils.UTF8DataChunk,21,1,0,6,35,68,1,5,12,0.677272727,1458,0.727272727,4,0,0.271428571,0,0,67.9047619,24,4.7619,0,0
apache\xerces\parsers\DOMParser.java-->DOMParser,20,50,380,13.157895,,,1,5,75.438599,37.885464,165,0.434211,30.166666,7.938597,2,0,2,0,,,2,100,21.929825,92.59259,1,0.5,1,50,19,48,342,14.035088,,,1,5.263158,74.561401,38.116592,147,0.429825,16.666666,4.873294,20,17.543859,0.033113,19,2,16.666666,1.754386,0.131579,190,0.29516,41.741985,1524.008179,49.160809,12657,3730,0.900687,3.0563,49.416656,3.833333,0.42971,0.033333,122.333336,0.949646,14.78132,16.785715,0.839286,0.117431,0.08985,0.438026,xerces,init,org.apache.xerces.parsers.DOMParser,56,2,2,20,207,778,4,17,37,0.856643357,4705,0.961538462,6,0.704918033,0.183471074,2,14,82.55357143,14,1.7679,4,1
apache\xerces\dom\DocumentFragmentImpl.java-->DocumentFragmentImpl,3,4,6,66.666664,,,1,33.333332,25.438597,45.3125,1,0.166667,0,0,1,0,0,,0,0,1,100,19.298246,100,0,,0,,3,4,6,66.666664,,,1,33.333332,25.438597,45.3125,1,0.166667,0,0,3,2.631579,0.004967,3,1,2.631579,0.877193,0.666667,3,0.077681,10.985686,389.645782,12.569028,8949,10398,1.273885,1.096365,14,16.783333,0.121739,0.145942,0,0,0,1.25,0.416667,0.445371,0.179101,0.099736,xerces,init,org.apache.xerces.dom.DocumentFragmentImpl,5,2,0,3,8,10,1,3,5,1.25,25,0,0,0.936170213,0.466666667,1,4,3.8,1,0.6,0,0
apache\xerces\validators\dtd\CMLeaf.java-->CMLeaf,7,14,42,33.333332,,,1,14.285714,43.85965,46.728973,14,0.333333,0.666667,1.587302,3,2,6,33.333332,,,1,33.333332,23.68421,52.941177,2,0.333333,0,0,4,2,12,16.666666,,,2,50,35.964912,73.214287,5,0.416667,0,0,7,6.140351,0.011589,4,3,3.508772,2.631579,0.333333,21,0.101559,14.362626,4.862087,0.156839,12318,12428,0.925475,0.917284,6,5.666667,0.052174,0.049275,1.2,0.009315,0.674344,3.285714,0.469388,0.272267,0.005163,0.377052,xerces,init,org.apache.xerces.validators.dtd.CMLeaf,9,2,0,7,23,0,3,4,2,0.375,130,1,0,0.533333333,0.416666667,1,2,13.22222222,2,0.8889,0,0
apache\xerces\validators\dtd\CMStateSet.java-->CMStateSet,6,11,30,36.666668,,,1,16.666666,9.649123,25,9.5,0.316667,1,3.333333,5,7,20,35,,,1,20,8.77193,27.777779,6.5,0.325,0,0,1,0,0,,0,0,1,100,7.017544,100,0,,0,,6,5.263158,0.009934,1,5,0.877193,4.385965,0.366667,15,0.052125,7.371627,0.999998,0.032258,11868,12996,0.960566,0.877193,2,8.166666,0.017391,0.071014,1,0.007763,0.009981,2.333333,0.388889,0.378432,0.010242,0.5,xerces,init,org.apache.xerces.validators.dtd.CMStateSet,10,1,0,6,19,0,5,1,1,0.066666667,471,0,0,0,0.566666667,0,0,45.6,7,2.8,0,0
apache\xerces\validators\datatype\StringValidator.java-->StringValidator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13110,13110,0.869565,0.869565,1,1,0.008696,0.008696,0,0,0,0,0,0,,0,xerces,init,org.apache.xerces.validators.datatype.StringValidator,7,1,0,7,8,21,1,6,7,2,16,0,0,0,0.265306122,0,0,1.285714286,1,0.8571,1,1
apache\xerces\utils\ChunkyCharArray.java-->ChunkyCharArray,5,5,20,25,,,1,20,49.122807,65.882355,7.5,0.375,3,15,3,1,6,16.666666,,,2,66.666664,31.578947,83.720932,2.5,0.416667,0,0,2,1,2,50,,,1,50,31.578947,85.714287,0.5,0.25,0,0,5,4.385965,0.008278,2,3,1.754386,2.631579,0.25,10,0.072277,10.221558,3.108988,0.100288,12203,12543,0.934197,0.908873,4.5,6.5,0.03913,0.056522,16,0.124204,0.374066,3.2,0.64,0.258281,0.02158,0.126984,xerces,init,org.apache.xerces.utils.ChunkyCharArray,8,1,0,6,17,4,3,3,8,0.653061224,184,1,2,0,0.303571429,0,0,21.125,2,1.5,0,0
apache\xerces\dom\NamedNodeMapImpl.java-->NamedNodeMapImpl,9,17,72,23.611111,,,1,11.111111,28.947369,38.372093,27.5,0.381944,15.666667,21.75926,5,4,20,20,,,1,20,13.157895,46.875,8,0.4,8,40,5,9,20,45,,,1,20,27.192982,48.4375,5.5,0.275,0.333333,1.666667,9,7.894737,0.014901,5,5,4.385965,4.385965,0.236111,36,0.130574,18.465937,336.854462,10.866108,8955,10406,1.273032,1.095522,13.416664,17.283333,0.116667,0.15029,15.15,0.117606,0.407827,6.7,0.744444,0.231742,0.072377,0.388932,xerces,init,org.apache.xerces.dom.NamedNodeMapImpl,14,1,0,12,51,0,5,8,8,0.557692308,756,0.875,3,0,0.241071429,0,0,52.42857143,16,3.3571,2,1
apache\xerces\dom\CharacterDataImpl.java-->CharacterDataImpl,5,11,20,55,,,1,20,28.070175,42.105263,4.5,0.225,0.333333,1.666667,2,0,2,0,,,2,100,8.77193,83.333336,1,0.5,0,0,3,4,6,66.666664,,,1,33.333332,25.438597,45.3125,1,0.166667,0,0,5,4.385965,0.008278,3,2,2.631579,1.754386,0.55,10,0.097187,13.744277,389.645691,12.569025,8969,10397,1.271045,1.09647,14.166667,14.616665,0.123188,0.127101,1.6,0.01242,0.039997,2.5,0.5,0.361386,0.043799,0.32121,xerces,init,org.apache.xerces.dom.CharacterDataImpl,11,2,2,6,26,25,3,4,10,1.05,223,0.5,1,0.814814815,0.477272727,1,1,19.09090909,3,1.3636,1,1
