Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\apache\xalan\xsltc\runtime\output\SAXXMLOutput.java-->SAXXMLOutput,8,8,56,14.285714,,,2,25,14.705882,64.935066,24,0.428571,7,12.5,1,0,0,,0,0,1,100,2.058824,100,0,,0,,7,8,42,19.047619,,,1,14.285714,14.117647,68.571426,17,0.404762,0,0,8,1.176471,0.00133,7,1,1.029412,0.147059,0.142857,28,0.00648,0.916402,553.976807,16.910187,452230,444071,0.150366,0.153129,16.916664,7.250001,0.024841,0.010646,15.916667,0.003447,0.16512,6.1875,0.773438,0.171385,0.004653,0.168037,xalan,2.4.0,org.apache.xalan.xsltc.runtime.output.SAXXMLOutput,16,3,0,6,52,112,1,5,11,0.777777778,509,1,0,0.74,0.344444444,2,8,30.625,1,0.8125,0,0
org\apache\xpath\operations\Operation.java-->Operation,4,5,12,41.666668,,,1,25,21.470589,62.127659,3.5,0.291667,2,16.666666,2,0,2,0,,,2,100,6.470588,78.571426,1,0.5,1,50,3,4,6,66.666664,1.333333,2,1,33.333332,18.67647,64.795921,1,0.166667,0.5,8.333333,4,0.588235,0.000665,3,2,0.441176,0.294118,0.416667,6,0.018233,2.578533,-135.743927,-4.143594,285552,302731,0.238135,0.224622,62.826614,84.820259,0.092256,0.124553,9.142048,0.00198,0.001693,2.8,0.7,0.30243,0.139752,0.049285,xalan,2.4.0,org.apache.xpath.operations.Operation,12,2,14,23,23,0,17,8,12,0.363636364,149,1,2,0.731707317,0.21875,1,7,11.25,5,1.5833,0,0
org\apache\xalan\xsltc\runtime\BasisLibrary.java-->BasisLibrary,27,31,702,4.415955,,,6,22.222221,15.735294,44.957985,335.5,0.47792,270.799988,38.575497,17,16,272,5.882353,,,4,23.529411,6.764706,42.592594,128,0.470588,85,31.25,13,6,156,3.846154,,,7,53.846153,13.235294,59.210526,75,0.480769,49.5,31.73077,27,3.970588,0.004488,13,17,1.911765,2.5,0.04416,351,0.009589,1.35603,1044.466064,31.88241,439982,446094,0.154552,0.152434,19.666668,25.75,0.028879,0.037812,543.43573,0.117698,4.17385,24.833334,0.919753,0.081013,0.130678,0.342592,xalan,2.4.0,org.apache.xalan.xsltc.runtime.BasisLibrary,53,1,0,34,150,1362,22,15,49,1.001602564,2089,0.375,0,0,0.125,0,0,37.96226415,49,4.3962,1,1
org\apache\xpath\objects\XString.java-->XString,27,42,702,5.982906,,,2,7.407407,33.382355,46.707817,330,0.470085,121.75,17.343306,22,3,462,0.649351,,,20,90.909088,13.382353,53.846153,229.5,0.496753,80,17.316017,7,7,42,16.666666,,,2,28.571428,31.32353,62.64706,17.5,0.416667,15,35.714287,27,3.970588,0.004488,7,22,1.029412,3.235294,0.059829,351,0.057249,8.096251,-136.719208,-4.173365,285423,302677,0.238243,0.224662,68.382576,104.962029,0.100415,0.154129,1404.700073,0.304232,0.710253,24.810345,0.918902,0.076547,0.161735,0.272335,xalan,2.4.0,org.apache.xpath.objects.XString,49,3,2,43,100,1176,34,12,46,1,743,0,1,0.606837607,0.122222222,3,21,14.14285714,16,1.8571,0,0
org\apache\xalan\templates\ElemExsltFunction.java-->ElemExsltFunction,14,54,182,29.67033,,,1,7.142857,38.382355,38.552437,64,0.351648,6.916667,3.800366,2,0,2,0,,,2,100,1.911765,76.470589,1,0.5,0,0,12,42,132,31.818182,,,1,8.333333,38.382355,39.545456,45,0.340909,0,0,14,2.058824,0.002327,12,2,1.764706,0.294118,0.296703,91,0.075512,10.679018,680.62677,20.776186,461720,301717,0.147275,0.225377,93.016678,3,0.136588,0.004405,31.546543,0.006832,0.09589,9.107142,0.65051,0.116764,0.010926,0.269351,xalan,2.4.0,org.apache.xalan.templates.ElemExsltFunction,7,4,0,18,28,15,4,14,6,0.5,166,1,0,0.97309417,0.314285714,4,7,22.57142857,1,0.8571,1,1
org\apache\xalan\xsltc\runtime\output\SAXHTMLOutput.java-->SAXHTMLOutput,6,4,30,13.333333,,,3,50,11.617647,71.171173,13,0.433333,5,16.666666,1,0,0,,0,0,1,100,2.058824,100,0,,0,,5,4,20,20,,,2,40,10.882353,76.288658,8,0.4,0,0,6,0.882353,0.000997,5,1,0.735294,0.147059,0.133333,15,0.005937,0.839633,156.789871,4.786023,452230,444094,0.150366,0.153121,13.199999,7.250001,0.019383,0.010646,11.766666,0.002548,0.09801,4.666667,0.777778,0.212996,0.007359,0.126681,xalan,2.4.0,org.apache.xalan.xsltc.runtime.output.SAXHTMLOutput,8,3,0,4,22,28,1,3,7,2,177,0,0,0.860465116,0.375,2,4,21.125,1,0.75,0,0
org\apache\xalan\xsltc\runtime\StringValueHandler.java-->StringValueHandler,1,0,0,,0,0,1,100,2.647059,100,0,,0,,1,0,0,,0,0,1,100,2.647059,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.147059,0.000166,0,1,0,0.147059,,0,0.000184,0.026067,-0.000489,-0.000015,452900,463080,0.150144,0.146843,1,8.083334,0.001468,0.01187,0,0,0,1,1,1,1,0,xalan,2.4.0,org.apache.xalan.xsltc.runtime.StringValueHandler,5,2,0,3,16,4,1,2,5,0,129,1,0,0.851851852,0.4,0,0,24.4,5,1.6,0,0
org\apache\xml\utils\CharKey.java-->CharKey,1,0,0,,0,0,1,100,0.588235,100,0,,0,,1,0,0,,0,0,1,100,0.588235,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.147059,0.000166,0,1,0,0.147059,,0,0.000404,0.057199,-0.00011,-0.000003,460364,463080,0.147709,0.146843,1,3.333333,0.001468,0.004895,0,0,0,1,1,1,1,0,xalan,2.4.0,org.apache.xml.utils.CharKey,5,1,0,1,6,0,1,0,5,0.25,32,1,0,0,0.533333333,1,1,5.2,2,0.8,0,0
org\apache\xalan\xsltc\compiler\util\Type.java-->Type,39,189,1482,12.753036,,,1,2.564103,23.529411,18.62631,646.5,0.436235,89.019051,6.006683,33,101,1056,9.564394,,,1,3.030303,18.67647,23.09091,477.5,0.452178,0,0,6,6,30,20,,,2,33.333332,20.735294,45.631069,12,0.4,0,0,39,5.735294,0.006483,6,33,0.882353,4.852941,0.12753,741,0.082655,11.689165,-0.637183,-0.01945,365321,371596,0.186138,0.182994,48.250008,82.616676,0.070852,0.121317,1666.823608,0.361003,0.658856,31.538462,0.808679,0.069828,0.113177,0.498116,xalan,2.4.0,org.apache.xalan.xsltc.compiler.util.Type,33,1,10,113,53,526,103,21,32,0.998046875,300,0,16,0,0.234375,0,0,7.606060606,2,1,0,0
org\apache\xalan\transformer\StackGuard.java-->StackGuard,8,21,56,37.5,,,1,12.5,31.764706,45.665962,17.5,0.3125,1.483333,2.648809,3,3,6,50,,,1,33.333332,14.852942,79.527557,1.5,0.25,0.5,8.333333,7,16,42,38.095238,,,1,14.285714,31.764706,47.264771,13,0.309524,0.95,2.261905,8,1.176471,0.00133,7,3,1.029412,0.441176,0.375,28,0.052024,7.357368,303.616119,9.267906,285704,302430,0.238009,0.224845,86.133339,80.383301,0.126481,0.118037,26.862589,0.005818,0.006642,4.15,0.51875,0.17773,0.100292,0.133339,xalan,2.4.0,org.apache.xalan.transformer.StackGuard,7,1,0,7,18,0,3,6,5,0.5,155,0,1,0,0.458333333,0,0,20.85714286,4,1.4286,1,1
