"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",2407,8.50530035335689,12.4260567639235,154.406886700248,0,3,5,9,137,5.51498429174282,46.9612391607442,2.5944452581785e-27,3.33066907387547e-16
"Ties",6764,23.9010600706714,50.9381223037992,2594.6923038368,0,2,6,22,511,5.00099933520959,37.490613796148,4.30165484463449e-28,0
"Pairs",61608,217.696113074205,1212.32160179983,1469723.66619051,0,6,20,72,18632,12.8717459322687,190.667052248131,8.7625737432156e-34,0
"Density",8904.649485,33.7297328977273,22.4249243524946,502.877232215106,0,19.047619,32.142857,50,100,1.02667838593836,4.58574906314511,3.88458288633894e-11,NA
"nWeakComp",420,1.48409893992933,1.36142192722721,1.85346966393504,0,1,1,2,18,7.47515628762747,81.8159162245426,9.22181385365487e-30,0
"pWeakComp",9772.289036,34.531056664311,29.658265070056,879.612686965704,0,12.5,25,50,100,1.18899189449714,3.33778052731118,2.70211167633482e-17,2.27351260040365e-09
"X2StepReach",8638.023968,30.5230528904594,17.836320826364,318.134340620984,0,16.167665,25.1497,46.107784,73.053894,0.215267137447919,1.82024178256427,1.79631653934824e-09,2.69268966945901e-06
"ReachEffic",16675.0979,58.9226074204947,23.9489260748145,573.551060136932,0,43.68351,58.498024,74.279179,100,-0.0741609076833162,2.36454477500306,0.000188392569992524,0.549029001150735
"Broker",27422,96.8975265017668,585.231428213086,342495.824568328,0,1.5,6.5,25.5,9060.5,13.1490968755405,196.94605441752,5.98336109207608e-34,0
"nBroker",85.476755,0.323775587121212,0.117267244184096,0.0137516065585323,0,0.25,0.335227,0.4,0.5,-1.09208977850486,4.43271290699397,4.55927741657811e-12,NA
"EgoBetween",15626.246428,55.2164184734982,451.377580879027,203741.720520203,0,0,1,5.1,7164.36377,14.1402892825959,219.656833518578,1.65348080750664e-34,0
"nEgoBetween",2470.416829,9.35763950378788,12.3592053268485,152.7499563112,0,0,5,14.9702385,68.252289,1.90329647762444,7.00137055709012,2.64580182122987e-19,NA
"Size2",1350,4.77031802120141,10.9509011694621,119.922236423327,0,1,1,4,120,6.01150675659183,51.4536504921269,1.4280509016158e-29,0
"Ties2",3011,10.6395759717314,37.6743811570176,1419.35899556424,0,0,0,3,388,5.90149011295296,46.0163878177794,2.6460449075305e-31,0
"Pairs2",38908,137.484098939929,930.799093661164,866386.952760444,0,0,0,12,14280,12.9191357163362,191.07810928178,4.35489011275674e-34,0
"Density2",4275.482098,24.7137693526012,26.1037811517973,681.407390420926,0,0,17.857143,33.333332,100,1.2718175672305,4.38951912473242,1.19227948046484e-12,NA
"nWeakComp2",351,1.24028268551237,1.76817890989407,3.12645665739418,0,1,1,1,20,7.77194916260796,75.6925170802128,6.80526071390133e-31,0
