"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",2263,8.22909090909091,12.0131569103029,144.315938951559,0,3,4,9,128,5.11185570212784,41.6538858653923,1.72117735883033e-26,3.33066907387547e-16
"Ties",6230,22.6545454545455,47.7832767763201,2283.24153948242,0,2,5,21,468,4.86607449113759,35.6563692186048,1.74254866373926e-27,0
"Pairs",55902,203.28,1073.1272219325,1151602.03445255,0,6,12,72,16256,12.6239388660709,184.471443615483,3.25799729445241e-33,0
"Density",8955.220598,35.5365896746032,23.7387752938805,563.529452453353,0,20,33.333332,50,100,1.02843151638041,4.301871787675,1.69448922302614e-11,NA
"nWeakComp",406,1.47636363636364,1.31053614096485,1.71750497677505,0,1,1,2,17,7.06411494923553,75.8361062661039,4.59771791522357e-29,0
"pWeakComp",9926.548168,36.0965387927273,30.0760110503269,904.566440699388,0,12.5,25,50,100,1.13516162841587,3.17848312219776,4.57343614880553e-17,8.3962938823845e-09
"X2StepReach",8528.990227,31.0145099163636,18.0706970363781,326.550091380566,0,17.263844,25.081432,45.928337,76.547234,0.2450279676755,1.90912555640477,7.3300398648125e-09,1.41226798322514e-06
"ReachEffic",16545.191819,60.1643338872727,24.3551922654943,593.175390289193,0,43.613022,60.820896,75.706215,100,-0.081975309937146,2.249952137905,2.7042070162746e-05,0.383354726302672
"Broker",24836,90.3127272727273,517.033599571247,267323.743085601,0,1,5,25.5,7894,12.9172844849519,191.009328053239,2.14763071619806e-33,0
"nBroker",79.723892,0.316364650793651,0.122135217898298,0.0149170114510648,0,0.25,0.333333,0.4,0.5,-1.05429304822463,4.14515936479899,4.85198009451633e-12,NA
"EgoBetween",16472.463692,59.8998679709091,527.242653557102,277984.815729934,0,0,1,4.3964285,8473.058594,14.9581324273301,237.672370927193,2.97935978850997e-34,0
"nEgoBetween",2327.808938,9.23733705555555,12.0974979117406,146.349455724568,0,0,5,13.60358075,61.609688,1.83131570219687,6.64690275915237,1.32420056109403e-18,NA
"Size2",1261,4.58545454545455,10.4043684358114,108.250882548109,0,1,1,4,112,5.81672061828684,48.763530817486,4.90160885786376e-29,0
"Ties2",2778,10.1018181818182,35.2652694624441,1243.63923025879,0,0,0,3,367,5.95804014639997,47.6071839109101,8.01990962513335e-31,0
"Pairs2",34182,124.298181818182,819.610828846902,671761.910763105,0,0,0,12,12432,12.7902540545263,187.410120852736,1.26469287312728e-33,0
"Density2",4147.990493,25.1393363212121,27.2007303100315,739.879729399069,0,0,17.619047,40,100,1.21724433754276,4.08979184358548,1.50804648621555e-12,NA
"nWeakComp2",334,1.21454545454545,1.71547467222006,2.94285335102853,0,1,1,1,21,8.60790521387521,91.5291799497905,1.04484592605851e-30,0
"pWeakComp2",15741.453624,57.2416495418182,41.9061759962293,1756.12758662694,0,14.285714,50,100,100,-0.136747106209192,1.28083175043847,6.41043745508696e-19,0
"X2StepReach2",4527.035816,16.4619484218182,15.8567864697627,251.437677147651,0,4.0716615,13.355049,20.19544,63.517914,1.20683920526974,3.59995265224107,1.16743765301416e-15,4.01801784066791e-08
"ReachEffic2",18942.277051,69.1323979963504,35.9251878471826,1290.61912185535,0,48.7933175,84.8308795,100,100,-0.882296848275043,2.36717679260017,2.65858065171137e-18,NA
"Broker2",15702,57.0981818181818,394.602101859966,155710.818792303,0,0,0,3.5,6032.5,13.0633870463824,193.611442913052,9.90461629547609e-34,0
"nBroker2",42.260042,0.256121466666667,0.184403947233411,0.0340048157552626,0,0,0.316667,0.416667,0.5,-0.364533823890634,1.63230054031678,7.81468551775884e-12,NA
"EgoBetween2",7896.916201,28.7160589127273,285.728436278934,81640.7392984049,0,0,0,0,4581.979492,14.9244444885526,236.488357508489,2.16584713798007e-34,0
"nEgoBetween2",929.599411,5.63393582424242,12.6693792877021,160.513171535655,0,0,0,2.704301,63.919338,2.57758548421296,9.15186324329099,4.06783243838535e-21,NA
"Size3",1212,4.40727272727273,5.69619717380522,32.4466622428666,0,1,3,6,43,3.26107815754335,18.167473318794,1.3754143998728e-22,6.62393473405132e-11
"Ties3",2676,9.73090909090909,18.5959817565975,345.810537491705,0,0,2,11,152,3.53435113186442,19.8490830739054,1.70322982939719e-25,0
"Pairs3",13020,47.3454545454545,171.441571220058,29392.2123424021,0,0,6,30,1806,7.87103869855278,75.3145582225784,1.53774544580111e-31,0
"Density3",7754.340905,34.010267127193,27.4449452649504,753.225020596121,0,8.395625,33.333332,50,100,0.634497935546612,3.0622840437904,1.80816238359733e-10,NA
"nWeakComp3",320,1.16363636363636,0.946827903562644,0.896483078964831,0,1,1,1,10,3.70106437235043,31.224677446484,1.97464320259529e-23,0
"pWeakComp3",11231.413495,40.8415036181818,35.3250444174444,1247.85876309442,0,12.5,33.333332,50,100,0.648794427185559,2.06408655318294,1.46971522577879e-15,7.88112059058044e-07
"X2StepReach3",7010.097727,25.4912644618182,20.0142415581256,400.569865147001,0,5.863192,20.521173,44.299675,75.244301,0.27575509881609,1.7496035752416,1.15024196548928e-11,4.4062973897363e-06
"ReachEffic3",16114.863111,58.8133690182482,33.5832894030773,1127.83732713085,0,36.368472,63.4547805,89.3655395,100,-0.448911663299864,2.05634617123369,3.26092826469379e-12,NA
"Broker3",5172,18.8072727272727,78.6885847983768,6191.89337757133,0,0,1,8,827,8.34192894286984,82.0717311879007,3.68954632233756e-32,0
"nBroker3",54.228295,0.237843399122807,0.158436536296475,0.0251021360336241,0,0.06249975,0.2583335,0.35,0.5,-0.370658541526111,1.95635655019953,5.56127637334957e-12,NA
"EgoBetween3",3928.563126,14.2856840945455,91.9838839633313,8461.03490897959,0,0,0,0,1058.092896,9.60354380985244,101.692677966781,1.780610020505e-33,0
"nEgoBetween3",1183.714901,5.19173202192982,11.6968789245665,136.816976575969,0,0,0,2.777778,64.333336,2.84586439240422,11.3962891863444,1.41426999422774e-24,NA
"Degree",2263,8.22909090909091,12.0131569103029,144.315938951559,0,3,4,9,128,5.11185570212784,41.6538858653923,1.72117735883033e-26,2.22044604925031e-16
"OutDegree",1212,4.40727272727273,5.69619717380522,32.4466622428666,0,1,3,6,43,3.26107815754335,18.167473318794,1.3754143998728e-22,5.99824634406332e-11
"InDegree",1261,4.58545454545455,10.4043684358114,108.250882548109,0,1,1,4,112,5.81672061828684,48.763530817486,4.90160885786376e-29,0
"Clus.Coef",89.552205,0.359647409638554,0.23556014951607,0.0554885840400331,0,0.2,0.333333,0.5,1,1.05228631604662,4.34926819620859,1.57289471441583e-11,NA
"Eigenvec",9.662922,0.0351378981818182,0.0479812171888532,0.0023021972029239,0,0.0043965,0.02084,0.0468195,0.406156,3.38939212782397,19.8967321951365,6.74336298978206e-23,2.82995848976952e-13
"Power",-1405.525656,-5.11100238545455,39.5965202415752,1567.88441524147,-221.379745,-24.1997975,-1.55757,1.0859815,234.039413,0.630541688336382,11.7170440903773,2.02997706683787e-16,2.88657986402541e-14
"inCloseness",191.603338,0.696739410909091,0.229884356797101,0.0528468175000167,0.324675,0.668147,0.672685,0.702742,1.07088,0.00216965830782317,2.41838807023689,1.8136490632627e-17,0
"outCloseness",240.038713,0.872868047272727,0.491047641735803,0.241127786454293,0.324675,0.3278655,1.321908,1.336497,1.430169,-0.102114379806666,1.02428542149776,1.29507621165181e-22,0
"OutdwReach",12689.250862,46.1427304072727,34.1032355214077,1163.0306730286,1,3.5,58.295273,76.983318,113.600052,-0.133436355586454,1.39730252503172,3.4144126490344e-15,2.37542712167027e-08
"IndwReach",13558.650443,49.3041834290909,26.7579512412988,715.987954631726,1,40.650024,52.866642,64.8582875,136.333344,-0.485980835961234,2.97799344305517,1.64927565523892e-12,2.01664372423416e-07
"Betweenness",104539.918859,380.145159487273,1884.71598922724,3552154.36004881,0,0,0.811111,48.481819,24368.51953,9.07087884424646,103.141010717535,1.24128185343723e-32,0
"Betweenness2",196.633145,0.715029618181818,3.14047917074809,9.86260942190258,0,0,0.013689,0.140906,33.883354,7.78920485187754,72.9031891444804,3.73205707183077e-32,0
"EffSize",1694.876366,6.16318678545455,10.9469916427059,119.836626025474,0,1.55,3,5.813889,122.303223,5.90329789867016,52.1649979795294,2.85026627401687e-28,0
"Efficiency",191.53639,0.696495963636364,0.18382290468776,0.0337908602878454,0,0.582843,0.676768,0.793521,1,-0.257694149510387,4.01039978042996,9.62651499413785e-09,0.0183689615663361
"Constraint",98.046333,0.35653212,0.252120512567349,0.0635647528572228,0,0.1869175,0.276938,0.486333,1,1.318255300092,4.11549385212821,1.13799871973761e-15,3.40920198849126e-06
"Hierarchy",39.322074,0.144566448529412,0.273052329913071,0.0745575748709568,0,0.0051055,0.0317825,0.1223375,1,2.56745917769652,8.25904108367544,2.69226216476347e-26,NA
"Indirects",47.685653,0.173402374545455,0.1516726223989,0.0230045843853592,0,0.049603,0.148925,0.247245,0.697502,0.952462863998773,3.37730302392661,1.25100850225979e-11,0.000303731539017971
"wmc",3764,13.6872727272727,32.5273105607559,1058.02593231586,1,3,6,12,407,8.41958748487777,90.1946392219056,7.54966317960538e-31,0
"dit",785,2.85454545454545,2.11544702716735,4.47511612475116,1,1,2,5,8,0.95160875136253,2.47830548203121,2.76182123748932e-18,1.11022302462516e-16
"noc",135,0.490909090909091,2.84305227718898,8.08294625082946,0,0,0,0,35,8.8537240276816,93.3732293596839,4.37870010809966e-33,0
"cbo",3549,12.9054545454545,18.7191636278887,350.407086927671,1,4.5,8,13.5,184,5.10464265524733,37.3683437083745,3.45940417831544e-27,1.11022302462516e-16
"rfc",11202,40.7345454545455,59.1800303483967,3502.27599203716,2,12,24,44.5,494,4.62830618189337,30.830838831048,3.82491745080931e-26,4.44089209850063e-16
"lcom",59967,218.061818181818,1286.81009997235,1655880.23339084,0,1,4,30.5,16336,9.63062031392309,106.930578185326,2.8105830972093e-33,0
"ca",2105,7.65454545454545,16.3312183491339,266.708692767087,0,1,3,7,157,5.37259186207327,39.0747919843469,8.06579722546971e-29,0
"ce",1902,6.91636363636364,7.83382995973802,61.3688918380889,0,2,5,9,59,3.00880721370287,15.4734111126664,1.3135207270924e-21,2.05595410696091e-08
"npm",2236,8.13090909090909,17.1099159443608,292.749223623092,0,1,3,8,193,6.59946608751819,59.9418908396015,3.6774090459295e-29,0
"lcom3",273.087746467,0.993046350789091,0.573070974138916,0.328410341400526,0,0.625,0.805555556,1.0390625,2,0.835486944412225,2.51183815180317,4.72863748907377e-17,3.07531777821168e-14
"loc",140574,511.178181818182,1666.21035145286,2776256.93528865,5,65,180,387,23683,10.7187645650957,140.751108557324,4.81786667302745e-32,0
"dam",162.674737308,0.591544499301818,0.457386625366789,0.209202525064419,0,0,0.888888889,1,1,-0.387378035275451,1.27850054980647,1.26662449972381e-21,0
"moa",286,1.04,1.99320011923752,3.97284671532847,0,0,0,1,17,3.83990800168393,24.0030147888002,1.00969602723129e-25,0
"mfa",156.014946669,0.567327078796364,0.438999276222554,0.192720364523926,0,0,0.782608696,0.978141611,1,-0.410934365654273,1.31881306428088,1.77796844278716e-20,1.88737914186277e-15
"cam",124.926245885,0.454277257763636,0.234348965309482,0.0549194375416247,0.051769912,0.2845238095,0.425,0.6,1,0.692972790363785,3.05580724565698,1.08798792644023e-08,0.00915768744535927
"ic",198,0.72,1.02066244411045,1.04175182481752,0,0,0,1,4,1.52955509581395,4.68893967805506,2.19329531161159e-21,1.4432899320127e-15
"cbm",478,1.73818181818182,3.36965261205745,11.3545587259456,0,0,0,2,25,3.21610016696978,15.8167578174038,1.71387894319386e-25,0
"amc",8613.085003935,31.3203091052182,24.7840740900903,614.250328503083,1.4,13.375,25.94444444,41.644144145,149.3,1.58281850457154,6.35703301989185,2.17597399075649e-14,0.00164786185807297
"max_cc",1848,6.72,9.81088327608347,96.2534306569343,0,1,3,8,84,3.92046980059812,24.6332971507726,1.19246613566324e-24,2.04281036531029e-14
"avg_cc",516.0898,1.87669018181818,1.86664209662004,3.48435271687405,0,0.8,1.5,2.3333,20,4.33194484116153,35.9477632568866,1.40917532007391e-22,1.74048173096075e-07
