"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",3112,9.37349397590361,14.1504312006068,200.234703163106,0,3,5,10,158,5.35021411595528,44.5872208738487,2.84284891266976e-29,0
"Ties",10293,31.0030120481928,67.1907821011139,4514.60119935937,0,2,8,28.25,628,4.47415465593704,28.726612651765,3.86686989300435e-30,0
"Pairs",92336,278.120481927711,1530.56808281602,2342638.65613511,0,6,20,90,24806,13.0679423588388,201.956340467177,5.26380926153606e-36,0
"Density",11199.954406,35.8972897628205,21.9918505568862,483.641490916416,0,20.3409095,33.333332,50,100,0.879634966859692,4.16878255566134,1.57014395366151e-10,NA
"nWeakComp",466,1.40361445783133,1.2411811724611,1.54053070287191,0,1,1,1,17,7.57463315618189,84.2223244954072,3.66843013108634e-32,0
"pWeakComp",10521.378022,31.6908976566265,27.6853406047065,766.478084398609,0,10.5357145,25,50,100,1.30574708531481,3.92476753542053,1.55436396521794e-18,1.50397605480634e-09
"X2StepReach",10434.036946,31.427822126506,18.2713285611157,333.841447388241,0,17.150396,26.781003,46.965698,75.989449,0.135382186060137,1.86496212562876,5.6370169773137e-09,9.3424432950906e-06
"ReachEffic",18857.177071,56.9703234773414,25.1478504632196,632.414382920456,0,40.075758,55.625,75.490948,100,-0.0270859964781611,2.1744547869713,1.2682999227628e-05,NA
"Broker",41021.5,123.558734939759,738.79921785566,545824.284304135,0,1.5,6.5,32.625,12089,13.419262916766,210.391817615973,3.40979120830728e-36,0
"nBroker",97.500237,0.312500759615385,0.114718271239348,0.0131602817561446,0,0.25,0.333333,0.38916675,0.5,-0.97728689731219,4.10215548723594,6.90707899788608e-12,NA
"EgoBetween",20935.464257,63.0586272801205,558.411056548426,311822.90807553,0,0,1,5.87499975,9640.626953,15.5292837425498,262.970759511748,5.45326171609028e-37,0
"nEgoBetween",2572.150994,8.24407369871795,11.7636256105368,138.382887504878,0,0,3.108796,12.5,68.035423,2.14331049863676,8.59603897430038,3.53666067764602e-22,NA
"Size2",1738,5.23493975903614,12.4633207713245,155.334364648928,0,1,2,4,139,5.97499309594765,50.4983564412737,9.47413849232319e-32,0
"Ties2",4463,13.4427710843374,49.153803645717,2416.0964128417,0,0,0,4,472,5.63768884567169,39.6343539219872,1.07487583264456e-33,0
"Pairs2",58776,177.036144578313,1193.07252632448,1423422.05307029,0,0,2,12,19182,13.0028888944042,198.364157707346,2.31605980613307e-36,0
"Density2",5720.696475,24.3433892553191,28.0019006649817,784.106440851502,0,0,16.666666,39.880953,100,1.27874827949303,4.02508791117017,4.17904435812063e-16,NA
"nWeakComp2",403,1.21385542168675,1.7927482868829,3.21394642012157,0,1,1,1,23,8.14021099588702,87.4473858972982,2.20414937536584e-32,0
"pWeakComp2",16406.116475,49.4160134789157,41.3455203264593,1709.45205106566,0,8.60507225,40,100,100,0.17331934718522,1.35278198023025,1.5557211306724e-19,0
"X2StepReach2",5231.662284,15.7580189277108,16.2846820117057,265.190868222372,0,2.044855,12.137203,21.503958,63.060684,1.1339846442902,3.35691239261878,2.06341539653857e-17,2.35627729550103e-08
"ReachEffic2",20660.498107,62.6075700212121,37.3334776629777,1393.78855441205,0,35.24272075,71.54937,100,100,-0.61963582141454,1.92793324328219,3.32762678004633e-18,NA
"Broker2",27156.5,81.796686746988,576.123877420477,331918.722134004,0,0,0,4.5,9355,13.3266990266662,206.333797363388,1.82030985784522e-36,0
"nBroker2",57.896516,0.246368153191489,0.190042848545648,0.036116284283344,0,0,0.283333,0.416667,0.5,-0.251758514120638,1.48031242957054,6.44172121562728e-15,NA
"EgoBetween2",11924.86404,35.9182651807229,404.50509189369,163624.369367922,0,0,0,0,7154.932617,16.6210071435199,291.021862678979,2.60965212787105e-37,0
"nEgoBetween2",1384.174249,5.89010318723404,15.1902658814345,230.744177548673,0,0,0,1.547619,100,3.51553740630785,17.254500839385,2.90909170683372e-26,NA
"Size3",1656,4.98795180722892,6.24571195674385,39.008917846613,0,1,3,6.25,53,3.40071059160263,20.4257064234865,2.03276337860432e-24,2.31104024805973e-12
"Ties3",4302,12.9578313253012,24.8734203153274,618.687038182943,0,0,3,15,199,3.5190566397258,18.6071713037912,5.41684741911013e-28,0
"Pairs3",19516,58.7831325301205,217.865201162946,47465.2458777709,0,0,6,33,2756,8.80877194288977,95.6648787319852,2.22019392273432e-34,0
"Density3",9373.838397,32.4354269792388,24.3535240500467,593.094133656204,0,15,33.333332,50,100,0.398209343659932,2.93986361055768,2.17630287756903e-10,NA
"nWeakComp3",375,1.12951807228916,0.878461169809308,0.771694026862738,0,1,1,1,10,3.7627240514972,34.7568933262593,1.0923526337841e-25,0
"pWeakComp3",12058.433369,36.320582436747,33.9672175773286,1153.77186994558,0,10,25,50,100,0.903616183076759,2.5128774715022,2.48357643058386e-18,2.49842369015596e-11
"X2StepReach3",8606.86017,25.9242776204819,20.2912525382886,411.734929572603,0,6.596306,21.372032,44.854881,74.406334,0.24054223211017,1.70708247090629,6.41854754220796e-13,1.68767007513448e-06
"ReachEffic3",18112.601523,54.5560286837349,32.987133629004,1088.15098505777,0,31.67803225,54.515909,85.1973685,100,-0.20802954239658,1.94595922191117,8.33694904317164e-12,0.00214922758158131
"Broker3",7607,22.9126506024096,99.083213934488,9817.48328358752,0,0,2,11,1278.5,9.42535638447622,105.914625533475,4.91088980870741e-35,0
"nBroker3",72.630812,0.251317688581315,0.150217334754723,0.0225652476608124,0,0.166667,0.275,0.35,0.5,-0.486435193228241,2.25897508310344,1.01437318366057e-12,NA
"EgoBetween3",5161.985354,15.5481486566265,121.370232422644,14730.7333183267,0,0,0,0,1603.443604,11.5464352578946,141.961194516574,1.04856512613185e-36,0
"nEgoBetween3",1591.920112,5.5083740899654,11.9538242221452,142.893913533946,0,0,0,3.571429,68.035423,2.67767631324903,10.5439586930456,6.7817510167891e-27,NA
"Degree",3112,9.37349397590361,14.1504312006068,200.234703163106,0,3,5,10,158,5.35021411595528,44.5872208738487,2.84284891266976e-29,0
"OutDegree",1656,4.98795180722892,6.24571195674385,39.008917846613,0,1,3,6.25,53,3.40071059160263,20.4257064234865,2.03276337860432e-24,1.87672100082636e-12
