Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
main\org\apache\tools\ant\taskdefs\PathConvert.java-->PathConvert,5,4,20,20,,,2,40,54.501217,50.111858,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,,,2,40,54.501217,50.111858,8,0.4,0,0,5,1.216545,0.002119,5,0,1.216545,0,0.2,10,0.056841,8.038466,116.913498,16.467825,169332,160729,0.242718,0.25571,12.366667,1,0.030016,0.002427,0,0,0.00809,3.5,0.7,0.210343,0.000569,0.025296,ant,1.4,org.apache.tools.ant.taskdefs.PathConvert,14,3,0,8,41,33,1,8,10,0.760683761,385,1,2,0.74,0.357142857,1,1,25.85714286,4,1.5714,0,0
main\org\apache\tools\ant\taskdefs\Untar.java-->Untar,5,4,20,20,,,2,40,54.501217,65.497078,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,,,2,40,54.501217,65.497078,8,0.4,0,0,5,1.216545,0.002119,5,0,1.216545,0,0.2,10,0.04111,5.813859,99.390701,13.999655,169332,159504,0.242718,0.257674,13.2,1,0.032039,0.002427,0,0,1.02617,3.6,0.72,0.272115,0.010103,0.161713,ant,1.4,org.apache.tools.ant.taskdefs.Untar,5,3,0,9,43,0,0,9,5,0.666666667,276,1,0,0.902439024,0.533333333,2,3,53.6,1,0.8,0,0
main\org\apache\tools\ant\taskdefs\PumpStreamHandler.java-->PumpStreamHandler,8,11,56,19.642857,,,2,25,14.355231,49.57983,22.5,0.401786,7,12.5,7,11,42,26.190475,,,1,14.285714,14.111922,49.152542,15.5,0.369048,0,0,1,0,0,,0,0,1,100,0.243309,,0,,0,,8,1.946472,0.00339,1,7,0.243309,1.703163,0.196429,28,0.027866,3.940782,1.000032,0.140859,134925,168921,0.304614,0.243309,2,39.833336,0.004854,0.096683,84,0.049849,0.439668,5.25,0.65625,0.180066,0.031778,0.181242,ant,1.4,org.apache.tools.ant.taskdefs.PumpStreamHandler,13,1,1,8,20,46,6,2,8,0.666666667,111,1,0,0,0.615384615,0,0,7.230769231,1,0.7692,0,0
main\org\apache\tools\ant\taskdefs\Copydir.java-->Copydir,4,4,12,33.333332,,,1,25,54.257908,56.743004,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,54.257908,56.743004,4,0.333333,0,0,4,0.973236,0.001695,4,0,0.973236,0,0.333333,6,0.049119,6.946419,117.797752,16.592375,169332,161147,0.242718,0.255047,10.533334,1,0.025566,0.002427,0,0,0.006531,2.25,0.5625,0.269484,0.000066,0.038213,ant,1.4,org.apache.tools.ant.taskdefs.Copydir,8,4,0,7,35,4,0,7,7,0.714285714,265,1,0,0.917647059,0.46875,3,3,31.375,5,1.375,0,0
main\org\apache\tools\tar\TarEntry.java-->TarEntry,5,2,20,10,,,3,60,2.919708,63.157894,9,0.45,4,20,4,2,12,16.666666,,,2,50,2.676399,61.111111,5,0.416667,0,0,1,0,0,,0,0,1,100,0.243309,,0,,0,,5,1.216545,0.002119,1,4,0.243309,0.973236,0.1,10,0.00435,0.615233,1.000128,0.140873,167688,168921,0.245098,0.243309,2,5,0.004854,0.012136,4,0.002374,0.44126,4.2,0.84,0.292067,0.013168,0.201905,ant,1.4,org.apache.tools.tar.TarEntry,31,1,0,6,65,243,4,2,30,0.726666667,747,1,0,0,0.182795699,1,1,22.61290323,4,1.1613,0,0
main\org\apache\tools\tar\TarOutputStream.java-->TarOutputStream,3,1,6,16.666666,,,2,66.666664,2.676399,78.571426,2.5,0.416667,1,16.666666,1,0,0,,0,0,1,100,1.703163,100,0,,0,,2,0,2,0,,,2,100,1.459854,85.714287,1,0.5,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0.166667,3,0.00242,0.342252,2.499942,0.352129,168921,168100,0.243309,0.244497,3.5,2,0.008495,0.004854,1,0.000593,0.230709,2.333333,0.777778,0.416236,0.01017,0.114286,ant,1.4,org.apache.tools.tar.TarOutputStream,15,3,0,3,37,41,1,2,14,0.696428571,437,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0,0
main\org\apache\tools\ant\taskdefs\JikesOutputParser.java-->JikesOutputParser,2,0,2,0,,,2,100,33.090023,98.550728,1,0.5,1,50,1,0,0,,0,0,1,100,0.973236,100,0,,0,,1,0,0,,0,0,1,100,32.603405,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0,1,0.017663,2.497941,41.77243,5.883846,168921,162796,0.243309,0.252463,6.683333,2,0.016222,0.004854,3.5,0.002077,0.006585,2,1,0.5,0,0,ant,1.4,org.apache.tools.ant.taskdefs.JikesOutputParser,12,1,0,3,21,44,1,2,5,0.805194805,147,1,1,0,0.261904762,0,0,10.66666667,4,1.25,0,0
main\org\apache\tools\ant\taskdefs\compilers\Sj.java-->Sj,3,2,6,33.333332,,,1,33.333332,38.686131,77.560974,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,38.686131,77.560974,2,0.333333,0,0,3,0.729927,0.001271,3,0,0.729927,0,0.333333,3,0.028014,3.961789,236.039352,33.247269,169332,155414,0.242718,0.264455,15.783331,1,0.038309,0.002427,0,0,0.000764,1.833333,0.611111,0.363339,0.00025,0.043967,ant,1.4,org.apache.tools.ant.taskdefs.compilers.Sj,2,2,0,6,9,1,1,5,2,2,33,0,0,0.958333333,1,0,0,15.5,1,0.5,0,0
main\org\apache\tools\ant\taskdefs\Filter.java-->Filter,2,1,2,50,,,1,50,53.284672,67.177917,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,53.284672,67.177917,0.5,0.25,0,0,2,0.486618,0.000847,2,0,0.486618,0,0.5,1,0.038013,5.37579,43.272533,6.095143,169332,162795,0.242718,0.252465,7.183333,1,0.017435,0.002427,0,0,0,1.25,0.625,0.506328,0.000004,0.006308,ant,1.4,org.apache.tools.ant.taskdefs.Filter,6,3,0,6,16,5,0,6,5,0.733333333,95,1,0,0.880952381,0.5,0,0,14.33333333,1,0.8333,0,0
main\org\apache\tools\ant\taskdefs\ExecuteOn.java-->ExecuteOn,11,20,110,18.181818,,,1,9.090909,55.231144,41.048824,45,0.409091,3.833333,3.484848,1,0,0,,0,0,1,100,1.703163,100,0,,0,,10,15,90,16.666666,,,1,10,55.231144,41.575092,37.5,0.416667,0,0,11,2.676399,0.004661,10,1,2.43309,0.243309,0.181818,55,0.079302,11.214981,334.813141,47.16003,168921,155394,0.243309,0.264489,21.166666,2,0.051375,0.004854,8,0.004747,0.057172,7.545455,0.68595,0.123945,0.011264,0.159857,ant,1.4,org.apache.tools.ant.taskdefs.ExecuteOn,15,4,2,18,55,37,2,16,9,0.728571429,730,1,4,0.846153846,0.193333333,3,7,47,12,2.4667,1,1
