Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
java\org\apache\lucene\index\DocInverterPerThread.java,13,23,156,14.743589,,,1,7.692307,17.726397,52.272728,66.5,0.426282,58.833332,37.713676,7,5,42,11.904762,,,3,42.857143,7.129095,59.677418,18.5,0.440476,20,47.619049,10,17,90,18.888889,,,1,10,17.148363,59.731544,36.5,0.405556,32,35.555557,13,2.504817,0.002571,10,7,1.926782,1.348748,0.147436,78,0.00542,0.766554,1.448177,0.278607,117942,191304,0.440047,0.271296,59.39999,72.251595,0.114231,0.138945,1359.950806,0.505855,0.333171,11,0.846154,0.169459,0.124716,0.363234,lucene,2.4,org.apache.lucene.index.DocInverterPerThread,5,2,0,19,18,0,8,15,4,0.785714286,84,0,7,0.5,0.4,0,0,14.4,3,1.2,1,1
java\org\apache\lucene\search\FuzzyQuery.java,13,30,156,19.23077,,,2,15.384615,35.83815,43.559719,63,0.403846,21,13.461538,4,2,12,16.666666,,,2,50,11.368015,64.130432,5,0.416667,0,0,9,15,72,20.833334,,,2,22.222221,31.791908,49.253731,28.5,0.395833,0,0,13,2.504817,0.002571,9,4,1.734104,0.770713,0.192308,78,0.030623,4.330725,35.94685,6.915623,254339,189144,0.204058,0.274394,38.683708,17.5,0.074392,0.033654,94.630554,0.035199,0.212695,8.923077,0.686391,0.122082,0.02179,0.243053,lucene,2.4,org.apache.lucene.search.FuzzyQuery,10,3,0,13,41,7,1,12,9,0.638888889,286,0.5,0,0.72,0.285714286,2,6,27.2,6,1.4,3,1
java\org\apache\lucene\search\QueryTermVector.java,4,2,12,16.666666,,,2,50,11.560694,68.181816,5,0.416667,3,25,1,0,0,,0,0,1,100,0.385356,100,0,,0,,3,2,6,33.333332,,,1,33.333332,11.175337,67.441864,2,0.333333,0,0,4,0.770713,0.000791,3,1,0.578035,0.192678,0.166667,6,0.002424,0.342779,-1.759548,-0.33851,269361,267287,0.192678,0.194173,5,2,0.009615,0.003846,5,0.00186,0.056929,3,0.75,0.26886,0.000765,0.036758,lucene,2.4,org.apache.lucene.search.QueryTermVector,10,1,0,4,38,0,0,4,9,0.388888889,287,1,0,0,0.34,0,0,27.5,5,1.6,0,0
java\org\apache\lucene\index\ReadOnlySegmentReader.java,2,0,2,0,,,2,100,2.312139,85.714287,1,0.5,1,50,1,0,0,,0,0,1,100,0.963391,100,0,,0,,1,0,0,,0,0,1,100,1.734104,100,0,,0,,2,0.385356,0.000396,1,1,0.192678,0.192678,0,1,0.001041,0.147249,-1.346859,-0.259115,117549,265223,0.441518,0.195684,5.083333,64.08667,0.009776,0.123244,0.5,0.000186,0.000434,2,1,0.5,0,0,lucene,2.4,org.apache.lucene.index.ReadOnlySegmentReader,4,4,0,3,7,6,2,2,1,2,26,0,0,0.98125,0.5,2,3,5.5,3,1.25,0,0
java\org\apache\lucene\index\DirectoryIndexReader.java,12,27,132,20.454546,,,2,16.666666,35.83815,52.247192,52.5,0.397727,15.083333,11.426767,4,7,12,58.333332,,,1,25,27.360308,76.75676,2.5,0.208333,0,0,9,13,72,18.055555,,,2,22.222221,33.911369,59.863945,29.5,0.409722,3,4.166667,12,2.312139,0.002373,9,4,1.734104,0.770713,0.204545,66,0.023554,3.331039,-15.794512,-3.038622,117315,191418,0.442399,0.271134,49.769081,115.850052,0.09571,0.222789,10445.97754,3.885545,0.12441,8.192307,0.682692,0.133074,0.070915,0.214536,lucene,2.4,org.apache.lucene.index.DirectoryIndexReader,25,2,2,20,82,160,5,18,8,0.881944444,596,0.833333333,5,0.768421053,0.197916667,2,8,22.36,3,1.08,10,1
java\org\apache\lucene\index\DocFieldConsumerPerThread.java,7,12,42,28.571428,,,1,14.285714,11.368015,57.843136,15,0.357143,2.5,5.952381,4,5,12,41.666668,,,1,25,3.27553,56.666668,3.5,0.291667,0,0,3,0,6,0,,,3,100,11.368015,81.944443,3,0.5,0,0,7,1.348748,0.001384,3,4,0.578035,0.770713,0.285714,21,0.003709,0.524546,0.786647,0.151339,118224,191338,0.438997,0.271248,52.38332,58.929604,0.100737,0.113326,50.765511,0.018883,0.075927,5,0.714286,0.284102,0.059639,0.372329,lucene,2.4,org.apache.lucene.index.DocFieldConsumerPerThread,5,1,3,13,6,10,10,3,0,2,8,0,0,0,0.6,0,0,0.6,1,0.8,0,0
java\org\apache\lucene\index\FieldsWriter.java,11,21,110,19.09091,,,1,9.090909,42.58189,57.402596,44.5,0.404545,15.416667,14.015152,4,5,12,41.666668,,,2,50,5.973025,73.809525,3.5,0.291667,0,0,7,9,42,21.428572,,,1,14.285714,40.655106,61.516033,16.5,0.392857,0,0,11,2.119461,0.002176,7,4,1.348748,0.770713,0.190909,55,0.021263,3.00702,-19.322561,-3.717364,117292,255917,0.442485,0.2028,14.666666,80.50164,0.028205,0.154811,76.163094,0.02833,0.251376,7.954545,0.72314,0.146441,0.016096,0.257091,lucene,2.4,org.apache.lucene.index.FieldsWriter,13,1,0,13,61,0,4,9,0,0.881944444,553,0.333333333,3,0,0.179487179,0,0,40.61538462,4,1,1,1
java\org\apache\lucene\index\SegmentTermPositions.java,3,4,6,66.666664,,,1,33.333332,11.94605,72.093025,1,0.166667,0,0,1,0,0,,0,0,1,100,6.936416,100,0,,0,,3,4,6,66.666664,,,1,33.333332,11.94605,72.093025,1,0.166667,0,0,3,0.578035,0.000593,3,1,0.578035,0.192678,0.666667,3,0.003952,0.558837,5.72629,1.10165,117774,191548,0.440675,0.27095,42.053173,82.18499,0.080871,0.158048,0,0,0,1.25,0.416667,0.444683,0.187415,0.096324,lucene,2.4,org.apache.lucene.index.SegmentTermPositions,17,2,0,6,34,34,1,6,7,0.722222222,323,0.777777778,1,0.444444444,0.173611111,1,2,17.47058824,3,1,3,1
java\org\apache\lucene\index\MultipleTermPositions.java,4,3,12,25,,,2,50,35.067436,65.703972,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,,,2,50,35.067436,65.703972,4.5,0.375,0,0,4,0.770713,0.000791,4,0,0.770713,0,0.25,6,0.016354,2.312795,-6.921763,-1.331641,269880,191115,0.192308,0.271564,37.747208,1,0.072591,0.001923,0,0,0.043469,2.75,0.6875,0.265433,0.000689,0.030157,lucene,2.4,org.apache.lucene.index.MultipleTermPositions,13,1,0,8,36,58,1,7,13,0.791666667,191,1,2,0,0.201923077,0,0,13.38461538,1,0.9231,0,0
java\org\apache\lucene\index\IntBlockPool.java,3,4,6,66.666664,,,1,33.333332,11.368015,68.604652,1,0.166667,0,0,2,2,2,100,1,1,1,50,4.431599,67.647057,0,0,0,0,1,0,0,,0,0,1,100,10.019268,100,0,,0,,3,0.578035,0.000593,1,2,0.192678,0.385356,0.666667,3,0.002754,0.389476,-1.213034,-0.233369,118240,191343,0.438938,0.271241,50.966652,57.129604,0.098013,0.109865,0,0,0,1.666667,0.555556,0.413912,0.000152,0.114286,lucene,2.4,org.apache.lucene.index.IntBlockPool,3,1,0,3,7,0,2,1,3,0.142857143,125,0.142857143,1,0,0.555555556,0,0,38.33333333,3,1.6667,0,0
