Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
main\org\apache\tools\ant\taskdefs\War.java-->War,6,12,30,40,,,1,16.666666,50.951683,62.365593,9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,30,40,,,1,16.666666,50.951683,62.365593,9,0.3,0,0,6,0.878477,0.001468,6,0,0.878477,0,0.4,15,0.040099,5.670886,31.946737,11.584817,467172,408631,0.146199,0.167143,33.351215,1,0.048759,0.001462,0,0,0.004216,2.25,0.375,0.242493,0.001782,0.205264,ant,1.5,org.apache.tools.ant.taskdefs.War,9,6,0,9,34,28,0,9,6,0.8125,166,1,0,0.950617284,0.4,4,9,17.22222222,2,1,1,1
main\org\apache\tools\ant\taskdefs\Copydir.java-->Copydir,4,4,12,33.333332,,,1,25,52.415813,62.478184,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,52.415813,62.478184,4,0.333333,0,0,4,0.585652,0.000978,4,0,0.585652,0,0.333333,6,0.038008,5.375163,23.216774,8.419078,467172,418835,0.146199,0.163071,28.50119,1,0.041668,0.001462,0,0,0.003025,2.25,0.5625,0.26251,0.000005,0.024713,ant,1.5,org.apache.tools.ant.taskdefs.Copydir,8,4,0,7,37,4,0,7,7,0.714285714,277,1,0,0.917647059,0.46875,4,4,32.875,5,1.375,0,0
main\org\apache\tools\ant\taskdefs\LoadProperties.java-->LoadProperties,4,3,12,25,,,2,50,46.998535,94.970413,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,,,2,50,46.998535,94.970413,4.5,0.375,0,0,4,0.585652,0.000978,4,0,0.585652,0,0.25,6,0.02161,3.056067,18.294815,6.634233,467172,437873,0.146199,0.155981,20.516668,1,0.029995,0.001462,0,0,0.2632,2.75,0.6875,0.287365,0.003301,0.070898,ant,1.5,org.apache.tools.ant.taskdefs.LoadProperties,4,3,0,8,39,0,0,8,4,0.333333333,200,1,0,0.925,0.5,1,1,48.5,1,0.75,0,0
main\org\apache\tools\ant\taskdefs\cvslib\ChangeLogTask.java-->ChangeLogTask,13,18,156,11.538462,,,1,7.692307,53.147877,43.111637,69,0.442308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,156,11.538462,,,1,7.692307,53.147877,43.111637,69,0.442308,0,0,13,1.903368,0.00318,13,0,1.903368,0,0.115385,78,0.06233,8.814795,30.355379,11.007744,467172,422241,0.146199,0.161756,30.901196,1,0.045177,0.001462,0,0,1.004839,10.346153,0.795858,0.115484,0.032899,0.20073,ant,1.5,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,15,3,0,16,77,69,0,16,10,0.826530612,504,1,0,0.725490196,0.233333333,1,1,32.13333333,6,1.4,0,0
main\org\apache\tools\tar\TarOutputStream.java-->TarOutputStream,3,1,6,16.666666,,,2,66.666664,1.756955,80,2.5,0.416667,1,16.666666,1,0,0,,0,0,1,100,1.171303,100,0,,0,,2,0,2,0,,,2,100,0.878477,85.714287,1,0.5,0,0,3,0.439239,0.000734,2,1,0.292826,0.146413,0.166667,3,0.001623,0.229466,2.214999,0.803223,466489,465124,0.146413,0.146843,3.5,2,0.005117,0.002924,1,0.000215,0.142234,2.333333,0.777778,0.411736,0.009936,0.108333,ant,1.5,org.apache.tools.tar.TarOutputStream,15,3,0,3,37,41,1,2,14,0.696428571,437,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0,0
main\org\apache\tools\ant\taskdefs\SignJar.java-->SignJar,7,7,42,16.666666,,,2,28.571428,52.562225,54.147812,17.5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,42,16.666666,,,2,28.571428,52.562225,54.147812,17.5,0.416667,0,0,7,1.02489,0.001712,7,0,1.02489,0,0.166667,21,0.047283,6.686841,22.170845,8.039794,467172,425658,0.146199,0.160457,25.234524,1,0.036893,0.001462,0,0,0.025246,5.142857,0.734694,0.154133,0.001118,0.038156,ant,1.5,org.apache.tools.ant.taskdefs.SignJar,18,3,0,10,56,119,0,10,15,0.882352941,460,1,0,0.685185185,0.377777778,0,0,23.83333333,13,2,0,0
main\org\apache\tools\ant\taskdefs\condition\And.java-->And,1,0,0,,0,0,1,100,2.489019,100,0,,0,,1,0,0,,0,0,1,100,2.489019,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146413,0.000245,0,1,0,0.146413,,0,0.000617,0.087248,0.000002,0.000001,464443,467172,0.147058,0.146199,1,3.5,0.001462,0.005117,0,0,0,1,1,1,1,0,ant,1.5,org.apache.tools.ant.taskdefs.condition.And,2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,0,0
main\org\apache\tools\ant\taskdefs\ExecuteOn.java-->ExecuteOn,12,22,132,16.666666,,,1,8.333333,51.976574,43.719212,55,0.416667,3.833333,2.90404,1,0,0,,0,0,1,100,1.464129,100,0,,0,,11,16,110,14.545455,,,1,9.090909,51.976574,44.264339,47,0.427273,0,0,12,1.756955,0.002935,11,1,1.610542,0.146413,0.166667,66,0.063746,9.015034,36.370766,13.189098,466489,423592,0.146413,0.16124,30.03454,2,0.04391,0.002924,19.238094,0.00413,0.031393,8.5,0.708333,0.106342,0.005941,0.125494,ant,1.5,org.apache.tools.ant.taskdefs.ExecuteOn,16,4,2,19,56,48,2,17,10,0.745454545,757,1,4,0.836956522,0.19375,3,7,45.625,14,2.5,0,0
main\org\apache\tools\ant\taskdefs\Echo.java-->Echo,3,2,6,33.333332,,,1,33.333332,49.633968,66.996048,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,49.633968,66.996048,2,0.333333,0,0,3,0.439239,0.000734,3,0,0.439239,0,0.333333,3,0.032327,4.571724,6.639061,2.407517,467172,432577,0.146199,0.157891,13.949998,1,0.020395,0.001462,0,0,0.000691,1.833333,0.611111,0.342593,0.000386,0.013687,ant,1.5,org.apache.tools.ant.taskdefs.Echo,7,3,0,7,21,0,0,7,7,0.625,144,1,0,0.860465116,0.342857143,1,1,19,5,1.4286,0,0
main\org\apache\tools\ant\taskdefs\Parallel.java-->Parallel,2,1,2,50,,,1,50,49.341141,71.549896,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,49.341141,71.549896,0.5,0.25,0,0,2,0.292826,0.000489,2,0,0.292826,0,0.5,1,0.029438,4.16315,5.377806,1.950149,467172,433260,0.146199,0.157642,12.949998,1,0.018933,0.001462,0,0,0,1.25,0.625,0.504622,0.000005,0.00461,ant,1.5,org.apache.tools.ant.taskdefs.Parallel,3,3,0,6,21,0,1,6,3,0,146,1,0,0.948717949,0.666666667,0,0,47.33333333,1,0.6667,0,0
