"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",1000,8.7719298245614,16.8213071202558,282.95637323397,0,2,5,8,139,5.68289740462135,40.0676514654375,2.05256388453702e-19,3.24723858913245e-09
"Ties",1542,13.5263157894737,31.2772954849863,978.269212855147,0,0,4,12,265,5.35772575569458,39.2928365804026,4.83532007674135e-19,3.07693870382764e-11
"Pairs",39746,348.649122807018,2017.17197104051,4068982.76075144,0,2,20,56,19182,8.17728432814789,72.3301673226655,1.13309668493787e-22,0
"Density",1862.627866,17.9098833269231,13.5328082020983,183.136897834779,0,7.2402595,16.8498165,25,50,0.393248662007913,2.49934083304133,0.000192946860045886,NA
"nWeakComp",202,1.7719298245614,3.08015367884418,9.48734668529731,0,1,1,2,26,6.834985081922,50.7967546389495,2.22023743169764e-21,9.32587340685131e-14
"pWeakComp",4495.778595,39.4366543421053,35.2288678728452,1241.07313160238,0,12.9464285,25,59.28571425,100,0.873946401822904,2.20691602631821,3.38585817275313e-11,1.67048470565145e-05
"X2StepReach",3952.500005,34.6710526754386,15.9571426329014,254.63040100676,0,31.041667,43.1944445,44.166668,60.555557,-1.26942057780982,3.14980921416951,7.3474445163245e-13,2.80598786428499e-08
"ReachEffic",7053.517177,61.8729576929825,23.1206124777383,534.562721345749,0,51.78329825,62.301588,76.9987335,100,-0.387248755585387,3.61506507573426,9.65259924397921e-05,0.288674305448938
"Broker",19102,167.561403508772,994.936590544891,989898.819205092,0,1,6.75,24.875,9458.5,8.19011394112579,72.4384080299194,1.02807264322029e-22,0
"nBroker",40.186859,0.386412105769231,0.10855333755249,0.0117838270937848,0,0.35,0.4,0.45013725,0.5,-2.0808963617893,8.22136284387227,3.12942694688048e-11,NA
"EgoBetween",1139.749989,9.99780692105263,39.5678007423385,1565.6108555854,0,0,0,2.5,362.166656,6.95911167927308,58.2013743432214,2.17168450467908e-21,3.33066907387547e-16
"nEgoBetween",480.671351,4.62183991346154,8.1945917295839,67.1513336145649,0,0,0,7.777778,50,2.5614861908485,11.7648430598163,8.92407291355347e-15,NA
"Size2",623,5.46491228070175,16.7908423337075,281.932386275423,0,0,1,3,138,5.95954283617369,42.7987836096102,1.84538785976066e-20,7.7937656328686e-14
"Ties2",623,5.46491228070175,27.1916110907216,739.383713709051,0,0,0,0.75,262,7.95936038977093,72.351265527365,3.73252166307142e-22,0
"Pairs2",34640,303.859649122807,1969.48745354847,3878880.82968483,0,0,0,6,18906,8.33863250852864,74.9620487845138,7.65512843106716e-23,0
"Density2",472.044472,4.76812597979798,12.5586957213036,157.720838220289,0,0,0,1.387346,50,2.97069217636899,10.630677891935,6.96065609161061e-18,NA
"nWeakComp2",242,2.12280701754386,4.33781550764407,18.8166433783574,0,0,1,2,27,3.51964252115663,16.9625875141991,1.8912221855615e-17,3.75989583911718e-09
"pWeakComp2",4405.196172,38.6420716842105,44.4064217443171,1971.93029213416,0,0,7.1969695,100,100,0.481914479082515,1.40142983175609,2.0554515733445e-13,2.90632418131764e-08
"X2StepReach2",654.166668,5.73830410526316,11.0970184504356,123.143818489308,0,0,0.972222,4.9305555,60.555557,2.81793254152542,11.3932652760293,1.64334114948912e-16,2.1703561170483e-09
"ReachEffic2",4261.998551,37.3859522017544,39.6796408622139,1574.47389895428,0,0,32.311477,72.98513,100,0.402516576856235,1.56361015854414,2.70310990956972e-11,2.28532026635975e-09
"Broker2",17008.5,149.197368421053,971.499189553315,943810.675302748,0,0,0,3,9322,8.33755084049911,74.9055240361805,7.50438072152311e-23,0
"nBroker2",20.139777,0.203432090909091,0.231132642392079,0.0534222983791447,0,0,0,0.485242,0.5,0.323563661017318,1.20174186782925,4.69568489233443e-13,NA
"EgoBetween2",93.833333,0.823099412280702,8.5706126223576,73.4554007225155,0,0,0,0,91.5,10.5257921051036,111.863275550398,1.36408838739749e-23,0
