"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",2587,9.83650190114068,24.1711430989303,584.244158708966,0,3,5,8,306,8.56715932693567,94.4233908017038,2.25765182404809e-30,0
"Ties",4516,17.171102661597,63.3635849252631,4014.94389458102,0,1,3,10,833,9.33420623396105,110.295026145858,2.68787153974529e-31,0
"Pairs",175932,668.942965779468,6039.98302855929,36481394.9852843,0,6,20,56,93330,14.1466662520176,213.650781299263,1.17544597107982e-33,0
"Density",4627.978031,18.6612017379032,15.2902811385499,233.792697295896,0,6.56579925,16.666666,26.69642825,50,0.652645290815557,2.5566359240069,3.65288491240146e-11,NA
"nWeakComp",528,2.00760456273764,2.49425660181632,6.22131599570429,0,1,1,2,26,5.72242335274384,44.7577650278421,7.71114192560931e-28,0
"pWeakComp",11053.424083,42.0282284524715,32.89498516298,1082.08004887267,0,16.666666,33.333332,60,100,0.703305123089678,2.2077237603677,2.75296747773084e-14,1.13711216571666e-05
"X2StepReach",8446.412879,32.1156383231939,22.0014505154353,484.06382478315,0,5.56369,45.387993,50.366032,78.477303,-0.387253040804487,1.43598186843023,2.76376882651532e-17,1.11022302462516e-16
"ReachEffic",17485.948018,66.486494365019,22.8342728564005,521.404016880548,0,53.521126,67.567566,80.871674,100,-0.697467124957486,3.84041878218978,8.23961288411817e-09,0.141228001765778
"Broker",85708,325.885931558935,2990.92393533148,8945625.98693873,0,1.5,6.5,23.75,46248.5,14.1767511385041,214.335134941609,1.12783080921395e-33,0
"nBroker",95.86011,0.386532701612903,0.108538391790916,0.0117805824925584,0,0.345238,0.416667,0.4515695,0.5,-1.82321022182837,7.05366395555044,1.39832526225713e-16,NA
"EgoBetween",4807.585757,18.2797937528517,83.1358821420533,6911.57489953738,0,0,1,5,835.476196,7.38691924492561,62.5629191741799,9.52363450002861e-32,0
"nEgoBetween",2393.437794,9.65095884677419,13.1703604949784,173.458395567689,0,0,3.0828085,16.666666,50,1.5900781704808,5.06048291449046,4.31464061808818e-19,NA
"Size2",1691,6.42965779467681,23.9656599641244,574.352857516036,0,0,1,3,305,8.96067789792605,100.677755277922,2.75044305224225e-31,0
"Ties2",1960,7.45247148288973,54.7075205867891,2992.91280875395,0,0,0,1,827,13.2137961928462,194.082390343553,2.97053393534792e-33,0
"Pairs2",159662,607.079847908745,5979.75704187549,35757494.2798595,0,0,0,6,92720,14.290473281918,217.011229832363,9.52658954110967e-34,0
"Density2",1190.287064,5.72253396153846,12.8141930638654,164.203543878015,0,0,0,2.41832425,50,2.49873806247185,8.2201216207799,9.1835020419103e-24,NA
"nWeakComp2",653,2.4828897338403,5.30723005476559,28.1666908542072,0,0,1,2,55,5.53114966286727,44.0891451117219,7.44962134555329e-28,0
"pWeakComp2",14046.66944,53.4093895057034,44.6220368507473,1991.12617270945,0,0,50,100,100,-0.117486635893401,1.213423309315,2.09946842697563e-19,1.11022302462516e-16
"X2StepReach2",1251.537338,4.7586971026616,9.71037218756344,94.2913280210056,0,0,1.756955,3.8799415,78.477303,3.99218212490984,22.5860543244227,2.20654536160096e-26,0
"ReachEffic2",13947.332448,53.0316823117871,40.8214461348147,1666.39046453758,0,0,65,94.562649,100,-0.249558774623011,1.42521495983423,7.87241130977092e-17,1.01399999508089e-11
"Broker2",78851,299.813688212928,2963.1077547569,8780007.56630047,0,0,0,3,45946.5,14.2943656154665,217.071667070873,9.43555467174812e-34,0
"nBroker2",56.048566,0.269464259615385,0.230159788166085,0.0529735280886569,0,0,0.392857,0.5,0.5,-0.230854676415941,1.17317689349796,2.05241613780614e-18,NA
"EgoBetween2",1362.333333,5.17997465019011,51.0691577815285,2608.05887651466,0,0,0,0,629,10.9458875497257,124.573252555228,1.00938812903108e-33,0
"nEgoBetween2",401.549621,1.93052702403846,9.94697493216109,98.9423103010412,0,0,0,0,93.333336,6.24770587924962,46.1698533721949,5.41687254186826e-29,NA
"Size3",924,3.51330798479087,3.50229119229441,12.266043595623,0,1,3,5,21,1.7308823087092,6.85742519584451,5.23531903797464e-16,2.4934977555624e-05
"Ties3",923,3.50950570342205,5.35307796018964,28.6554436478681,0,0,1,5,28,2.11187394165342,7.45518001951501,1.92058331210697e-21,4.06341627012807e-14
"Pairs3",5536,21.0494296577947,47.0954187094024,2217.97846341393,0,0,6,20,420,4.51131945698008,29.1917420857824,3.6869376760124e-27,0
"Density3",4613.543966,21.066410803653,18.6214892088559,346.759860355536,0,0,18.181818,33.333332,100,0.614620939330663,3.09859598250617,2.07325149283138e-11,NA
"nWeakComp3",346,1.31558935361217,1.53683287351214,2.3618552811076,0,1,1,2,15,5.70682081006321,46.1125101901116,7.78638248045184e-27,2.22044604925031e-16
"pWeakComp3",11733.269268,44.6131911330798,36.3975837681046,1324.78410415619,0,14.285714,33.333332,75.7352945,100,0.445735877496632,1.78837102009772,1.53455378737107e-14,1.96799613494392e-07
"X2StepReach3",7879.794987,29.9611976692015,22.4501319252224,504.00842345989,0,2.342606,44.802341,49.633968,56.661785,-0.365401310298283,1.29772974550153,6.93160106825929e-19,0
"ReachEffic3",16379.428336,62.7564304061303,32.8107341794745,1076.54427739613,0,51.906158,69.230766,90.056816,100,-0.837588371729336,2.66607976081686,5.17075225214711e-15,NA
"Broker3",2306.5,8.76996197718631,21.7393329725213,472.598598090152,0,0,1.5,7,203.5,5.05155403897891,35.32957407971,4.18467404630049e-28,0
"nBroker3",64.432279,0.294211319634703,0.166523899284394,0.027730209032879,0,0.25,0.333333,0.416667,0.5,-0.816784788096602,2.36517210737404,2.56742754702617e-14,NA
"EgoBetween3",166.5,0.633079847908745,5.96661903999318,35.6005427684091,0,0,0,0,91,13.6820956209057,203.185460143685,1.18616490851492e-33,0
"nEgoBetween3",303.217787,1.38455610502283,6.85675985387934,47.0151556937714,0,0,0,0,50,5.42109165084075,32.5494612795486,1.61890388033088e-29,NA
"Degree",2587,9.83650190114068,24.1711430989303,584.244158708966,0,3,5,8,306,8.56715932693567,94.4233908017038,2.25765182404809e-30,0
"OutDegree",924,3.51330798479087,3.50229119229441,12.266043595623,0,1,3,5,21,1.7308823087092,6.85742519584451,5.23531903797464e-16,2.7259743360819e-05
"InDegree",1691,6.42965779467681,23.9656599641244,574.352857516036,0,0,1,3,305,8.96067789792605,100.677755277922,2.75044305224225e-31,0
"Clus.Coef",46.279786,0.194452882352941,0.151111290944671,0.022834622250965,0,0.089569,0.166667,0.2964285,0.5,0.628223239902712,2.54816638500085,2.46882300675603e-10,NA
"Eigenvec",8.22519,0.0312744866920152,0.0435970217047631,0.00190070030152559,0,0.0041215,0.025733,0.039763,0.473337,5.43993403593576,47.5630171673085,5.68070042257611e-25,3.38284955603285e-13
"Power",2705.941675,10.2887516159696,11.6323401428888,135.311337199861,-4.2e-05,1.215014,5.377808,15.6250435,67.269768,1.67073315200294,6.1051226945537,5.53863317119523e-17,1.63130186026095e-08
"inCloseness",50.94717,0.193715475285171,0.094959241088588,0.00901725746812057,0.146199,0.146199,0.147058,0.157454,0.515565,1.75225825828031,4.35360319850368,6.01114004976191e-26,0
"outCloseness",40.702189,0.154761174904943,0.0063379484519818,4.01695905799785e-05,0.146199,0.146627,0.15572,0.1583975,0.167147,-0.0967688816799784,1.9804668724672,9.51016754843122e-14,7.89701637415874e-12
"OutdwReach",3620.825861,13.7673987110266,10.1433345303584,102.88723539476,1,2.5,12.950001,20.571825,40.459526,0.419788073401898,2.4150206449456,6.65766929271366e-10,0.000176512032638909
"IndwReach",7862.292796,29.8946494144487,53.9480382126677,2910.39082699545,1,1,3.833333,23.333334,394.500061,2.69529520394618,12.6401383142556,3.14157354133722e-24,0
"Betweenness",72750.794039,276.618988741445,1321.42375055133,1746160.72852113,0,0,0.333333,43.377817,12369.44238,7.2438215575589,58.8169182358658,6.93817281737177e-32,0
"Betweenness2",119.808184,0.455544425855513,3.28071538592685,10.7630934434571,0,0.000513,0.01943,0.1560255,51.311584,14.442241510226,221.911665901057,2.06964330749554e-33,0
"EffSize",2169.938839,8.25071801901141,23.5228384841702,553.32393035236,0,2,3,5.8348215,301.047394,8.90775452966208,100.204085430245,6.78509764031424e-31,0
"Efficiency",192.690097,0.732661965779468,0.221988191026875,0.0492787569553843,0,0.625,0.75,0.908403,1,-1.19116035644485,5.25714001143502,3.69497936151708e-13,0.00213179155842236
"Constraint",81.807472,0.31105502661597,0.23454136755249,0.0550096530933924,0,0.1503055,0.265631,0.43191,1,1.37029893541018,4.90617243460904,3.21690671599499e-14,0.000167955003214537
"Hierarchy",25.344781,0.100177,0.239857601650884,0.0575316690697143,0,0.001083,0.010754,0.057717,1,3.16875793095814,11.949215237346,2.74956347787001e-27,NA
"Indirects",31.718881,0.12060411026616,0.123141461861133,0.015163819629297,0,0.00461,0.08455,0.197443,0.552527,1.10597089130229,3.73326042092743,5.66733171880368e-14,1.52344022075201e-06
"wmc",2854,10.851711026616,11.5806525825096,134.111514236786,1,4,7,13.5,91,3.27149063213372,18.5624898576857,5.84441805527305e-22,2.80356071691301e-10
"dit",686,2.60836501901141,1.39061960620198,1.93382288915334,1,1,3,3,6,0.432398990030479,2.28559573329945,4.48132829183125e-13,9.71904190782968e-06
"noc",195,0.741444866920152,3.8840141404638,15.0855658433228,0,0,0,0,52,10.1623767888219,123.914851550884,2.91172121457459e-32,0
"cbo",2926,11.1254752851711,18.9391209598349,358.690302731257,0,4,6,12,193,6.37876629787284,52.0702804749604,1.7170338325009e-28,0
"rfc",8845,33.6311787072243,31.3582612862292,983.340550895423,2,13,23,40,213,2.25634306689783,10.5333450599355,1.90883488710549e-18,9.09128851089847e-08
"lcom",21323,81.0760456273764,326.217183305141,106417.65068354,0,0,3,36,3687,8.17765098974439,78.246586013423,2.03933136663797e-31,0
"ca",1475,5.60836501901141,18.5011513564726,342.292601515108,0,0,1,4,192,7.12764571484015,60.4775796384934,8.96798255406676e-31,0
"ce",1541,5.85931558935361,5.43096672147733,29.4953995297942,0,2,4,8,35,1.65500240800162,6.76344599742312,5.07726395743952e-15,1.72720033164708e-06
"npm",2189,8.32319391634981,9.72945643828011,94.6623225843903,0,3,5,10,77,3.87720053809933,23.7271689808384,1.77692758525772e-23,1.02117092559695e-10
"lcom3",223.26453372,0.848914576882129,0.561454201072389,0.315230819901834,0,0.571428571,0.745454545,0.9,2,0.972735738839681,3.32151244742088,2.51617864401099e-16,1.13554721181686e-11
"loc",84574,321.574144486692,447.881528706445,200597.863756422,4,72.5,156,396,4244,4.00936350119177,27.9691965056151,1.25035049265203e-23,1.71085368094737e-13
"dam",197.752739123,0.751911555600761,0.398323216363288,0.158661384693995,0,0.5357142855,1,1,1,-1.19719782934375,2.63363833205817,8.0455497001038e-24,0
"moa",174,0.661596958174905,1.40185554416576,1.96519896670827,0,0,0,1,10,3.47285750638291,18.2960436971646,5.76681191719508e-26,0
"mfa",145.309588616,0.552507941505703,0.39580734725164,0.15666345613838,0,0,0.75,0.880952381,1,-0.513886395148933,1.50434094844085,1.78418461529582e-18,3.77819997510187e-12
"cam",122.618248318,0.466229081057034,0.240112102887193,0.0576538219529102,0.076352068,0.266666667,0.444444444,0.666666667,1,0.645233788033004,2.6191767227019,5.28343348016526e-09,0.00367750743582729
"ic",201,0.76425855513308,1.00263780042859,1.00528255884829,0,0,0,1,4,1.37234359090298,4.42225000895623,1.09136155465246e-19,1.11577413974828e-13
"cbm",342,1.30038022813688,1.96269595897934,3.85217542739384,0,0,0,2,10,1.85237959449445,6.35667393720843,3.96306771127987e-21,5.16253706450698e-14
"amc",7054.117823828,26.8217407750114,24.0836528472531,580.022334467002,2.5,12.166666665,20.92592593,33.04761905,208.6666667,3.23703821572659,19.3033768189257,1.41785918304774e-20,4.41532227346553e-06
"max_cc",1300,4.94296577946768,6.37509002681292,40.6417728499695,0,1,3,6,47,3.02376060479814,14.6420015437144,6.06279798085504e-23,5.90638649100583e-14
"avg_cc",379.4544,1.44279239543726,1.08663866762956,1.18078359398775,0,0.8,1.1429,1.73865,8.4545,2.57547666527039,12.3152643502142,2.1155091864615e-19,2.54391087639583e-07
