"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",1457,8.99382716049383,19.8417643830707,393.695613833295,0,2,5,8,192,6.69925559212271,55.6204684370144,8.98584551887424e-24,5.21804821573824e-15
"Ties",2571,15.8703703703704,50.1688006396999,2516.90855762595,0,1,4,10.75,532,7.71170526434928,73.7572841242628,1.11951410426359e-24,0
"Pairs",75032,463.160493827161,3209.33339746268,10299820.8560693,0,2,20,56,36672,9.93871155247753,106.620732474897,6.23559150243091e-27,0
"Density",3426.159389,23.1497256013514,16.5933354831994,275.338782458004,0,9.839766,20,33.333332,66.666664,0.304838593082971,2.14535061672554,3.75744800571453e-06,NA
"nWeakComp",246,1.51851851851852,1.65398905049521,2.73567977915804,0,1,1,2,14,4.95743536706541,31.6653468502089,1.6527562609076e-22,5.3357318563485e-13
"pWeakComp",5983.305922,36.9339871728395,32.3243046566196,1044.86067153396,0,12.6358695,25,50,100,1.01014755048982,2.72978440822994,1.26969597798378e-12,1.15389303929625e-05
"X2StepReach",6228.46716,38.4473281481481,21.4637030822629,460.69055000354,0,15.75425775,50.364964,54.19708075,73.479317,-0.872462070758204,2.09981009853129,1.19840684544606e-14,1.12953402187088e-09
"ReachEffic",10309.406338,63.6383107283951,24.1963896944663,585.465274246477,0,50.4248025,64.726799,79.61057875,100,-0.541145588322489,3.4701449089021,2.92152913412302e-06,0.468198314444837
"Broker",36230.5,223.645061728395,1581.04053487751,2499689.17292577,0,1,6.5,21.625,18070,9.95389853723502,106.834933921343,5.85592103867317e-27,0
"nBroker",52.8692,0.357224324324324,0.115992402211842,0.0134542373708737,0,0.31250025,0.375,0.43073875,0.5,-1.43683597421052,5.43128166996198,1.3066052119813e-10,NA
"EgoBetween",1752.616689,10.818621537037,38.6986001204295,1497.5816512809,0,0,0,4,344.833344,5.87862375498322,43.0898200576612,1.51631789888717e-24,0
"nEgoBetween",925.168808,6.25114059459459,10.7051914624708,114.601124248158,0,0,0,9.67528975,50,2.41496825437023,9.46493958026284,1.42837889721705e-17,NA
"Size2",934,5.76543209876543,19.7353745548024,389.485008818342,0,0,1,3,191,6.99360388426442,59.1529729419922,1.03398402965838e-24,0
"Ties2",1068,6.59259259259259,43.5527174748935,1896.83919944789,0,0,0,1,527,10.8515059307283,128.040415867025,8.19481807249034e-27,0
"Pairs2",67158,414.555555555556,3152.64688359969,9939182.37267081,0,0,0,6,36290,10.095438724116,109.622445156071,4.65912406234992e-27,0
"Density2",698.111894,5.20979025373134,12.5421512261907,157.305557380636,0,0,0,1.627754,50,2.63882071901249,8.87234538085803,6.93975262540178e-20,NA
"nWeakComp2",359,2.21604938271605,4.81679145779187,23.2014799478568,0,0,1,2,40,4.44652533960644,28.5978879879155,1.27718908901606e-21,8.97060203897126e-14
"pWeakComp2",6889.69095,42.5289564814815,44.8462136831826,2011.18288171768,0,0,25,100,100,0.314687041516741,1.27278442681531,1.11017862141598e-15,2.12158401957652e-10
"X2StepReach2",908.029188,5.60511844444444,11.5188961772641,132.684969142591,0,0,1.216545,4.136253,73.479317,3.15383455871054,14.1680590482645,1.85854673066154e-20,4.11892742135933e-14
"ReachEffic2",6783.47718,41.8733159259259,41.1223486779271,1691.04756078901,0,0,41.6192075,82.061691,100,0.214819343821424,1.3805737581397,1.27205835938111e-13,9.14390785311525e-12
"Broker2",33045,203.981481481481,1555.04429435914,2418162.75741891,0,0,0,3,17881.5,10.0820063079665,109.299488619341,4.62093662875906e-27,0
"nBroker2",28.009441,0.209025679104478,0.229722207197701,0.0527722924797835,0,0,0,0.483333,0.5,0.263645657163797,1.17961787772969,4.83428694709696e-15,NA
"EgoBetween2",126.833333,0.782921808641975,9.70349039475594,94.1577258411207,0,0,0,0,123.5,12.6018039223849,159.871663039396,9.90946972588921e-28,0
"nEgoBetween2",53.317783,0.397893902985075,4.32342162471194,18.6919745450268,0,0,0,0,50,11.3972715055058,131.24825055307,2.1475114522366e-25,NA
"Size3",527,3.25308641975309,2.68724090970106,7.22126370677095,0,1,3,5,12,0.838518018334592,3.31092348065928,5.28424894456362e-08,0.00184238098669998
"Ties3",547,3.37654320987654,4.30371128603268,18.521930833525,0,0,1,5,22,1.57961219304302,5.37239262217669,4.03224462067689e-14,6.40483602709629e-07
"Pairs3",2350,14.5061728395062,22.7449392128453,517.332259796028,0,0,6,20,132,2.57792092252391,10.6326878626004,1.00269918454784e-17,1.14744469481565e-09
"Density3",3440.69983,24.9326074637681,18.9441532227108,358.880941325544,0,2.08333325,25,40,66.666664,0.11360156821181,1.93300424173383,1.79201410198341e-07,NA
"nWeakComp3",176,1.08641975308642,0.844382693612315,0.712982133271988,0,1,1,1,8,3.56147268848818,29.406721891866,1.74486604748066e-18,4.70751326808738e-10
"pWeakComp3",6571.75683,40.5664001851852,34.4158037399927,1184.4475470697,0,16.666666,25,50,100,0.718254884655028,2.22239112066743,1.01270741016169e-11,6.18166658787889e-05
"X2StepReach3",5825.790759,35.9616713518519,22.3395528912497,499.055623380942,0,9.73236,47.445255,53.77129,56.690998,-0.787386206393804,1.82958535424287,1.17527243200899e-15,3.31765726002686e-11
"ReachEffic3",9621.676376,60.5136878993711,31.8201451653892,1012.52163834644,0,49.889631,65.497078,84.6753235,100,-0.731088338615991,2.65659847936681,2.29097984014765e-10,NA
"Broker3",901.5,5.56481481481481,9.53534433465306,90.9227915804003,0,0,1,7,59,2.85151152983204,12.3296135629612,9.80576185468351e-19,3.59939855698599e-11
"nBroker3",38.7965,0.281134057971014,0.154336118560916,0.0238196374924492,0,0.25,0.333333,0.39821425,0.5,-0.798589040309382,2.53044273639361,3.7808927964635e-10,NA
"EgoBetween3",10.5,0.0648148148148148,0.57682706992567,0.332729468599034,0,0,0,0,7,11.0912830549061,131.427998778472,2.65901395807657e-27,0
"nEgoBetween3",87.499999,0.634057963768116,4.63877038455754,21.5181906806481,0,0,0,0,50,9.28548813549658,95.7254205360787,4.21221833865835e-25,NA
"Degree",1457,8.99382716049383,19.8417643830707,393.695613833295,0,2,5,8,192,6.69925559212271,55.6204684370144,8.98584551887424e-24,5.10702591327572e-15
"OutDegree",527,3.25308641975309,2.68724090970106,7.22126370677095,0,1,3,5,12,0.838518018334592,3.31092348065928,5.28424894456362e-08,0.00133851293206955
"InDegree",934,5.76543209876543,19.7353745548024,389.485008818342,0,0,1,3,191,6.99360388426442,59.1529729419922,1.03398402965838e-24,0
"Clus.Coef",34.26159,0.244725642857143,0.160804040343674,0.0258579393908499,0,0.13124975,0.2277775,0.333333,0.666667,0.278393124504272,2.19158674289728,3.39220985142395e-05,NA
"Eigenvec",7.148878,0.0441288765432099,0.0532099340617354,0.00283129708285423,0,0.016042,0.0380545,0.05327,0.470139,4.57520280306703,32.8583997473054,5.55135334257791e-19,1.04420558622031e-06
"Power",16235.292637,100.217855783951,107.701822774986,11599.6826290545,-0.00019,2.124984,56.438885,147.5843775,403.893982,1.0750402259369,3.22684517237171,1.33317713056193e-11,3.080513170306e-05
