"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",2738,5.34765625,8.71691308620467,75.9845737524462,0,2,3,6,86,5.6666323256343,43.4812157819962,1.64850068038179e-36,0
"Ties",2128,4.15625,9.56402874277172,91.4706457925636,0,0,1,4,96,5.23193130805375,38.9505066261967,9.53785328912015e-37,0
"Pairs",50732,99.0859375,569.774556678224,324643.045437867,0,2,6,30,7310,10.011082827948,113.42769295745,8.44079576503089e-43,0
"Density",6633.932625,15.1114638382688,17.5241462394821,307.095701422754,0,0,9.523809,24.1774895,100,1.39042805356974,4.97388060003122,2.34259119440987e-22,NA
"nWeakComp",1281,2.501953125,3.2168824617554,10.3483327727495,0,1,2,3,30,4.73167545882783,31.7137229919428,6.10204801685882e-35,0
"pWeakComp",31109.765405,60.7612605566406,34.4785553031578,1188.77077579291,0,33.333332,57.142857,100,100,-0.202700849056872,1.6805933580082,8.8549515232384e-20,0
"X2StepReach",3142.061613,6.13683908789062,6.71136234355694,45.0423845065141,0,1.184834,3.850711,9.241706,51.066349,2.2398760565506,10.8303757453547,4.51819580521598e-25,9.65894031423886e-15
"ReachEffic",38910.371789,76.7462954418146,25.1956114738322,634.818837540305,0,67.574993,82.068962,96.551727,100,-1.73225487342942,5.95406142969519,5.00184534008085e-25,NA
"Broker",24302,47.46484375,281.214896020831,79081.8177440069,0,0.5,3,11.625,3610,10.072793386139,114.609142555231,7.2098916351073e-43,0
"nBroker",169.830343,0.386857273348519,0.13929983755201,0.0194044447420164,0,0.333333,0.428571,0.494949,0.5,-1.6617205480547,5.04230760369952,5.68958197848473e-25,NA
"EgoBetween",6895.097606,13.4669875117188,90.4082565872451,8173.65285914516,0,0,1,4.5,1804.230957,16.2293988363429,307.346173465368,2.07440415522691e-43,0
"nEgoBetween",8340.039921,18.9978130318907,17.6657912687346,312.080181150498,0,0,16.666666,33.333332,55,0.524986900393603,1.99699328499587,2.32847187521752e-18,NA
"Size2",1710,3.33984375,7.91105980855413,62.5848672945205,0,1,1,3,83,6.54394199178722,55.3348111620739,7.95183694906503e-39,0
"Ties2",972,1.8984375,6.76394243906484,45.7509173189824,0,0,0,1,85,6.97775064175103,65.1547045204318,4.04088443273375e-40,0
"Pairs2",35982,70.27734375,501.192262692036,251193.684182363,0,0,0,6,6806,11.0095456234612,133.303530978563,2.58430389285126e-43,0
"Density2",4083.943452,12.8831023722397,19.68553063005,387.520116186636,0,0,0,20,100,1.51892313608242,4.74867423984274,1.3037400164238e-23,NA
"nWeakComp2",985,1.923828125,3.51569845270081,12.3601356103229,0,1,1,2,31,5.14491554853551,34.6829629919292,2.75822173897511e-37,0
"pWeakComp2",33692.096693,65.8048763535156,40.5694125030501,1645.87723084263,0,31.249999,100,100,100,-0.608604407885398,1.69203451253849,4.75514239468577e-27,0
"X2StepReach2",1337.914696,2.613114640625,4.90828960784263,24.091306874456,0,0.35545,0.947867,2.488152,48.341232,4.35437935979085,28.640058782057,6.73015256917003e-35,0
"ReachEffic2",35958.281715,71.2045182475247,36.9785471499051,1367.41294931775,0,61.111111,86.206894,100,100,-1.11686151133689,2.72342865640958,9.60305189268183e-28,NA
"Broker2",17505,34.189453125,247.826124353405,61417.7879120291,0,0,0,2.5,3360.5,11.0401831455639,133.801960365725,2.38873241215201e-43,0
"nBroker2",91.580282,0.288896788643533,0.206690221289476,0.0427208475766925,0,0,0.333333,0.493756,0.5,-0.440261753883747,1.52616633989379,7.25895824786859e-20,NA
"EgoBetween2",1187.333343,2.31901043554688,23.7521837742871,564.166234047509,0,0,0,0,422.833344,15.3594608604802,250.464988734248,4.2501267916801e-44,0
"nEgoBetween2",2322.834964,7.32755509148265,20.9168475928671,437.514513223229,0,0,0,0,100,3.18437448203107,12.5285383038466,4.83257146857503e-31,NA
"Size3",1226,2.39453125,2.85127248260469,8.12975477005871,0,1,2,3,39,4.91212568334775,55.6936118352739,7.37491510897099e-30,4.32986979603811e-15
"Ties3",654,1.27734375,3.32888008750485,11.0814426369863,0,0,0,1,52,8.10182550757455,109.464570884155,5.1721905624908e-38,0
"Pairs3",5864,11.453125,67.7240700012503,4586.54965753425,0,0,2,6,1482,20.1322428661259,436.027502727426,1.73057949727335e-43,0
"Density3",4099.444454,10.9610814278075,16.1855218235106,261.971116699339,0,0,0,16.666666,100,2.08123750740931,8.60489400533555,6.84868045516316e-25,NA
"nWeakComp3",752,1.46875,1.25707391734118,1.58023483365949,0,1,1,2,8,1.21854289118997,5.3219323486279,8.10985056555503e-21,4.89608353859694e-14
"pWeakComp3",31107.020637,60.7558996816406,40.1828909056825,1614.66472153798,0,20,66.666664,100,100,-0.428634190391613,1.60851722981114,1.45713538294039e-24,0
"X2StepReach3",2231.04266,4.3575051953125,4.81910699629266,23.2237922417169,0,0.35545,2.962085,7.464455,27.962086,1.29946755430692,4.68532856166048,5.20159344524264e-22,3.99680288865056e-15
"ReachEffic3",35398.133693,69.6813655374016,38.6776584098536,1495.96126006932,0,61.45341125,88.6734695,100,100,-1.08507378499217,2.46400758144337,1.02563612419886e-28,NA
"Broker3",2605,5.087890625,32.5286730334752,1058.11456931874,0,0,0.5,3,715,20.4302283814678,444.941049933556,1.2011638131462e-43,0
"nBroker3",111.002786,0.296798893048128,0.206291916351846,0.0425563547521172,0,0,0.416667,0.466667,0.5,-0.591581951806896,1.58765688881898,7.81078223780944e-23,NA
"EgoBetween3",1723.916627,3.36702466210938,47.6743445503986,2272.84312831012,0,0,0,0,1076.166626,22.3227245153325,502.764907891464,1.3257818820775e-44,0
"nEgoBetween3",3661.102041,9.78904289037433,16.8831940712735,285.042242048284,0,0,0,16.46825325,72.615837,1.50240800748204,3.85308455798782,1.33981856237482e-27,NA
"Degree",2738,5.34765625,8.71691308620467,75.9845737524462,0,2,3,6,86,5.6666323256343,43.4812157819962,1.64850068038179e-36,0
"OutDegree",1226,2.39453125,2.85127248260469,8.12975477005871,0,1,2,3,39,4.91212568334775,55.6936118352739,7.37491510897099e-30,3.99680288865056e-15
"InDegree",1710,3.33984375,7.91105980855413,62.5848672945205,0,1,1,3,83,6.54394199178722,55.3348111620739,7.95183694906503e-39,0
"Clus.Coef",66.339334,0.163397374384236,0.176634966880294,0.0311999115248027,0,0,0.107143,0.25,1,1.31042594498699,4.77456779960238,2.4008738031703e-20,NA
"Eigenvec",4.146565,0.008098759765625,0.0254456929536088,0.000647483289889337,0,6e-04,0.002469,0.008718,0.387583,11.2102665010079,152.426213154913,4.89545936924418e-41,0
"Power",-43408.304988,-84.7818456796875,940.09146704649,883771.966413622,-12590.72168,-0.00036575,1.0010665,5.86883075,2475.750732,-8.58817929471723,92.2580158699932,4.57094879424972e-42,0
"inCloseness",71.404674,0.13946225390625,0.0340528236113262,0.00115959479590409,0.118343,0.118624,0.11976,0.1778505,0.359617,1.94384337458202,8.30754011932068,3.80427885480907e-31,0
"outCloseness",63.676302,0.12436777734375,0.00961251383907932,9.24004223064915e-05,0.118343,0.118483,0.119189,0.123905,0.154133,1.65938230228921,4.49339238649333,1.00421738187839e-30,0
"OutdwReach",6734.536274,13.1533911601563,16.0588216908608,257.885754098861,1,2,5,17.79166625,76.200012,1.41777077634377,3.89401281793192,7.70923856204684e-27,0
