"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",4980,6.19402985074627,17.0109382194943,289.372019107452,0,2,3,6,388,15.813873392172,328.739747836066,2.96300474628822e-49,0
"Ties",4121,5.12562189054726,18.417069083062,339.18843361028,0,0,1,4,394,13.9936658094966,264.622227979987,3.88122708854787e-49,0
"Pairs",258232,321.18407960199,5405.45434431174,29218936.6684386,0,2,6,30,150156,26.6989550056417,736.850411579103,7.1414292317654e-53,0
"Density",10365.521039,15.0880946710335,17.591531875839,309.461993738658,0,0,9.523809,20,100,1.59451283554734,5.91184612656654,4.0232366730135e-28,NA
"nWeakComp",2098,2.60945273631841,4.25398035851895,18.096348890665,0,1,2,3,54,6.82258246112063,63.0998577186331,2.04220903477223e-45,0
"pWeakComp",47231.089997,58.7451368121891,34.533229560337,1192.54394386693,0,30.365853,50,100,100,-0.129038964556492,1.66064698073632,8.97035616282843e-24,0
"X2StepReach",4045.885558,5.03219596766169,6.43843940200573,41.4535019332999,0,0.640327,2.724796,7.479564,57.71117,3.01898850476183,17.828582742787,1.03318188480046e-34,0
"ReachEffic",62723.392785,78.6993635947302,25.5593883767424,653.282334193154,0,72,85,97.701149,100,-1.96585478016152,6.5680912040229,1.8905008059217e-33,NA
"Broker",127055.5,158.029228855721,2695.01580433822,7263110.18563278,0,0.5,2.75,13,74881,26.7175080288175,737.600669063846,7.04201058923785e-53,0
"nBroker",263.672391,0.3838026069869,0.142557916153196,0.0203227594579415,0,0.333333,0.433333,0.483333,0.5,-1.66274386372946,4.8807193115074,4.68092772354975e-31,NA
"EgoBetween",15726.566867,19.560406550995,200.385566103445,40154.375102598,0,0,1,5,5203.083496,22.5923426612437,565.821381905339,2.30249927531501e-52,0
"nEgoBetween",11686.908791,17.0115120684134,16.5690619774694,274.533814813222,0,0,15.476191,26.5201465,66.666664,0.709236253186623,2.45489101009284,3.977616156072e-23,NA
"Size2",3211,3.99378109452736,16.3756101824835,268.160608848658,0,1,1,3,384,17.2403805452664,374.470070474952,2.05976513324282e-50,0
"Ties2",1948,2.4228855721393,15.7203225666917,247.128541600838,0,0,0,1,378,18.768956871253,422.1156317557,2.50707616962797e-51,0
"Pairs2",224946,279.783582089552,5281.4135516725,27893329.1037899,0,0,0,6,147072,26.9101788456467,744.859115064406,6.19417878337199e-53,0
"Density2",6483.546708,12.5894110834951,20.7889661146855,432.181112117542,0,0,0,16.666666,100,1.92561978312986,6.67733681830969,1.1244328507574e-30,NA
"nWeakComp2",1712,2.12935323383085,4.82657484525402,23.2958247368388,0,1,1,2,54,6.45301587711859,53.1395788329277,1.2432594518892e-46,0
"pWeakComp2",51774.057983,64.3955945062189,40.9875945703292,1679.98290866168,0,25,100,100,100,-0.559575738097578,1.63548995955902,1.04380308054084e-32,0
"X2StepReach2",1408.555885,1.75193518034826,4.48548178670896,20.1195468588978,0,0.163488,0.490463,1.253406,56.675751,6.4695212692548,56.5308037562693,5.29898622128386e-46,0
"ReachEffic2",55526.146758,70.0203616116015,37.9255541952919,1438.34766102002,0,58.333332,86.36364,100,100,-1.05920489434163,2.52814634556815,6.86002880354116e-34,NA
"Broker2",111499,138.680348258706,2633.51500186877,6935401.26506787,0,0,0,2.5,73347,26.9217754667834,745.340675160201,6.15328589555581e-53,0
"nBroker2",145.082268,0.281713141747573,0.211786977235242,0.044853723726441,0,0,0.35,0.493056,0.5,-0.375851289817786,1.41292374005971,9.38636208272674e-26,NA
"EgoBetween2",2435.999978,3.02985071890547,33.6494873940624,1132.28800188316,0,0,0,0,788.083313,18.3797854422933,391.711649256124,2.5338108830378e-52,0
"nEgoBetween2",3510.303884,6.81612404660194,19.2623546074237,371.038305022136,0,0,0,0,100,3.31178085425459,13.8720225897489,7.72056861835745e-38,NA
"Size3",2057,2.55845771144279,3.25929124758215,10.6229794365656,0,1,2,3,54,5.97847500231048,81.2846251055965,6.53853180743065e-38,0
"Ties3",1175,1.46144278606965,3.77443136940538,14.2463321623514,0,0,0,1,59,6.85127601831732,80.5523848066392,6.09240327616737e-45,0
"Pairs3",11736,14.5970149253731,104.556284977583,10932.0167283136,0,0,2,6,2862,25.2842164396559,686.118558324413,5.5700009105499e-52,0
"Density3",6612.940271,11.2274028370119,16.7052878086973,279.066640771412,0,0,0,16.666666,100,2.0073760474448,7.48601225438715,7.4133668126676e-31,NA
"nWeakComp3",1190,1.48009950248756,1.31410661830907,1.72687620428369,0,1,1,2,16,2.41708845235362,21.4355640250344,8.69572226438709e-30,0
"pWeakComp3",48369.525247,60.1611010534826,40.1732567791777,1613.89056024575,0,22.222221,66.666664,100,100,-0.374246549483612,1.5548069923237,6.63919318470325e-30,0
"X2StepReach3",3035.149863,3.77506201865672,4.62949641161145,21.4322370251233,0,0.163488,2.070845,5.89918275,33.460491,1.63110413917473,6.39332630215667,1.9889027359162e-30,0
"ReachEffic3",56630.938179,71.5037098219697,38.4920684367132,1481.63933253661,0,68.12768775,89.7747075,100,100,-1.1889931365516,2.65804180590562,4.88039072542711e-36,NA
