Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\gjt\sp\jedit\Registers.java-->Registers,3,0,6,0,,,3,100,12,84.615387,3,0.5,2,33.333332,1,0,0,,0,0,1,100,1.454545,100,0,,0,,2,0,2,0,,,2,100,11.272727,88.571426,1,0.5,0,0,3,1.090909,0.001471,2,1,0.727273,0.363636,0,3,0.016233,2.295689,-35.869476,-1.603845,75625,20753,0.363636,1.32511,54.561954,2,0.197688,0.007246,3.616667,0.0048,0.005666,3,1,0.333333,0,0,jEdit,3.2.1,org.gjt.sp.jedit.Registers,14,1,0,9,45,61,3,6,11,0.769230769,425,1,1,0,0.294871795,0,0,29.14285714,8,2.4286,0,0
gnu\regexp\RETokenRepeated.java-->RETokenRepeated,3,3,6,50,,,1,33.333332,11.636364,58.18182,1.5,0.25,0,0,1,0,0,,0,0,1,100,11.636364,100,0,,0,,2,1,2,50,,,1,50,6.545455,78.260872,0.5,0.25,0,0,3,1.090909,0.001471,2,1,0.727273,0.363636,0.5,3,0.002808,0.397126,2.176956,0.097339,36990,75350,0.743444,0.364964,3,41.150017,0.01087,0.149094,0,0,0,1.333333,0.444444,0.434142,0.001588,0.140741,jEdit,3.2.1,gnu.regexp.RETokenRepeated,7,2,0,4,21,0,1,3,0,0.541666667,300,1,1,0.538461538,0.333333333,1,3,41.28571429,16,4.7143,0,0
gnu\regexp\REMatchEnumeration.java-->REMatchEnumeration,2,1,2,50,,,1,50,11.636364,78.048782,0.5,0.25,0,0,1,0,0,,0,0,1,100,11.636364,100,0,,0,,2,1,2,50,,,1,50,11.636364,78.048782,0.5,0.25,0,0,2,0.727273,0.00098,2,1,0.727273,0.363636,0.5,1,0.00256,0.362078,7.530045,0.336694,37264,69322,0.737978,0.396699,14,40.650017,0.050725,0.147283,0,0,0,1.166667,0.583333,0.619371,0.27711,0.056085,jEdit,3.2.1,gnu.regexp.REMatchEnumeration,6,1,0,3,11,9,1,3,5,0.6,113,1,3,0,0.333333333,0,0,16.33333333,5,1.5,0,0
bsh\BSHType.java-->BSHType,14,34,182,18.681318,,,1,7.142857,23.636364,27.777779,74,0.406593,24.216667,13.305861,8,9,56,16.071428,,,1,12.5,18.90909,49.523811,23.5,0.419643,0,0,6,9,30,30,,,1,16.666666,21.818182,46.511627,10.5,0.35,0,0,14,5.090909,0.006863,6,8,2.181818,2.909091,0.186813,91,0.017768,2.512789,502.437897,22.465693,24609,58985,1.117477,0.46622,24.700005,49.572651,0.089493,0.179611,32.81057,0.043544,0.364761,10.428572,0.744898,0.140634,0.073271,0.34077,jEdit,3.2.1,bsh.BSHType,6,2,0,16,14,3,8,8,5,0.666666667,92,1,0,0.782608696,0.444444444,0,0,13.83333333,1,0.8333,0,0
gnu\regexp\RETokenOneOf.java-->RETokenOneOf,4,5,12,41.666668,,,1,25,11.636364,55.172413,3.5,0.291667,0,0,1,0,0,,0,0,1,100,11.636364,100,0,,0,,3,2,6,33.333332,,,1,33.333332,6.545455,69.230766,2,0.333333,0,0,4,1.454545,0.001961,3,1,1.090909,0.363636,0.416667,6,0.00296,0.41864,3.385234,0.151365,36990,75075,0.743444,0.3663,4,41.150017,0.014493,0.149094,0,0,0.000885,1.875,0.46875,0.430478,0.032557,0.297222,jEdit,3.2.1,gnu.regexp.RETokenOneOf,5,2,0,5,22,0,1,4,0,0.125,206,1,0,0.7,0.35,1,3,39.8,11,4,0,0
bsh\BSHArrayDimensions.java-->BSHArrayDimensions,9,29,72,40.277779,,,1,11.111111,23.636364,25.896414,21.5,0.298611,3.7,5.138889,2,1,2,50,,,1,50,18.181818,87.719299,0.5,0.25,0,0,7,19,42,45.238094,,,1,14.285714,23.272728,32.989689,11.5,0.27381,0,0,9,3.272727,0.004412,7,2,2.545455,0.727273,0.402778,36,0.017383,2.458264,729.717529,32.628132,24631,58944,1.116479,0.466545,29.166679,44.405983,0.105676,0.160891,1.808981,0.002401,0.004313,4.777778,0.530864,0.182676,0.003126,0.280032,jEdit,3.2.1,bsh.BSHArrayDimensions,4,2,0,10,21,2,2,8,3,0.555555556,174,0.333333333,0,0.857142857,0.5,1,1,41.75,1,0.75,0,0
gnu\regexp\CharIndexedString.java-->CharIndexedString,1,0,0,,0,0,1,100,11.636364,100,0,,0,,1,0,0,,0,0,1,100,11.636364,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.363636,0.00049,0,1,0,0.363636,,0,0.002257,0.31916,0.000018,0.000001,36990,75900,0.743444,0.362319,1,41.150017,0.003623,0.149094,0,0,0,1,1,1,1,0,jEdit,3.2.1,gnu.regexp.CharIndexedString,4,1,0,2,7,0,1,1,3,0.222222222,62,1,0,0,0.666666667,0,0,13.75,3,1.75,0,0
org\gjt\sp\jedit\textarea\TextRendererAWT.java-->TextRendererAWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,75900,75900,0.362319,0.362319,1,1,0.003623,0.003623,0,0,0,0,0,0,,0,jEdit,3.2.1,org.gjt.sp.jedit.textarea.TextRendererAWT,4,2,0,1,11,6,1,1,0,2,93,0,0,0.785714286,0.571428571,1,2,22.25,5,1.75,0,0
org\gjt\sp\jedit\EditPlugin.java-->EditPlugin,6,7,30,23.333334,,,1,16.666666,44,62.051281,11.5,0.383333,8,26.666666,5,4,20,20,,,1,20,39.272728,76.056335,8,0.4,4,20,2,1,2,50,,,1,50,26.545454,96.052635,0.5,0.25,0,0,6,2.181818,0.002941,2,5,0.727273,1.818182,0.233333,15,0.053223,7.526927,-47.052895,-2.103894,38683,20947,0.710907,1.312837,60.769073,63.699982,0.220178,0.230797,3356.062744,4.453965,0.029908,4.642857,0.773809,0.235912,0.085983,0.144829,jEdit,3.2.1,org.gjt.sp.jedit.EditPlugin,10,1,2,11,13,39,10,3,8,0.777777778,33,1,1,0,0.25,0,0,2.2,1,0.9,1,1
bsh\BSHLHSPrimarySuffix.java-->BSHLHSPrimarySuffix,13,45,156,28.846153,,,1,7.692307,23.636364,21.81208,55.5,0.355769,7,4.487179,2,1,2,50,,,1,50,16.363636,88.235291,0.5,0.25,0,0,11,36,110,32.727272,,,1,9.090909,23.272728,25.910931,37,0.336364,0,0,13,4.727273,0.006373,11,2,4,0.727273,0.288462,78,0.021628,3.058638,901.624146,40.314655,24629,58940,1.11657,0.466576,31.166685,44.739315,0.112923,0.162099,6.485243,0.008607,0.096326,8.653846,0.66568,0.140408,0.014922,0.338419,jEdit,3.2.1,bsh.BSHLHSPrimarySuffix,5,2,0,14,27,10,2,12,1,1.071428571,182,0,0,0.818181818,0.72,0,0,34,1,0.8,0,0
