Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\gjt\sp\jedit\syntax\SoftWrapTokenHandler.java-->SoftWrapTokenHandler,7,10,42,23.809525,,,1,14.285714,7.48503,45.454544,16,0.380952,3.833333,9.126985,2,0,2,0,,,2,100,5.389222,90,1,0.5,0,0,5,6,20,30,,,1,20,4.790419,45.714287,7,0.35,0,0,7,2.095808,0.002684,5,2,1.497006,0.598802,0.238095,21,0.009561,1.352173,8.819042,0.460618,54374,42126,0.614264,0.792859,42.58374,43.414322,0.127116,0.129595,5.494048,0.00494,0.015127,4.285714,0.612245,0.273331,0.010023,0.376644,jEdit,4.1,org.gjt.sp.jedit.syntax.SoftWrapTokenHandler,4,3,0,8,12,0,2,6,4,0.625,182,1,1,0.833333333,0.325,1,4,42.5,12,3.5,0,0
org\gjt\sp\jedit\gui\GrabKeyDialog.java-->GrabKeyDialog,5,4,20,20,,,3,60,52.09581,64.444443,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,,,3,60,52.09581,64.444443,8,0.4,0,0,5,1.497006,0.001917,5,0,1.497006,0,0.2,10,0.044326,6.268602,-23.850815,-1.245726,111890,40563,0.298507,0.823411,76.933281,1,0.229652,0.002985,0,0,0.579859,4,0.8,0.207211,0.000314,0.017738,jEdit,4.1,org.gjt.sp.jedit.gui.GrabKeyDialog,23,6,0,8,74,217,4,7,6,0.842975207,521,0.909090909,3,0.96875,0.166007905,3,4,21.17391304,8,1.9565,4,1
bsh\BSHBlock.java-->BSHBlock,9,23,72,31.944445,,,1,11.111111,19.760479,31.73077,24.5,0.340278,6.366667,8.842592,5,5,20,25,,,1,20,17.664671,65.555557,7.5,0.375,0,0,4,4,12,33.333332,,,2,50,18.263474,51.694916,4,0.333333,0,0,9,2.694611,0.003451,4,5,1.197605,1.497006,0.319444,36,0.003601,0.509216,451.717468,23.593166,36088,90953,0.925515,0.367223,27.083344,63.792881,0.080846,0.190427,212.881317,0.191402,0.030509,5.888889,0.654321,0.180955,0.007161,0.27107,jEdit,4.1,bsh.BSHBlock,3,2,0,14,10,3,5,9,2,2,71,0,0,0.9,0.6,1,1,22.66666667,1,0.6667,0,0
org\gjt\sp\jedit\GUIUtilities.java-->GUIUtilities,62,225,3782,5.949233,,,3,4.83871,62.574852,23.430492,1778.5,0.470254,988.256836,26.130535,53,167,2756,6.059506,,,3,5.660378,60.778442,27.469553,1294.5,0.469702,562.769897,20.419807,19,39,342,11.403509,,,2,10.526316,52.09581,42.130749,151.5,0.442982,170.416672,49.829433,62,18.562874,0.023773,19,53,5.688623,15.868263,0.059492,1891,0.242416,34.282841,-80.0522,-4.18112,53917,41546,0.619471,0.803928,83.583321,111.366669,0.249502,0.332438,3687.846436,3.315753,6.987453,56.930557,0.918235,0.057202,0.266638,0.494813,jEdit,4.1,org.gjt.sp.jedit.GUIUtilities,47,1,0,101,173,1049,88,23,41,0.949275362,2031,0.222222222,1,0,0.118012422,0,0,42.0212766,16,3.7021,3,1
org\gjt\sp\jedit\gui\KeyEventWorkaround.java-->KeyEventWorkaround,5,5,20,25,,,2,40,25.1497,71.794868,7.5,0.375,4,20,4,5,12,41.666668,,,1,25,21.257484,73.195877,3.5,0.291667,0,0,1,0,0,,0,0,1,100,5.988024,100,0,,0,,5,1.497006,0.001917,1,4,0.299401,1.197605,0.25,10,0.02645,3.740534,1.000244,0.052243,53750,111556,0.621395,0.299401,2,69.416641,0.00597,0.207214,3.715516,0.003341,0.087202,3.9,0.78,0.274784,0.01907,0.163152,jEdit,4.1,org.gjt.sp.jedit.gui.KeyEventWorkaround,4,1,0,6,16,0,5,1,3,1.095238095,218,1,0,0,0.333333333,0,0,51.75,62,20.5,4,1
bsh\BSHPrimaryExpression.java-->BSHPrimaryExpression,4,6,12,50,,,1,25,16.467066,45.081966,3,0.25,0,0,1,0,0,,0,0,1,100,13.173653,100,0,,0,,3,3,6,50,,,1,33.333332,15.269461,65.384613,1.5,0.25,0,0,4,1.197605,0.001534,3,1,0.898204,0.299401,0.5,6,0.001514,0.214122,482.109344,25.180532,36283,90989,0.920541,0.367077,23.483335,51.44173,0.0701,0.153557,0,0,0,1.75,0.4375,0.31852,0.000538,0.128542,jEdit,4.1,bsh.BSHPrimaryExpression,2,2,0,8,8,1,1,7,1,2,50,0,0,0.947368421,0.625,1,1,24,1,0.5,0,0
org\gjt\sp\jedit\EditPane.java-->EditPane,18,82,306,26.797386,,,1,5.555555,58.982037,36.213234,112,0.366013,60.366665,19.727669,8,17,56,30.357143,,,1,12.5,53.892216,54.878048,19.5,0.348214,15.833333,28.273809,15,61,210,29.047619,,,1,6.666667,55.688622,38.429752,74.5,0.354762,46.5,22.142857,18,5.389222,0.006902,15,8,4.491018,2.39521,0.267974,153,0.11715,16.567503,-172.573196,-9.013484,53974,41510,0.618816,0.804625,86.416611,86.950005,0.25796,0.259552,1141.03064,1.025904,0.861106,12.76087,0.708937,0.121298,0.116956,0.360609,jEdit,4.1,org.gjt.sp.jedit.EditPane,21,5,0,36,139,74,23,21,14,0.566666667,785,1,5,0.970282318,0.206349206,1,1,36.0952381,29,3.2381,4,1
org\gjt\sp\jedit\options\SyntaxHiliteOptionPane.java-->StyleEditor,5,3,20,15,,,3,60,45.209579,65.938866,8.5,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,15,,,3,60,45.209579,65.938866,8.5,0.425,0,0,5,1.497006,0.001917,5,0,1.497006,0,0.15,10,0.035614,5.036513,-13.530171,-0.70668,111890,40922,0.298507,0.816187,74.066635,1,0.221094,0.002985,0,0,0.162549,4.3,0.86,0.216745,0.004061,0.039359,jEdit,4.1,org.gjt.sp.jedit.options.SyntaxHiliteOptionPane,8,6,0,6,31,20,4,4,1,0.761904762,121,0.666666667,1,0.991111111,0.5,4,12,13.75,1,0.75,0,0
org\gjt\sp\jedit\EBMessage.java-->EBMessage,20,31,380,8.157895,,,6,30,26.946108,43.26923,174.5,0.459211,0,0,20,31,380,8.157895,,,6,30,26.946108,43.26923,174.5,0.459211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5.988024,0.007669,0,20,0,5.988024,0.081579,190,0.060897,8.612145,0.00002,0.000001,51396,111890,0.649856,0.298507,1,81.883377,0.002985,0.244428,0,0,0.953391,18.049999,0.9025,0.085705,0.062218,0.255269,jEdit,4.1,org.gjt.sp.jedit.EBMessage,6,1,11,31,13,9,31,1,6,0.4,45,1,1,0,0.583333333,0,0,6.333333333,1,0.8333,0,0
org\gjt\sp\jedit\options\AbbrevsOptionPane.java-->Abbrev,1,0,0,,0,0,1,100,1.197605,100,0,,0,,1,0,0,,0,0,1,100,1.197605,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.299401,0.000383,0,1,0,0.299401,,0,0.001581,0.22361,0.000026,0.000001,110230,111890,0.303003,0.298507,1,3.283333,0.002985,0.009801,0,0,0,1,1,1,1,0,jEdit,4.1,org.gjt.sp.jedit.options.AbbrevsOptionPane,14,6,0,14,87,51,5,13,1,0.817307692,497,1,1,0.980938416,0.5,4,12,33.92857143,3,1.4286,2,1
