Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\gjt\sp\jedit\bufferio\BufferAutosaveRequest.java-->BufferAutosaveRequest,10,35,90,38.888889,,,1,10,59.205021,40.778099,27.5,0.305556,10.333333,11.481482,1,0,0,,0,0,1,100,14.435146,100,0,,0,,10,35,90,38.888889,,,1,10,59.205021,40.778099,27.5,0.305556,10.333333,11.481482,10,2.09205,0.002334,10,1,2.09205,0.209205,0.388889,45,0.066694,9.431945,-783.201172,-17.556892,126585,91903,0.377612,0.520114,109.533348,80.783348,0.228671,0.16865,214.789063,0.094203,0.045013,5.5,0.55,0.137369,0.060887,0.136019,jEdit,4.3,org.gjt.sp.jedit.bufferio.BufferAutosaveRequest,2,3,0,9,16,1,1,9,2,2,113,0,0,0.933333333,0.583333333,0,0,55.5,9,4.5,0,0
org\gjt\sp\jedit\bsh\CommandLineReader.java-->CommandLineReader,1,0,0,,0,0,1,100,11.715481,100,0,,0,,1,0,0,,0,0,1,100,11.715481,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.209205,0.000233,0,1,0,0.209205,,0,0.000748,0.105764,0.000014,0,89711,228962,0.532822,0.208768,1,86.733284,0.002088,0.181072,0,0,0,1,1,1,1,0,jEdit,4.3,org.gjt.sp.jedit.bsh.CommandLineReader,4,3,0,1,8,4,1,0,4,1,82,0,0,0.857142857,0.35,2,2,18.5,1,0.75,0,0
org\gjt\sp\jedit\bufferset\BufferSet.java-->BufferSet,9,39,72,54.166668,,,1,11.111111,59.205021,44.496857,16.5,0.229167,1.4,1.944444,6,18,30,60,,,1,16.666666,46.652721,61.263737,6,0.2,0.583333,1.944444,5,12,20,60,,,1,20,53.974895,54.661018,4,0.2,0.333333,1.666667,9,1.882845,0.002101,5,6,1.046025,1.25523,0.541667,36,0.0611,8.640813,-25.344669,-0.568147,126434,91933,0.378063,0.519944,103.450027,106.083344,0.215971,0.221468,5.722222,0.00251,0.017295,3.818182,0.424242,0.198039,0.089903,0.270795,jEdit,4.3,org.gjt.sp.jedit.bufferset.BufferSet,18,1,0,16,55,0,11,8,13,0.647058824,687,1,0,0,0.426470588,0,0,36.88888889,12,2.5,1,1
org\gjt\sp\jedit\options\GeneralOptionPane.java-->GeneralOptionPane,3,2,6,33.333332,,,1,33.333332,46.861923,67.267265,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,46.861923,67.267265,2,0.333333,0,0,3,0.627615,0.0007,3,0,0.627615,0,0.333333,3,0.026374,3.729779,-474.984283,-10.647645,228962,91487,0.208768,0.522479,98.816711,1,0.206298,0.002088,0,0,0.009137,2,0.666667,0.34634,0.000751,0.019114,jEdit,4.3,org.gjt.sp.jedit.options.GeneralOptionPane,6,6,0,4,36,1,1,4,1,0.8875,464,0.6875,0,0.992581602,0.5,3,5,73.66666667,7,2.1667,0,0
org\gjt\sp\util\XMLUtilities.java-->XMLUtilities,20,46,380,12.105263,,,1,5,48.535564,46.586346,167,0.439474,0.5,0.131579,19,28,342,8.187135,,,4,21.052631,43.096233,54.497353,157,0.459064,0,0,1,0,0,,0,0,1,100,25.104603,100,0,,0,,20,4.184101,0.004669,1,19,0.209205,3.974895,0.121053,190,0.054414,7.695254,0.999847,0.022413,102659,228484,0.465619,0.209205,2,125.416725,0.004175,0.26183,0.5,0.000219,0.254689,17,0.85,0.104916,0.115343,0.34157,jEdit,4.3,org.gjt.sp.util.XMLUtilities,4,1,0,26,29,6,25,1,3,2,213,0,0,0,0.291666667,0,0,52.25,15,4.75,0,0
org\gjt\sp\jedit\ActionContext.java-->ActionContext,11,25,110,22.727272,,,1,9.090909,42.46862,53.989361,42.5,0.386364,16.416666,14.924242,8,14,56,25,,,1,12.5,42.259415,59.411766,21,0.375,0,0,3,1,6,16.666666,,,2,66.666664,5.02092,66.666664,2.5,0.416667,0,0,11,2.301255,0.002568,3,8,0.627615,1.67364,0.227273,55,0.038118,5.390731,-345.151459,-7.737204,126451,92192,0.378012,0.518483,78.242844,103.833374,0.163346,0.216771,309.154755,0.135591,0.11253,8.681818,0.789256,0.166455,0.116098,0.271842,jEdit,4.3,org.gjt.sp.jedit.ActionContext,5,2,2,22,6,10,17,5,5,2,26,0,0,0.636363636,0.9,0,0,4.2,1,0.8,0,0
org\gjt\sp\jedit\bsh\ClassGenerator.java-->ClassGenerator,9,27,72,37.5,,,1,11.111111,16.108788,32.627117,22.5,0.3125,7.333333,10.185185,3,1,6,16.666666,,,2,66.666664,6.485356,58.490566,2.5,0.416667,0,0,6,11,30,36.666668,,,1,16.666666,15.062761,39.344261,9.5,0.316667,0,0,9,1.882845,0.002101,6,3,1.25523,0.627615,0.375,36,0.004365,0.617299,-23.309429,-0.522524,90254,194658,0.529616,0.245559,32.416683,78.866653,0.067676,0.164649,6.420238,0.002816,0.009589,5.055555,0.561728,0.17481,0.007132,0.249476,jEdit,4.3,org.gjt.sp.jedit.bsh.ClassGenerator,5,1,1,14,13,10,4,10,5,1,34,1,1,0,0.292307692,0,0,5.6,1,0.8,0,0
org\gjt\sp\jedit\textarea\Gutter.java-->Gutter,13,39,156,25,,,1,7.692307,47.48954,46.900826,58.5,0.375,22.200001,14.230769,6,5,30,16.666666,,,3,50,32.635983,68.722466,12.5,0.416667,2,6.666667,8,25,56,44.642857,,,1,12.5,37.029289,56.369427,15.5,0.276786,2.666667,4.761905,13,2.719665,0.003035,8,6,1.67364,1.25523,0.25,78,0.046376,6.558496,2526.432617,56.634628,104624,200352,0.456874,0.23858,32.08334,108.900101,0.06698,0.227349,492.960022,0.216205,0.304841,8.892857,0.684066,0.153784,0.087171,0.340048,jEdit,4.3,org.gjt.sp.jedit.textarea.Gutter,51,4,0,22,125,1041,10,17,41,0.948333333,1243,0.833333333,6,0.92816092,0.100490196,3,20,22.66666667,30,2.1569,0,0
org\gjt\sp\jedit\bsh\BSHArguments.java-->BSHArguments,9,30,72,41.666668,,,1,11.111111,16.527197,25.079365,21,0.291667,0.366667,0.509259,5,4,20,20,,,1,20,14.644351,56.910568,8,0.4,0,0,4,7,12,58.333332,,,1,25,14.644351,36.458332,2.5,0.208333,0,0,9,1.882845,0.002101,4,5,0.83682,1.046025,0.416667,36,0.003961,0.560103,-13.51021,-0.302856,90468,194667,0.528364,0.245548,30.333351,69.326241,0.063326,0.144731,0.076812,0.000034,0.003031,4.5,0.5,0.165741,0.004805,0.218105,jEdit,4.3,org.gjt.sp.jedit.bsh.BSHArguments,2,2,0,11,11,1,5,6,1,2,53,0,0,0.944444444,0.625,0,0,25.5,1,0.5,0,0
org\gjt\sp\jedit\Buffer.java-->Buffer,69,374,4692,7.971014,,,3,4.347826,65.899582,21.197847,2159,0.460145,977.136475,20.825584,55,210,2970,7.070707,,,3,5.454545,54.602512,26.714432,1380,0.464646,562.583313,18.9422,26,119,650,18.307692,,,1,3.846154,62.761505,29.239765,265.5,0.408462,160.368286,24.672045,69,14.435146,0.016106,26,55,5.439331,11.506276,0.07971,2346,0.206425,29.192917,-13.398068,-0.300342,126371,91837,0.378251,0.520487,124.133308,132.916687,0.259151,0.277488,4223.930664,1.852553,2.899315,61.339504,0.888978,0.055004,0.244481,0.542438,jEdit,4.3,org.gjt.sp.jedit.Buffer,89,2,0,141,269,3550,119,43,66,0.961229947,2699,0.588235294,2,0.570731707,0.103620474,1,10,28.94382022,35,3.2135,0,0
