Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
org\gjt\sp\jedit\gui\MacrosMenu.java-->MacrosMenu,6,6,30,20,,,1,16.666666,23.778502,60.833332,12,0.4,6,20,1,0,0,,0,0,1,100,17.589577,100,0,,0,,6,6,30,20,,,1,16.666666,23.778502,60.833332,12,0.4,6,20,6,1.954397,0.002527,6,1,1.954397,0.325733,0.2,15,0.032644,4.616611,133.589279,45.685543,45722,23111,0.671449,1.328372,69.602386,61.44994,0.225982,0.199513,7.398164,0.007875,0.024463,4.642857,0.773809,0.244815,0.187266,0.120897,jEdit,4,org.gjt.sp.jedit.gui.MacrosMenu,6,8,0,10,22,15,1,10,4,2,128,0,0,0.994206257,0.333333333,1,7,20.33333333,5,2.1667,0,0
org\gjt\sp\jedit\options\ModeOptionPane.java-->ModeOptionPane,5,4,20,20,,,2,40,45.602608,69.306931,8,0.4,2.5,12.5,1,0,0,,0,0,1,100,8.794788,100,0,,0,,4,3,12,25,,,2,50,44.625408,78.285713,4.5,0.375,0,0,5,1.628664,0.002106,4,1,1.302932,0.325733,0.2,10,0.034139,4.827958,-41.419346,-14.164799,45948,22991,0.668147,1.335305,77.783318,40.650024,0.252543,0.131981,15.557895,0.016561,0.040764,4.1,0.82,0.218936,0.006498,0.043617,jEdit,4,org.gjt.sp.jedit.options.ModeOptionPane,12,6,0,7,39,28,3,6,1,0.397727273,573,1,2,0.983655275,0.5,1,3,45.41666667,2,1.1667,1,1
org\gjt\sp\jedit\gui\OptionsDialog.java-->OptionsDialog,27,26,702,3.703704,,,5,18.518518,51.791531,44.413406,338,0.481481,432.5,61.609688,3,0,6,0,,,3,100,4.885993,88.235291,3,0.5,2,33.333332,25,23,600,3.833333,,,4,16,51.465797,45.664742,288.5,0.480833,386,64.333336,27,8.794788,0.011373,25,3,8.143323,0.977199,0.037037,351,0.083604,11.823448,-221.379745,-75.708572,45791,22910,0.670437,1.340026,95.983292,53.383297,0.311634,0.173322,4994.916504,5.317021,1.333597,25.571428,0.94709,0.078048,0.276231,0.206721,jEdit,4,org.gjt.sp.jedit.gui.OptionsDialog,14,7,0,28,108,69,3,28,8,0.869230769,732,1,2,0.98048048,0.174603175,0,0,50.57142857,9,2.1429,2,1
org\gjt\sp\jedit\buffer\ExplicitFoldHandler.java-->ExplicitFoldHandler,2,2,2,100,1,1,1,50,20.846905,90.140846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,100,1,1,1,50,20.846905,90.140846,0,0,0,0,2,0.651466,0.000842,2,0,0.651466,0,1,1,0.015404,2.178458,-10.81603,-3.698921,94556,22819,0.324675,1.34537,68.245216,1,0.221575,0.003247,0,0,0,1,0.5,0.623696,0.017267,0.113514,jEdit,4,org.gjt.sp.jedit.buffer.ExplicitFoldHandler,2,2,0,2,6,1,1,2,2,2,85,0,0,0.875,0.625,0,0,41.5,5,2.5,0,0
org\gjt\sp\jedit\options\GeneralOptionPane.java-->GeneralOptionPane,4,4,12,33.333332,,,1,25,48.534203,64.502167,4,0.333333,1,8.333333,1,0,0,,0,0,1,100,8.794788,100,0,,0,,3,2,6,33.333332,,,1,33.333332,47.882736,72.058823,2,0.333333,0,0,4,1.302932,0.001685,3,1,0.977199,0.325733,0.333333,6,0.038607,5.459847,-37.057587,-12.673142,45948,23018,0.668147,1.333739,74.866631,40.650021,0.243073,0.131981,7.157895,0.007619,0.007247,2.625,0.65625,0.272433,0.001626,0.043319,jEdit,4,org.gjt.sp.jedit.options.GeneralOptionPane,5,6,0,5,28,0,2,4,1,0.708333333,337,1,0,0.993993994,0.5,2,4,64,3,1.6,1,1
bsh\reflect\ReflectManagerImpl.java-->ReflectManagerImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000001,0,94556,94556,0.324675,0.324675,1,1,0.003247,0.003247,0,0,0,0,0,0,,0,jEdit,4,bsh.reflect.ReflectManagerImpl,2,2,0,1,4,1,0,1,2,2,16,0,0,0.75,0.75,1,1,7,2,1,0,0
org\gjt\sp\jedit\gui\CurrentDirectoryMenu.java-->CurrentDirectoryMenu,6,18,30,60,1.433333,3,1,16.666666,53.420197,46.327682,6,0.2,0.333333,1.111111,1,0,0,,0,0,1,100,17.589577,100,0,,0,,6,18,30,60,1.433333,3,1,16.666666,53.420197,46.327682,6,0.2,0.333333,1.111111,6,1.954397,0.002527,6,1,1.954397,0.325733,0.6,15,0.07124,10.074883,59.150726,20.228666,45722,22951,0.671449,1.337632,84.133308,61.44994,0.27316,0.199513,6.393032,0.006805,0.016448,2.857143,0.47619,0.233301,0.127055,0.12213,jEdit,4,org.gjt.sp.jedit.gui.CurrentDirectoryMenu,2,8,0,11,33,1,3,11,2,2,206,0,0,0.998835856,0.75,2,4,102,16,8,0,0
org\gjt\sp\jedit\gui\JCheckBoxList.java-->JCheckBoxList,2,0,2,0,,,2,100,1.954397,100,1,0.5,1,50,1,0,0,,0,0,1,100,1.628664,100,0,,0,,1,0,0,,0,0,1,100,0.325733,,0,,0,,2,0.651466,0.000842,1,1,0.325733,0.325733,0,1,0.001765,0.249556,0.999989,0.341981,94249,94249,0.325733,0.325733,2,2,0.006494,0.006494,1,0.001064,0.623789,2,1,0.5,0,0,jEdit,4,org.gjt.sp.jedit.gui.JCheckBoxList,8,5,0,3,33,28,1,2,7,2,143,0,0,0.992974239,0.5,1,1,16.875,3,1.125,1,1
org\gjt\sp\jedit\options\ColorOptionPane.java-->ColorOptionPane,3,0,6,0,,,3,100,10.423452,61.53846,3,0.5,2,33.333332,1,0,0,,0,0,1,100,8.794788,100,0,,0,,2,0,2,0,,,2,100,7.81759,96,1,0.5,0,0,3,0.977199,0.001264,2,1,0.651466,0.325733,0,3,0.008653,1.22375,-20.87759,-7.139825,45947,23223,0.668161,1.321965,58.295273,40.700024,0.18927,0.132143,166.157898,0.176873,0.004794,3,1,0.333333,0,0,jEdit,4,org.gjt.sp.jedit.options.ColorOptionPane,8,6,0,5,31,20,2,4,1,0.761904762,119,0.666666667,1,0.991017964,0.5,4,12,13.5,1,0.75,0,0
org\gjt\sp\jedit\search\BoyerMooreSearchMatcher.java-->BoyerMooreSearchMatcher,3,2,6,33.333332,,,1,33.333332,18.892508,75.324677,2,0.333333,0.5,8.333333,1,0,0,,0,0,1,100,7.491857,100,0,,0,,2,1,2,50,,,1,50,15.309446,87.037041,0.5,0.25,0,0,3,0.977199,0.001264,2,1,0.651466,0.325733,0.333333,3,0.015672,2.216286,4.327963,1.480099,45787,23015,0.670496,1.333913,73.176193,52.849957,0.237585,0.171591,28.041885,0.02985,0.076972,2.333333,0.777778,0.365306,0.000316,0.046771,jEdit,4,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,7,1,0,6,20,0,1,5,4,0.703703704,347,1,1,0,0.371428571,0,0,47.28571429,8,3,1,1
