Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
components\camel-cxf\src\main\java\org\apache\camel\component\cxf\CxfComponent.java-->CxfComponent,4,4,12,33.333332,,,1,25,3.324251,82.432434,4,0.333333,1,8.333333,3,2,6,33.333332,,,1,33.333332,0.980926,69.230766,2,0.333333,0,0,2,0,2,0,,,2,100,3.269755,93.75,1,0.5,1,50,4,0.217984,0.000513,2,3,0.108992,0.163488,0.333333,6,0.00056,0.079264,-7.107566,-3.866615,3343388,2885828,0.054884,0.063587,56.191696,8.616667,0.030605,0.004693,11.2,0.000333,0.001478,2.2,0.55,0.415336,0.166894,0.217105,camel,1.6,org.apache.camel.component.cxf.CxfComponent,5,3,0,7,10,0,1,7,4,0.25,43,1,1,0.921052632,0.36,1,2,7.4,1,0.6,0,0
camel-core\src\main\java\org\apache\camel\impl\DefaultExchangeFormatter.java-->DefaultExchangeFormatter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000001,-0.000001,3369060,3369060,0.054466,0.054466,1,1,0.000545,0.000545,0,0,0,0,0,0,,0,camel,1.6,org.apache.camel.impl.DefaultExchangeFormatter,4,1,0,3,5,4,1,2,3,0.666666667,17,1,1,0,0.5,0,0,3,1,0.5,0,0
components\camel-jetty\src\main\java\org\apache\camel\component\jetty\JettyHttpComponent.java-->JettyHttpComponent,8,13,56,23.214285,,,1,12.5,4.250681,69.64286,21.5,0.383929,4.5,8.035714,1,0,0,,0,0,1,100,0.27248,100,0,,0,,8,13,56,23.214285,,,1,12.5,4.250681,69.64286,21.5,0.383929,4.5,8.035714,8,0.435967,0.001027,8,1,0.435967,0.054496,0.232143,28,0.00062,0.087615,1422.361206,773.784241,3365391,3279224,0.054526,0.055958,24.15,2.5,0.013154,0.001362,17.733334,0.000527,0.040518,6,0.75,0.229961,0.056173,0.317061,camel,1.6,org.apache.camel.component.jetty.JettyHttpComponent,20,4,0,26,95,144,2,26,13,0.842105263,433,1,0,0.727272727,0.197368421,4,5,20.3,3,1,0,0
camel-core\src\main\java\org\apache\camel\language\simple\SimpleLanguage.java-->SimpleLanguage,4,1,12,8.333333,,,3,75,9.809264,93.75,5.5,0.458333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,8.333333,,,3,75,9.809264,93.75,5.5,0.458333,0,0,4,0.217984,0.000513,4,0,0.217984,0,0.083333,6,0.002015,0.284936,-5.035289,-2.739267,3369060,3358052,0.054466,0.054645,6,1,0.003268,0.000545,0,0,0.047769,3.5,0.875,0.291908,0.013461,0.075658,camel,1.6,org.apache.camel.language.simple.SimpleLanguage,3,2,0,8,22,3,2,6,2,2,165,0,0,0.75,0.666666667,1,3,54,15,5.3333,1,1
camel-core\src\main\java\org\apache\camel\util\ServiceHelper.java-->ServiceHelper,25,9,600,1.5,,,17,68,13.623979,74.183975,295.5,0.4925,0,0,25,9,600,1.5,,,17,68,13.623979,74.183975,295.5,0.4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.362398,0.003208,0,25,0,1.362398,0.015,300,0.004706,0.665599,-0.344656,-0.187498,1411557,3369060,0.129998,0.054466,1,376.839722,0.000545,0.20525,0,0,2.303496,24.42,0.9768,0.045166,0.008295,0.056138,camel,1.6,org.apache.camel.util.ServiceHelper,8,1,0,25,20,22,22,3,6,0.571428571,176,1,0,0,0.25,0,0,20.875,1,0.75,1,1
components\camel-restlet\src\main\java\org\apache\camel\component\restlet\RestletConstants.java-->RestletConstants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000232,-0.000126,3369060,3369060,0.054466,0.054466,1,1,0.000545,0.000545,0,0,0,0,0,0,,0,camel,1.6,org.apache.camel.component.restlet.RestletConstants,1,1,0,0,2,0,0,0,0,2,9,0,0,0,1,0,0,3,0,0,0,0
camel-core\src\main\java\org\apache\camel\impl\DefaultLifecycleStrategy.java-->DefaultLifecycleStrategy,2,2,2,100,1,1,1,50,5.940054,87.903229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,100,1,1,1,50,5.940054,87.903229,0,0,0,0,2,0.108992,0.000257,2,0,0.108992,0,1,1,0.000474,0.067038,-20.439558,-11.119404,3369060,2940221,0.054466,0.06241,80.378563,1,0.043779,0.000545,0,0,0,1,0.5,0.556292,0.003503,0.05415,camel,1.6,org.apache.camel.impl.DefaultLifecycleStrategy,6,1,0,9,17,15,2,7,6,2,46,0,0,0,0.333333333,0,0,6.666666667,4,1.3333,2,1
components\camel-groovy\src\main\java\org\apache\camel\language\groovy\CamelGroovyMethods.java-->CamelGroovyMethods,4,2,12,16.666666,,,2,50,6.103542,88.18898,5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.666666,,,2,50,6.103542,88.18898,5,0.416667,0,0,4,0.217984,0.000513,4,0,0.217984,0,0.166667,6,0.000429,0.06064,-8.740962,-4.755205,3369060,2938392,0.054466,0.062449,81.695236,1,0.044496,0.000545,0,0,0.005213,3.25,0.8125,0.284753,0.012704,0.062681,camel,1.6,org.apache.camel.language.groovy.CamelGroovyMethods,4,1,0,7,8,6,0,7,3,2,22,0,0,0,0.375,0,0,4.5,1,0.75,0,0
camel-core\src\main\java\org\apache\camel\language\simple\FileExpressionBuilder.java-->FileExpressionBuilder,1,0,0,,0,0,1,100,0.435967,100,0,,0,,1,0,0,,0,0,1,100,0.435967,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054496,0.000128,0,1,0,0.054496,,0,0.000079,0.011106,0.00023,0.000125,3317735,3369060,0.055309,0.054466,1,11.283332,0.000545,0.006146,0,0,0,1,1,1,1,0,camel,1.6,org.apache.camel.language.simple.FileExpressionBuilder,10,1,0,11,20,45,1,10,9,2,52,0,0,0,0.15,0,0,4.2,1,0.9,3,1
components\camel-ftp\src\main\java\org\apache\camel\component\file\remote\RemoteFileComponent.java-->RemoteFileComponent,7,9,42,21.428572,,,2,28.571428,7.956403,79.347824,16.5,0.392857,11,26.190475,4,4,12,33.333332,,,1,25,1.253406,57.5,4,0.333333,5,41.666668,6,6,30,20,,,2,33.333332,7.847412,81.355934,12,0.4,8.5,28.333334,7,0.381471,0.000898,6,4,0.326975,0.217984,0.214286,21,0.002066,0.292235,12.319678,6.702076,3348882,3275562,0.054794,0.056021,23.866669,8.5,0.012999,0.00463,113.348488,0.003368,0.041486,4.95,0.707143,0.235482,0.102153,0.216442,camel,1.6,org.apache.camel.component.file.remote.RemoteFileComponent,10,3,0,10,33,25,3,10,7,0.222222222,165,1,1,0.833333333,0.3,2,3,15.4,3,0.9,0,0
