Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
components\camel-irc\src\main\java\org\apache\camel\component\irc\IrcErrorLogger.java-->IrcErrorLogger,1,0,0,,0,0,1,100,0.592417,100,0,,0,,1,0,0,,0,0,1,100,0.592417,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.118483,0.000269,0,1,0,0.118483,,0,0.000324,0.045835,0.000276,0.000009,709809,713180,0.118905,0.118343,1,3.166667,0.001183,0.003748,0,0,0,1,1,1,1,0,camel,1.2,org.apache.camel.component.irc.IrcErrorLogger,9,0,0,5,24,0,1,4,9,0,213,1,1,0,0.37037037,0,0,22.55555556,1,0.8889,0,0
camel-core\src\main\java\org\apache\camel\impl\JndiRegistry.java-->JndiRegistry,4,2,12,16.666666,,,2,50,22.274881,91.707314,5,0.416667,1.5,12.5,3,1,6,16.666666,,,2,66.666664,17.298578,94.19355,2.5,0.416667,0,0,1,0,0,,0,0,1,100,5.92417,100,0,,0,,4,0.473934,0.001076,1,3,0.118483,0.35545,0.166667,6,0.038911,5.502819,0.998325,0.03133,537964,712336,0.156888,0.118483,2,90.294083,0.002367,0.106857,29.171825,0.0041,0.385309,3.25,0.8125,0.259098,0.000165,0.017975,camel,1.2,org.apache.camel.impl.JndiRegistry,9,1,0,3,18,30,1,2,8,0.375,82,1,0,0,0.355555556,0,0,8,1,0.7778,0,0
components\camel-cxf\src\main\java\org\apache\camel\component\cxf\CxfSoapConsumer.java-->CxfSoapConsumer,2,0,2,0,,,2,100,0.829384,87.5,1,0.5,1,50,1,0,0,,0,0,1,100,0.473934,100,0,,0,,2,0,2,0,,,2,100,0.829384,87.5,1,0.5,1,50,2,0.236967,0.000538,2,1,0.236967,0.118483,0,1,0.000331,0.046776,9.735224,0.305515,710650,708120,0.118765,0.119189,5,3,0.005917,0.00355,2,0.000281,0.001836,2,1,0.555556,0.278072,0,camel,1.2,org.apache.camel.component.cxf.CxfSoapConsumer,7,1,0,27,50,7,3,27,3,0.805555556,198,1,3,0,0.416666667,0,0,26.42857143,1,0.7143,0,0
camel-core\src\main\java\org\apache\camel\processor\TryProcessor.java-->TryProcessor,6,3,30,10,,,3,50,11.848341,86.206894,13.5,0.45,5,16.666666,1,0,0,,0,0,1,100,0.592417,100,0,,0,,5,3,20,15,,,2,40,11.492891,87.38739,8.5,0.425,0,0,6,0.7109,0.001615,5,1,0.592417,0.118483,0.1,15,0.007796,1.10258,6.477633,0.203284,474713,608968,0.177792,0.138595,33.403584,58.717976,0.039531,0.069489,7.033333,0.000989,0.270105,5,0.833333,0.198271,0.010204,0.085859,camel,1.2,org.apache.camel.processor.TryProcessor,8,2,0,10,28,0,1,9,3,0.357142857,224,1,3,0.684210526,0.371428571,1,1,26.5,2,1,9,1
components\camel-cxf\src\main\java\org\apache\camel\component\cxf\AsyncProcessorDecorator.java-->AsyncProcessorDecorator,4,1,12,8.333333,,,3,75,1.895735,76.190475,5.5,0.458333,3,25,2,0,2,0,,,2,100,0.592417,83.333336,1,0.5,0,0,2,0,2,0,,,2,100,1.540284,86.666664,1,0.5,0,0,4,0.473934,0.001076,2,2,0.236967,0.236967,0.083333,6,0.000893,0.126255,2.000666,0.062786,709807,711492,0.118906,0.118624,3,3.833333,0.00355,0.004536,5,0.000703,0.060039,3.625,0.90625,0.296633,0.009447,0.085714,camel,1.2,org.apache.camel.component.cxf.AsyncProcessorDecorator,4,1,0,9,12,2,3,7,3,0.666666667,52,1,3,0,0.4,0,0,11.25,1,0.75,0,0
components\camel-cxf\src\main\java\org\apache\camel\component\cxf\interceptors\DOMOutInterceptor.java-->DOMOutInterceptor,3,0,6,0,,,3,100,1.303318,91.666664,3,0.5,2,33.333332,1,0,0,,0,0,1,100,0.947867,100,0,,0,,2,0,2,0,,,2,100,0.35545,75,1,0.5,0,0,3,0.35545,0.000807,2,1,0.236967,0.118483,0,3,0.000001,0.000094,2.988454,0.093785,700583,710649,0.120471,0.118765,3.5,4.894048,0.004142,0.005792,45,0.006325,0.634301,3,1,0.333333,0,0,camel,1.2,org.apache.camel.component.cxf.interceptors.DOMOutInterceptor,4,0,0,10,17,2,1,9,3,0.666666667,71,1,2,0,0.833333333,0,0,16,1,0.5,0,0
camel-core\src\main\java\org\apache\camel\builder\xml\Namespaces.java-->Namespaces,1,0,0,,0,0,1,100,9.00474,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,9.00474,100,0,,0,,1,0.118483,0.000269,1,0,0.118483,0,,0,0.008852,1.251806,1.989446,0.062434,713180,710650,0.118343,0.118765,3,1,0.00355,0.001183,0,0,0,1,1,1,1,0,camel,1.2,org.apache.camel.builder.xml.Namespaces,2,1,0,2,5,1,1,1,1,2,22,0,0,0,0.5,0,0,7,3,1.5,2,1
camel-core\src\main\java\org\apache\camel\component\file\strategy\DefaultFileRenamer.java-->DefaultFileRenamer,2,1,2,50,,,1,50,0.947867,72.727272,0.5,0.25,0,0,2,1,2,50,,,1,50,0.947867,72.727272,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.236967,0.000538,0,2,0,0.236967,0.5,1,0.00049,0.069245,0.000477,0.000015,705595,713180,0.119615,0.118343,1,5.833333,0.001183,0.006903,0,0,0,1,0.5,0.760851,0.020526,0.229167,camel,1.2,org.apache.camel.component.file.strategy.DefaultFileRenamer,9,1,0,3,20,12,2,1,7,0.625,100,1,0,0,0.541666667,0,0,9.777777778,4,1.2222,0,0
camel-core\src\main\java\org\apache\camel\processor\resequencer\Timeout.java-->Timeout,2,1,2,50,,,1,50,0.592417,62.5,0.5,0.25,0,0,2,1,2,50,,,1,50,0.592417,62.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.236967,0.000538,0,2,0,0.236967,0.5,1,0.000008,0.001122,-0.00052,-0.000016,471068,713180,0.179167,0.118343,1,44.37817,0.001183,0.052519,0,0,0,1,0.5,0.804444,0.007963,0.266667,camel,1.2,org.apache.camel.processor.resequencer.Timeout,7,2,0,3,17,0,3,1,7,0.611111111,66,1,0,0.333333333,0.392857143,0,0,8,2,1,0,0
camel-core\src\main\java\org\apache\camel\component\seda\SedaEndpoint.java-->SedaEndpoint,4,2,12,16.666666,,,2,50,5.687204,90.56604,5,0.416667,5,41.666668,3,1,6,16.666666,,,2,66.666664,0.829384,77.777779,2.5,0.416667,3,50,3,1,6,16.666666,,,2,66.666664,5.687204,96,2.5,0.416667,3,50,4,0.473934,0.001076,3,3,0.35545,0.35545,0.166667,6,0.00531,0.751015,34.435471,1.080667,710648,693807,0.118765,0.121648,11.450001,4,0.01355,0.004734,37,0.0052,0.193668,3.166667,0.791667,0.39649,0.050012,0.237121,camel,1.2,org.apache.camel.component.seda.SedaEndpoint,7,2,0,11,11,15,4,10,6,0.5,44,1,0,0.772727273,0.265306122,0,0,5.142857143,1,0.7143,2,1
camel-core\src\main\java\org\apache\camel\model\ChoiceType.java-->ChoiceType,12,15,132,11.363636,,,3,25,9.241706,54.545456,58.5,0.443182,38,28.787878,6,6,30,20,,,1,16.666666,8.293839,69.306931,12,0.4,0,0,6,2,30,6.666667,,,4,66.666664,3.436019,69.047623,14,0.466667,0,0,12,1.421801,0.003229,6,6,0.7109,0.7109,0.113636,66,0.009045,1.279207,-15.984085,-0.501619,474288,608867,0.177951,0.138618,39.526218,84.174614,0.046777,0.099615,854.028625,0.120033,0.131513,10.25,0.854167,0.132456,0.069132,0.213581,camel,1.2,org.apache.camel.model.ChoiceType,13,2,0,12,37,42,4,9,13,0.611111111,175,1,1,0.885714286,0.276923077,1,4,12.23076923,3,1.1538,6,1
components\camel-ftp\src\main\java\org\apache\camel\component\file\remote\FtpProducer.java-->FtpProducer,9,12,72,16.666666,,,1,11.111111,15.99526,66.502464,30,0.416667,4.5,6.25,1,0,0,,0,0,1,100,0.7109,100,0,,0,,9,12,72,16.666666,,,1,11.111111,15.99526,66.502464,30,0.416667,4.5,6.25,9,1.066351,0.002422,9,1,1.066351,0.118483,0.166667,36,0.014149,2.000933,-51.506546,-1.616399,704761,681166,0.119757,0.123905,20.700001,4.916667,0.024497,0.005819,13.542857,0.001903,0.246816,6.9,0.766667,0.174556,0.058555,0.215584,camel,1.2,org.apache.camel.component.file.remote.FtpProducer,6,4,0,9,31,5,1,9,3,0.5,143,0.5,1,0.8,0.305555556,1,1,22.5,1,0.8333,0,0
camel-core\src\main\java\org\apache\camel\management\InstrumentationAgentImpl.java-->InstrumentationAgentImpl,8,3,56,5.357143,,,5,62.5,15.28436,83.766235,26.5,0.473214,14.5,25.892857,4,0,12,0,,,4,100,1.777251,88.235291,6,0.5,0,0,4,2,12,16.666666,,,2,50,14.691943,90.510948,5,0.416667,0,0,8,0.947867,0.002153,4,4,0.473934,0.473934,0.053571,28,0.022148,3.132185,7.767045,0.243748,708118,576903,0.119189,0.146298,50.647629,6,0.059938,0.007101,464.356323,0.065265,0.823288,7.375,0.921875,0.139402,0.003126,0.054335,camel,1.2,org.apache.camel.management.InstrumentationAgentImpl,20,2,1,16,74,68,2,15,11,0.864661654,537,0.714285714,3,0.419354839,0.173684211,1,1,25.15,12,1.55,4,1
camel-core\src\main\java\org\apache\camel\CamelExchangeException.java-->CamelExchangeException,7,2,42,4.761905,,,5,71.428574,2.132701,75,20,0.47619,6,14.285714,6,2,30,6.666667,,,4,66.666664,1.540284,68.421051,14,0.466667,0,0,1,0,0,,0,0,1,100,0.592417,100,0,,0,,7,0.829384,0.001884,1,6,0.118483,0.7109,0.047619,21,0.000531,0.075165,1.001109,0.031417,417512,712336,0.20215,0.118483,2,79.38414,0.002367,0.093946,311.943298,0.043844,0.663829,6.428571,0.918367,0.197098,0.041489,0.152381,camel,1.2,org.apache.camel.CamelExchangeException,2,4,6,8,7,0,6,2,2,1,23,1,1,0.944444444,0.666666667,0,0,9.5,1,0.5,1,1
