"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"LOC",744544,123.801795809777,222.897884195312,49683.4667787469,0,24,56,135,5200,7.94254120606482,117.922069296394,0
"CCMax",35279,5.86614566012637,8.59400089392459,73.8568513647766,0,2,4,7,229,10.2031853709736,196.179750372863,0
"CCSum",165765,27.5631858995677,51.7130003675204,2674.23440701117,0,5,12,29,1239,7.9350072500285,114.996392929851,0
"n1",586638,97.5453940804789,156.755679666913,24572.3431078357,0,21,51,110,2827,5.8057764749169,60.2691370417298,0
"n2",714548,118.814100432325,203.696375107768,41492.2132320445,0,21,53,132,3190,5.75782626090352,58.5217642274417,0
"n",1301186,216.359494512803,356.653379707461,127201.633256754,0,44,105,242,6017,5.75576628862453,58.9344974067971,0
"N1",2139920,355.823079481211,705.121406943004,497196.198529281,0,46,140,372.5,11424,6.53234488822944,68.7874129477181,0
"N2",1474536,245.183904223479,478.144941935401,228622.585498408,0,33,95,259.75,7421,6.2267292842634,62.4291577476351,0
"N",3614456,601.006983704689,1181.81318464908,1396682.40341039,0,78,235,631,18703,6.38879301609158,65.6763415735689,0
"V",19376418.483301,3221.88534807133,6801.20337780596,46256367.3862792,0,334.79787355,1124.6711825,3280.13073975,127010.6968,6.89867299627106,76.6745551018216,0
"L",13878.702677086,2.30773240390522,10.0119698044429,100.239539365076,0,0.46149085975,1.001854103,2.09406770275,449.9264847,30.19049460153,1135.98313824588,0
"D",369342.012854772,61.4137035009598,103.239008329097,10658.2928407754,0,11.97676295,30.44635209,69.744938415,2434.050319,6.49050494106391,84.8380370102947,0
"E",268586626.863575,44660.2306058489,168012.111566396,28228069632.999,0,1755.9299225,9011.2892295,34732.345,7102443.955,19.2765784030752,617.78277837747,0
"T",828971.070561426,137.840217918428,518.555899891618,268900.221312406,0,5.419536798,27.81262108,107.19859565,21921.12332,19.2765784051891,617.782778549424,0
"WMC",165765,27.5631858995677,51.7130003675204,2674.23440701117,0,5,12,29,1239,7.9350072500285,114.996392929851,0
"DIT",14030,2.33288992351181,1.38939189607049,1.93040984086635,1,1,2,3,8,1.01376229778201,3.63771573622718,0
"NOC",3995,0.664283338875956,3.59950816302234,12.9564590156645,0,0,0,0,155,19.8985318455339,655.801546883839,0
"CBO",81102,13.4855337545727,14.3570344184297,206.124437291975,0,4,9,18,172,2.70014490781974,15.6007804057791,0
"RFC",1375481,228.713169271699,303.300312172952,91991.0793642098,11,29,89,338,2242,2.38706303886611,10.2497697737027,0
"LCOM",853169,141.863817758563,827.805630704636,685262.1622263,0,3,13,58,23831,17.2326762389938,379.071140539826,0
"Size",77720,12.9231792484204,30.6701048512016,940.655331583697,0,3,7,14,950,14.3120600933599,308.983336628722,0
"Ties",198139,32.9462919853675,154.476941656226,23863.125503461,0,1,8,26,7327,27.5144067531154,1073.94989281182,0
"Pairs",6582830,1094.58430329232,17133.7562893992,293565604.584527,0,6,42,182,901550,36.9749800026652,1638.56760287682,0
"Density",103448.438409,18.5591026926803,14.7342465590285,217.098021662243,0,8.497055,16.363636,25,100,1.3478645855636,6.04482119661477,NA
"nWeakComp",13234,2.20053209178583,3.53538475058363,12.4989453346593,0,1,1,2,100,12.202879121729,229.122985227402,0
"pWeakComp",212609.664847,35.3524550793149,31.9471257790573,1020.61884554291,0,10.526316,25,50,100,1.00282379208977,2.71534141506418,0
"X2StepReach",53427.839725,8.88391082889924,9.67912244855219,93.685411374067,0,1.031099,4.47364,15.878098,51.771164,1.07604338266119,3.1512352939752,0
"ReachEffic",380868.361846,63.4040888706509,24.4263841171286,596.648241037515,0,45.8621105,65.440002,82.181061,100,-0.417773871386819,2.69344258137493,NA
"Broker",3192345.5,530.819005653475,8497.02692781208,72199466.6119637,0,3,17,71.5,447111.5,37.006982950895,1640.04103407523,0
"nBroker",2176.757758,0.390519870470039,0.101959577647728,0.0103957554741031,0,0.36225925,0.416667,0.452381,0.5,-2.16453668787753,8.5389693087809,NA
"EgoBetween",281420.820633,46.7942834441304,381.707593995157,145700.687313572,0,0,2,11.5,13296.98242,20.6307629355181,566.816365951526,0
"nEgoBetween",48365.560092,8.67699319913886,10.7514207554617,115.593048260973,0,0,5.357143,13.333333,95.324898,1.98622766924606,8.73225933081103,NA
"Size2",39971,6.64632524110409,29.5948043076307,875.852442006956,0,1,1,4,934,15.7477906122138,351.341748689789,0
"Ties2",72599,12.0716661124044,121.633693448772,14794.7553819899,0,0,0,2,5899,32.3166152211034,1310.72486806819,0
