Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
java\org\apache\poi\hssf\record\SSTDeserializer.java-->SSTDeserializer,7,9,42,21.428572,,,1,14.285714,36.022514,55.813953,16.5,0.392857,4,9.523809,3,1,6,16.666666,,,2,66.666664,3.752345,74.074074,2.5,0.416667,0,0,4,1,12,8.333333,,,3,75,34.521576,58.044163,5.5,0.458333,0,0,7,1.313321,0.001891,4,3,0.750469,0.562852,0.214286,21,0.031208,4.413532,4.945086,0.064669,237424,281426,0.224493,0.189393,6,27.733335,0.011236,0.051935,6,0.002116,0.513132,4.428571,0.632653,0.216058,0.008272,0.224875,poi,2.0RC1,org.apache.poi.hssf.record.SSTDeserializer,23,1,0,5,46,123,1,4,4,0.659090909,668,1,1,0,0.267080745,0,0,27.60869565,8,2.3043,0,0
java\org\apache\poi\hssf\record\BottomMarginRecord.java-->BottomMarginRecord,5,4,20,20,,,1,20,47.279549,37.781109,8,0.4,2,10,2,0,2,0,,,2,100,26.266417,77.777779,1,0.5,0,0,3,0,6,0,,,3,100,44.652908,48.870636,3,0.5,0,0,5,0.938086,0.001351,3,2,0.562852,0.375235,0.2,10,0.05717,8.085018,3.000546,0.03924,253811,283023,0.209999,0.188324,4,23.333342,0.007491,0.043695,0.136706,0.000048,0.008047,3.4,0.68,0.205333,0.000069,0.013217,poi,2.0RC1,org.apache.poi.hssf.record.BottomMarginRecord,12,2,0,6,23,46,2,4,10,0.818181818,122,0.5,0,0.55,0.4,1,6,9,2,0.8333,0,0
java\org\apache\poi\hssf\record\MergeCellsRecord.java-->MergeCellsRecord,7,5,42,11.904762,,,2,28.571428,47.467167,37.592869,18.5,0.440476,7.5,17.857143,4,1,12,8.333333,,,3,75,26.454033,75.80645,5.5,0.458333,0,0,3,0,6,0,,,3,100,44.652908,48.870636,3,0.5,0,0,7,1.313321,0.001891,3,4,0.562852,0.750469,0.119048,21,0.05785,8.181216,2.999628,0.039228,253277,283023,0.210442,0.188324,4,24.833344,0.007491,0.046504,3.836706,0.001353,0.422462,5.571428,0.795918,0.155287,0.004517,0.040393,poi,2.0RC1,org.apache.poi.hssf.record.MergeCellsRecord,15,2,0,6,35,41,3,4,13,0.69047619,363,0.666666667,0,0.47826087,0.516666667,1,6,23,2,1.1333,0,0
java\org\apache\poi\hssf\record\WindowProtectRecord.java-->WindowProtectRecord,5,4,20,20,,,1,20,47.279549,37.837837,8,0.4,2,10,2,0,2,0,,,2,100,27.016886,80.44693,1,0.5,0,0,3,0,6,0,,,3,100,44.652908,48.870636,3,0.5,0,0,5,0.938086,0.001351,3,2,0.562852,0.375235,0.2,10,0.05679,8.031249,3.000328,0.039237,238943,283023,0.223066,0.188324,4,33.36668,0.007491,0.062484,0.526898,0.000186,0.009433,3.5,0.7,0.205333,0.000069,0.013217,poi,2.0RC1,org.apache.poi.hssf.record.WindowProtectRecord,11,2,0,5,21,43,2,3,9,0.85,117,0.5,0,0.578947368,0.418181818,1,6,9.454545455,2,1,0,0
java\org\apache\poi\hssf\eventusermodel\HSSFRequest.java-->HSSFRequest,7,9,42,21.428572,,,1,14.285714,36.772984,80.991737,16.5,0.392857,6,14.285714,4,3,12,25,,,1,25,3.939962,55.263157,4.5,0.375,0,0,3,2,6,33.333332,,,1,33.333332,36.022514,94.117645,2,0.333333,0,0,7,1.313321,0.001891,3,4,0.562852,0.750469,0.214286,21,0.02231,3.155051,8.229589,0.107622,281958,278236,0.189035,0.191564,8.333333,5.5,0.015605,0.0103,15.666667,0.005525,0.059092,4.571428,0.653061,0.239228,0.054815,0.261112,poi,2.0RC1,org.apache.poi.hssf.eventusermodel.HSSFRequest,4,1,0,8,17,0,3,5,3,0,116,1,0,0,0.5,0,0,27.75,2,1.25,1,1
java\org\apache\poi\hssf\record\formula\ConcatPtg.java-->ConcatPtg,2,1,2,50,,,1,50,8.630394,58.974358,0.5,0.25,0,0,2,1,2,50,,,1,50,8.630394,58.974358,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.375235,0.00054,0,2,0,0.375235,0.5,1,0.002531,0.357888,0.000693,0.000009,238956,284622,0.223054,0.187266,1,32.000019,0.001873,0.059925,0,0,0,1.25,0.625,0.52463,0.000071,0.024321,poi,2.0RC1,org.apache.poi.hssf.record.formula.ConcatPtg,9,2,0,4,13,36,2,2,9,1.125,60,0.333333333,0,0.3,0.333333333,0,0,5.333333333,1,0.7778,0,0
java\org\apache\poi\hssf\record\DataFormatRecord.java-->DataFormatRecord,8,5,56,8.928572,,,3,37.5,47.467167,34.328358,25.5,0.455357,10,17.857143,3,0,6,0,,,3,100,23.639774,75.449104,3,0.5,0,0,5,0,20,0,,,5,100,46.904316,43.85965,10,0.5,0,0,8,1.500938,0.002161,5,3,0.938086,0.562852,0.089286,28,0.063607,8.995377,5.00026,0.065391,283023,281957,0.188324,0.189036,6,4,0.011236,0.007491,4.211573,0.001485,0.168131,6.75,0.84375,0.147192,0.024493,0.072497,poi,2.0RC1,org.apache.poi.hssf.record.DataFormatRecord,20,2,0,6,37,88,1,5,18,0.763157895,348,0.833333333,1,0.392857143,0.36,1,6,16.1,2,0.9,0,0
java\org\apache\poi\hssf\usermodel\HSSFCell.java-->HSSFCell,43,110,1806,6.090808,,,1,2.325581,55.159473,38.735176,848,0.469546,300.25,16.625139,31,54,930,5.806452,,,3,9.67742,17.823639,31.772575,438,0.470968,29,3.118279,13,21,156,13.461538,,,2,15.384615,49.718575,57.112068,67.5,0.432692,11,7.051282,43,8.067542,0.011615,13,31,2.439024,5.816135,0.060908,903,0.062697,8.866728,5934.444824,77.607666,256401,207485,0.207878,0.256886,77.500008,41.999996,0.145131,0.078652,2215.391846,0.781289,3.225667,38.18182,0.887949,0.065366,0.226016,0.392228,poi,2.0RC1,org.apache.poi.hssf.usermodel.HSSFCell,30,1,0,20,104,87,5,16,22,0.748275862,1151,0.6,4,0,0.146153846,0,0,36.7,20,2.9,1,1
java\org\apache\poi\hssf\record\ExternSheetRecord.java-->ExternSheetRecord,6,7,30,23.333334,,,1,16.666666,47.279549,37.611938,11.5,0.383333,2.5,8.333333,2,0,2,0,,,2,100,27.016886,80.44693,1,0.5,0,0,4,2,12,16.666666,,,2,50,44.652908,48.472504,5,0.416667,0,0,6,1.125704,0.001621,4,2,0.750469,0.375235,0.233333,15,0.058161,8.225265,4.630531,0.060556,238943,282490,0.223066,0.188679,5,33.36668,0.009363,0.062484,1.526898,0.000538,0.010947,3.833333,0.638889,0.219342,0.012686,0.140631,poi,2.0RC1,org.apache.poi.hssf.record.ExternSheetRecord,14,2,0,6,33,65,2,4,12,0.743589744,229,0.666666667,0,0.5,0.4,1,6,15.14285714,2,1.0714,0,0
java\org\apache\poi\hssf\util\RangeAddress.java-->RangeAddress,4,2,12,16.666666,,,2,50,4.12758,70.967743,5,0.416667,0,0,4,2,12,16.666666,,,2,50,4.12758,70.967743,5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.750469,0.00108,0,4,0,0.750469,0.166667,6,0.004294,0.607282,-0.001163,-0.000015,238424,284622,0.223551,0.187266,1,32.900013,0.001873,0.061611,0,0,0.363875,3.375,0.84375,0.308263,0.016065,0.104412,poi,2.0RC1,org.apache.poi.hssf.util.RangeAddress,30,1,0,3,53,331,3,0,24,0.873563218,767,0,0,0,0.391666667,0,0,24.36666667,6,2.6333,0,0
java\org\apache\poi\hssf\record\MulBlankRecord.java-->MulBlankRecord,6,9,30,30,,,1,16.666666,45.215759,38.012619,10.5,0.35,0,0,3,0,6,0,,,3,100,24.390244,88.435371,3,0.5,0,0,3,0,6,0,,,3,100,44.652908,48.870636,3,0.5,0,0,6,1.125704,0.001621,3,3,0.562852,0.562852,0.3,15,0.056419,7.97882,2.998972,0.039219,253813,283023,0.209997,0.188324,4,23.33334,0.007491,0.043695,0,0,0.003691,3,0.5,0.19804,0.00444,0.087891,poi,2.0RC1,org.apache.poi.hssf.record.MulBlankRecord,14,2,0,6,25,77,3,3,11,0.861538462,212,0.8,0,0.5,0.517857143,1,5,13.78571429,2,1,0,0
