"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",5381,7.74244604316547,12.1666441683601,148.027230319491,0,2,4,9,112,4.59583476015966,29.8821926604667,4.17705105080946e-39,0
"Ties",13397,19.2762589928058,48.3820792059433,2340.82558829017,0,0,5,17,490,5.58704823455586,40.8478988618369,7.42622409311168e-43,0
"Pairs",139012,200.01726618705,950.067438674739,902628.138029979,0,2,12,72,12432,8.51944360763965,85.7969594017661,3.00227386830777e-47,0
"Density",15070.625443,23.4744944595016,21.0045101279696,441.189445715977,0,4.01398825,20.6547625,35,100,1.02818177361977,4.4398722586651,2.41922988528416e-20,NA
"nWeakComp",1030,1.48201438848921,1.50193207934787,2.25579997097423,0,1,1,2,15,3.59179305255383,22.9352457017883,9.78107523420447e-36,0
"pWeakComp",23139.247826,33.2938817640288,33.1032696020216,1095.82645834413,0,8.333333,20,50,100,1.04414546078249,2.78862601125371,2.81779017956082e-27,0
"X2StepReach",9314.788704,13.4025736748201,10.2010831102994,104.062096623237,0,3.1690145,14.507042,20.140844,44.788731,0.285498452146337,2.27318700837758,1.98640312417122e-16,5.64550142523323e-07
"ReachEffic",36254.631529,52.466905251809,29.8562423456097,891.395206999778,0,34.656418,54.777069,73.115082,100,-0.266434144650014,2.26423100627191,5.10919298276481e-15,NA
"Broker",62807.5,90.3705035971223,453.662034836564,205809.241852051,0,0.5,5,27.5,5999,8.69349851891715,89.1745429924078,1.93982130633244e-47,0
"nBroker",197.146876,0.307082361370716,0.159322819522148,0.025383760820487,0,0.25,0.35,0.42015825,0.5,-0.922308126051093,2.68294737058913,3.46561806236481e-24,NA
"EgoBetween",20581.913643,29.6142642345324,194.511683827507,37834.7951454119,0,0,0,4.35,3278.278564,12.0699188462446,171.468976932802,1.99782855498036e-48,0
"nEgoBetween",5021.956183,7.82236165576324,12.2179092734865,149.277307015148,0,0,1.666667,11.28090675,80.514709,2.18076021408952,8.2613991617076,1.22029470846553e-32,NA
"Size2",2859,4.1136690647482,10.909241788653,119.011556403292,0,0,1,3,102,5.37010026296868,36.6741723587572,2.72393433745259e-43,0
"Ties2",5373,7.73093525179856,34.2430010285466,1172.58311944105,0,0,0,1,385,7.18305467601769,61.9724825056105,1.53457009411551e-46,0
"Pairs2",91496,131.648920863309,781.969981750159,611477.052358344,0,0,0,6,10302,8.84046328201344,91.3504928061953,6.37386697230676e-48,0
"Density2",6020.071117,11.5993663140655,20.647972598869,426.338772443644,0,0,0,15.387427,100,2.22775363080414,8.15476609345024,5.04137313141225e-32,NA
"nWeakComp2",831,1.19568345323741,1.9773162649079,3.90977961146933,0,0,1,1,24,5.70226208518186,50.3938145993648,5.10843684868138e-40,0
"pWeakComp2",30759.5617,44.2583621582734,43.8442123453585,1922.31495618489,0,0,33.333332,100,100,0.283063796709336,1.30946718276191,1.83109547512541e-30,0
