"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",1794,5.98,9.08559814461794,82.548093645485,0,3,3,6,97,5.56446980711214,44.1007368217109,3.91830267219417e-29,0
"Ties",2468,8.22666666666667,17.3941698865558,302.557146042363,0,1,3,7,128,4.46574921547878,25.4311115815172,1.97924100066208e-29,0
"Pairs",33616,112.053333333333,627.662710977316,393960.478751394,0,6,6,30,9312,11.5662200495978,159.448574333251,1.63086013840336e-34,0
"Density",8274.605017,29.3425709822695,21.0561262519938,443.360452739903,0,11.07817325,26.785715,50,100,0.462704457563202,3.30403137616718,2.81752991946379e-13,NA
"nWeakComp",459,1.53,1.41507648965415,2.00244147157191,0,1,1,2,13,3.84750492400322,23.9604869375652,7.91029805644026e-27,0
"pWeakComp",11539.834033,38.4661134433333,29.0337161234738,842.95667193846,0,20,33.333332,50,100,1.00371902029166,3.02247288043858,4.3689863678248e-16,0
"X2StepReach",6148.666607,20.4955553566667,13.8868246341186,192.843898418764,0,7.666667,18.666666,33,54,0.219154090977828,1.86716195099702,3.94784569843825e-10,1.64647633194015e-07
"ReachEffic",16946.197096,56.4873236533333,21.7706221759366,473.959989927384,0,47.619049,55.555557,67.0425725,100,-0.235299505623363,4.04685155547617,4.07087303140634e-11,0.00012147124634998
"Broker",15574,51.9133333333333,307.378835179996,94481.7483166109,0,1.5,3,11.125,4592.5,11.7760055076527,164.165689655047,1.27028323879504e-34,0
"nBroker",91.626974,0.324918347517731,0.127112065001251,0.0161574770688824,0,0.25,0.333333,0.416667,0.5,-0.893339986255682,3.76184932220782,6.01430544622047e-14,NA
"EgoBetween",3075.366691,10.2512223033333,57.4427358625922,3299.66790337954,0,0,0,2,691.916687,8.73151422847829,88.0562575164645,2.60667270350324e-34,0
"nEgoBetween",1827.319587,6.47985669148936,10.6279050910925,112.952366625269,0,0,0,11.34952025,71.052635,2.39479818746936,10.6403645846095,3.37829355172319e-23,NA
"Size2",926,3.08666666666667,8.50806162398624,72.3871125975474,0,0,1,2,91,6.24625573576576,51.2472319496862,3.14224987381803e-31,0
"Ties2",926,3.08666666666667,11.9670320076644,143.209855072464,0,0,0,1,111,6.01010129971848,43.336989581339,1.40660053019789e-32,0
"Pairs2",23576,78.5866666666667,551.440050764826,304086.129587514,0,0,0,2,8190,11.7344892421239,162.015652087282,6.22723384892692e-35,0
"Density2",2164.677878,10.2107447075472,19.1030205027707,364.925392329279,0,0,0,13.4340655,100,2.29197681381326,8.81400965695353,7.00374747709179e-22,NA
