"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"Size",1713,5.92733564013841,9.06333311274881,82.144007112649,0,3,3,6,97,5.68578728942424,45.8352247293539,1.10754848867909e-28,0
"Ties",2303,7.96885813148789,16.897846645684,285.537221261053,0,1,3,7,131,4.58038752403493,27.3761002124143,7.15325646379568e-29,0
"Pairs",32098,111.065743944637,634.745136274266,402901.388023837,0,6,6,30,9312,11.5837583300951,158.277843918144,4.73610072930261e-34,0
"Density",7688.078835,28.3692945940959,21.5620905046394,464.923746930261,0,8.333333,26.666666,50,100,0.502342970565881,3.25961909080773,3.04881061327831e-13,NA
"nWeakComp",463,1.60207612456747,1.56927835759924,2.46263456362937,0,1,1,2,15,4.02305491940281,26.9504227696534,2.82901960734002e-26,0
"pWeakComp",11558.757744,39.9957015363322,30.6177900955969,937.449070338033,0,20,33.333332,50,100,0.895435493986716,2.63699396034622,6.09496067004099e-16,0
"X2StepReach",6110.689736,21.1442551418685,14.6098681977175,213.448248754679,0,6.896552,19.310345,34.137932,54.827587,0.172261720975812,1.76910484216084,1.00493795167963e-10,3.93882176874527e-08
"ReachEffic",16315.000884,56.4532902560554,22.3727777847753,500.541185806935,0,47.692307,56.122448,66.666664,100,-0.23554400930673,3.97068765494384,1.33131699198387e-11,3.12100270173366e-05
"Broker",14897.5,51.5484429065744,311.180981983016,96833.6035479143,0,1.5,3,11,4594,11.7734451559326,162.49364980775,3.73534790821237e-34,0
"nBroker",88.559605,0.326788210332103,0.13208078417972,0.0174453335495297,0,0.25,0.333333,0.435485,0.5,-0.881823425603155,3.59760876222252,1.08523320883023e-13,NA
"EgoBetween",2804.166671,9.70299886159169,54.6818330480186,2990.10286549138,0,0,0,2,694.916687,9.35797495192388,102.546765641023,8.14303519282652e-34,0
"nEgoBetween",1829.468785,6.75080732472325,11.1776181485164,124.939147474043,0,0,0,11.122182,69.883041,2.32310651060547,9.58714206996202,8.10241780218164e-23,NA
"Size2",888,3.07266435986159,8.58848430563883,73.7620626682045,0,0,1,2,91,6.25176105917211,51.1307291540308,9.53399080769028e-31,0
"Ties2",876,3.03114186851211,11.9307492143875,142.342776816609,0,0,0,0,114,6.22293512513846,46.7139337424852,3.83801855836569e-32,0
"Pairs2",23084,79.8754325259516,560.756766428843,314448.151095732,0,0,0,2,8190,11.5771306893708,157.217097988611,2.11459109879825e-34,0
"Density2",1763.186144,8.55915603883495,17.9712327369428,322.965206085363,0,0,0,8.333333,100,2.76613608970452,11.8207086450771,7.92672407865498e-23,NA
"nWeakComp2",312,1.07958477508651,1.64904175686321,2.71933871587851,0,0,1,1,14,3.64234620380551,21.5104436565499,2.1405695266654e-25,0
"pWeakComp2",13098.610382,45.3239113564014,45.6533262022841,2084.22619333216,0,0,26.666666,100,100,0.230122152395519,1.20670206561565,2.38292434308229e-21,0
"X2StepReach2",1755.51724,6.07445411764706,9.14006262156659,83.5407447261588,0,0,2.413793,7.931035,52.068966,2.36163657783215,9.23139601912174,1.30250445792641e-22,3.33066907387547e-16
"ReachEffic2",13946.377797,48.2573626193772,43.4335405968597,1886.47244877906,0,0,50.80645,100,100,0.0158983304828314,1.27032880224602,2.22992598278212e-19,0
"Broker2",11104,38.4221453287197,275.81227889352,76072.4131884371,0,0,0,1,4049,11.7163362363673,160.389959383482,1.8864202592915e-34,0
"nBroker2",36.684066,0.178077990291262,0.214520717111607,0.046019138070078,0,0,0,0.416667,0.5,0.480210229611262,1.39746695007333,1.4760220005018e-18,NA
"EgoBetween2",924.916672,3.20040370934256,25.1030332432694,630.162278012688,0,0,0,0,237.916672,8.34206200637122,71.6933418315939,1.17555776816096e-34,0
"nEgoBetween2",320.781727,1.55719284951456,9.17278493577781,84.1399834780323,0,0,0,0,90,7.2748636239801,60.0488928285014,2.65899708627723e-29,NA
"Size3",887,3.06920415224914,3.16481081416048,10.0160274894271,0,1,3,3,26,3.17892838498116,18.4483092434905,2.27163495530464e-22,1.15463194561016e-14
"Ties3",876,3.03114186851211,6.23184020752815,38.8358323721646,0,0,2,3,72,6.37386674387524,59.3384740874521,3.50286947153519e-29,0
"Pairs3",4720,16.3321799307958,55.1598721497668,3042.61149557862,0,0,6,6,650,7.72153410386759,74.3675887197924,3.10612251568241e-32,0
"Density3",6998.897762,27.2330652217899,23.945162324054,573.370798725297,0,0,30,50,100,0.413364327748356,2.59874429838576,1.00297157087956e-15,NA
"nWeakComp3",352,1.21799307958478,1.01253675513904,1.0252306805075,0,1,1,1,5,1.48402556038715,5.50920737836553,5.19380174606423e-20,0
"pWeakComp3",12228.402993,42.3128131245675,34.05410049265,1159.68176036351,0,20,33.333332,66.666664,100,0.614239424494991,2.19541483462266,5.14911983742149e-16,4.44089209850063e-16
"X2StepReach3",5170.689723,17.8916599411765,15.2514114895383,232.60555242322,0,2.758621,15.862069,34.137932,54.827587,0.30372087019036,1.66101250207148,2.90969134966692e-14,1.21976172495764e-08
"ReachEffic3",15327.989845,53.5943700874126,30.2084485761664,912.550365378887,0,49.02404675,57.589384,71.2899015,100,-0.485818031691883,2.58247774352236,8.32377818636103e-14,NA
"Broker3",1922,6.65051903114187,24.7484358668315,612.485077854671,0,0,1.5,3,289,7.73814477577917,73.6748347505917,1.72980414350978e-32,0
"nBroker3",67.50551,0.262667354085603,0.164870042333547,0.0271821308590655,0,0.25,0.25,0.404762,0.5,-0.383344577120902,2.11040524769689,9.48615864941423e-14,NA
"EgoBetween3",364.333333,1.26066897231834,12.1935074058097,148.681622855536,0,0,0,0,200,15.2234869104311,246.304603968942,4.48150453225809e-35,0
"nEgoBetween3",695.365484,2.70570227237354,9.53956800668204,91.0033577541115,0,0,0,0,73.529411,4.51002669951462,25.1918981913485,8.62428026589793e-30,NA
"Degree",1713,5.92733564013841,9.06333311274881,82.144007112649,0,3,3,6,97,5.68578728942424,45.8352247293539,1.10754848867909e-28,0
"OutDegree",887,3.06920415224914,3.16481081416048,10.0160274894271,0,1,3,3,26,3.17892838498116,18.4483092434905,2.27163495530464e-22,7.105427357601e-15
"InDegree",888,3.07266435986159,8.58848430563883,73.7620626682045,0,0,1,2,91,6.25176105917211,51.1307291540308,9.53399080769028e-31,0
"Clus.Coef",76.880786,0.30268025984252,0.20939571343883,0.0438465648065567,0,0.11951475,0.3,0.5,1,0.479529276632518,3.46095089512218,2.91248058321697e-12,NA
"Eigenvec",9.537095,0.0330003287197232,0.0487777449992769,0.00237926840721448,0,0.000838,0.009299,0.050277,0.464838,4.07987494924386,30.3329580272942,1.07200688398936e-24,5.55111512312578e-16
"Power",35696.756854,123.518189806228,221.20790696898,48932.938105597,-0.000445,1.297553,16.113441,231.608475,2221.515381,4.18905231668978,31.9843291325438,6.98668575727448e-26,0
"inCloseness",117.757103,0.407464024221453,0.121577526030987,0.0147810948358154,0.343643,0.343643,0.348424,0.381474,0.85571,1.96507302063479,5.40161148252255,1.7910173223738e-26,0
